"","REGION","PooledSector_Viztool","OBS_YEAR","STRATANAME","n"
"363","NWHI","Pearl & Hermes",2015,"Pearl & Hermes_Backreef_Shallow",2
"364","NWHI","Pearl & Hermes",2015,"Pearl & Hermes_Forereef_Deep",4
"365","NWHI","Pearl & Hermes",2015,"Pearl & Hermes_Forereef_Mid",5
"366","NWHI","Pearl & Hermes",2016,"Pearl & Hermes_Forereef_Deep",5
"367","NWHI","Pearl & Hermes",2016,"Pearl & Hermes_Forereef_Mid",8
"368","NWHI","Pearl & Hermes",2016,"Pearl & Hermes_Forereef_Shallow",7
"369","NWHI","Pearl & Hermes",2017,"Pearl & Hermes_Forereef_Mid",2
"370","NWHI","Pearl & Hermes",2017,"Pearl & Hermes_Forereef_Shallow",2
"371","NWHI","Pearl & Hermes",2017,"Pearl & Hermes_Lagoon_Shallow",2
"372","NWHI","Pearl & Hermes",2024,"Pearl & Hermes_Forereef_Deep",7
"373","NWHI","Pearl & Hermes",2024,"Pearl & Hermes_Forereef_Mid",5
"374","NWHI","Pearl & Hermes",2024,"Pearl & Hermes_Forereef_Shallow",4
"375","NWHI","Pearl & Hermes",2024,"Pearl & Hermes_Lagoon_Mid",3
"376","NWHI","Pearl & Hermes",2024,"Pearl & Hermes_Lagoon_Shallow",3
"377","PRIAs","Baker",2015,"Baker_Forereef_Deep",3
"378","PRIAs","Baker",2015,"Baker_Forereef_Mid",8
"379","PRIAs","Baker",2015,"Baker_Forereef_Shallow",4
"380","PRIAs","Baker",2018,"Baker_Forereef_Deep",2
"381","PRIAs","Baker",2018,"Baker_Forereef_Mid",4
"382","PRIAs","Baker",2018,"Baker_Forereef_Shallow",4
"383","PRIAs","Baker",2023,"Baker_Forereef_Deep",5
"384","PRIAs","Baker",2023,"Baker_Forereef_Mid",4
"385","PRIAs","Baker",2023,"Baker_Forereef_Shallow",8
"386","PRIAs","Howland",2015,"Howland_Forereef_Deep",5
"387","PRIAs","Howland",2015,"Howland_Forereef_Mid",6
"388","PRIAs","Howland",2015,"Howland_Forereef_Shallow",10
"389","PRIAs","Howland",2018,"Howland_Forereef_Deep",2
"390","PRIAs","Howland",2018,"Howland_Forereef_Mid",4
"391","PRIAs","Howland",2018,"Howland_Forereef_Shallow",3
"392","PRIAs","Howland",2023,"Howland_Forereef_Deep",4
"393","PRIAs","Howland",2023,"Howland_Forereef_Mid",5
"394","PRIAs","Howland",2023,"Howland_Forereef_Shallow",10
"395","PRIAs","Jarvis",2015,"Jarvis_Forereef_Deep",6
"396","PRIAs","Jarvis",2015,"Jarvis_Forereef_Mid",22
"397","PRIAs","Jarvis",2015,"Jarvis_Forereef_Shallow",14
"398","PRIAs","Jarvis",2018,"Jarvis_Forereef_Deep",5
"399","PRIAs","Jarvis",2018,"Jarvis_Forereef_Mid",13
"400","PRIAs","Jarvis",2018,"Jarvis_Forereef_Shallow",10
"401","PRIAs","Johnston",2015,"Johnston_Forereef_Mid",2
"402","PRIAs","Johnston",2015,"Johnston_Lagoon_Shallow",3
"403","PRIAs","Johnston",2015,"Johnston_Protected Slope_Deep",3
"404","PRIAs","Johnston",2015,"Johnston_Protected Slope_Mid",4
"405","PRIAs","Kingman",2015,"Kingman_Backreef_Shallow",3
"406","PRIAs","Kingman",2015,"Kingman_Forereef_Deep",2
"407","PRIAs","Kingman",2015,"Kingman_Forereef_Mid",4
"408","PRIAs","Kingman",2015,"Kingman_Forereef_Shallow",2
"409","PRIAs","Kingman",2015,"Kingman_Lagoon_Deep",2
"410","PRIAs","Kingman",2015,"Kingman_Protected Slope_Deep",3
"411","PRIAs","Kingman",2015,"Kingman_Protected Slope_Mid",6
"412","PRIAs","Kingman",2018,"Kingman_Forereef_Deep",2
"413","PRIAs","Kingman",2018,"Kingman_Forereef_Mid",6
"414","PRIAs","Kingman",2018,"Kingman_Forereef_Shallow",5
"415","PRIAs","Kingman",2018,"Kingman_Lagoon_Deep",3
"416","PRIAs","Kingman",2018,"Kingman_Lagoon_Mid",2
"417","PRIAs","Kingman",2018,"Kingman_Protected Slope_Mid",5
"418","PRIAs","Palmyra",2015,"Palmyra_Forereef_Deep",7
"419","PRIAs","Palmyra",2015,"Palmyra_Forereef_Mid",19
"420","PRIAs","Palmyra",2015,"Palmyra_Forereef_Shallow",13
"421","PRIAs","Palmyra",2018,"Palmyra_Forereef_Deep",7
"422","PRIAs","Palmyra",2018,"Palmyra_Forereef_Mid",15
"423","PRIAs","Palmyra",2018,"Palmyra_Forereef_Shallow",15
"424","PRIAs","Wake",2014,"Wake_Forereef_Deep",6
"425","PRIAs","Wake",2014,"Wake_Forereef_Mid",7
"426","PRIAs","Wake",2014,"Wake_Forereef_Shallow",7
"427","PRIAs","Wake",2017,"Wake_Forereef_Deep",7
"428","PRIAs","Wake",2017,"Wake_Forereef_Mid",11
"429","PRIAs","Wake",2017,"Wake_Forereef_Shallow",10
"430","SAMOA","Ofu & Olosega",2015,"Ofu & Olosega_Forereef_Deep",9
"431","SAMOA","Ofu & Olosega",2015,"Ofu & Olosega_Forereef_Mid",14
"432","SAMOA","Ofu & Olosega",2015,"Ofu & Olosega_Forereef_Shallow",8
"433","SAMOA","Ofu & Olosega",2018,"Ofu & Olosega_Forereef_Deep",6
"434","SAMOA","Ofu & Olosega",2018,"Ofu & Olosega_Forereef_Mid",8
"435","SAMOA","Ofu & Olosega",2018,"Ofu & Olosega_Forereef_Shallow",4
"436","SAMOA","Ofu & Olosega",2023,"Ofu & Olosega_Forereef_Deep",6
"437","SAMOA","Ofu & Olosega",2023,"Ofu & Olosega_Forereef_Mid",11
"438","SAMOA","Ofu & Olosega",2023,"Ofu & Olosega_Forereef_Shallow",7
"439","SAMOA","ROS_ALL",2015,"ROS_ALL_Backreef_Mid",2
"440","SAMOA","ROS_ALL",2015,"ROS_ALL_Backreef_Shallow",7
"441","SAMOA","ROS_ALL",2015,"ROS_ALL_Forereef_Deep",2
"442","SAMOA","ROS_ALL",2015,"ROS_ALL_Forereef_Mid",6
"443","SAMOA","ROS_ALL",2015,"ROS_ALL_Forereef_Shallow",3
"444","SAMOA","ROS_ALL",2015,"ROS_ALL_Lagoon_Deep",4
"445","SAMOA","ROS_ALL",2015,"ROS_ALL_Lagoon_Mid",3
"446","SAMOA","ROS_ALL",2015,"ROS_ALL_Lagoon_Shallow",2
"447","SAMOA","ROS_ALL",2016,"ROS_ALL_Forereef_Deep",3
"448","SAMOA","ROS_ALL",2016,"ROS_ALL_Forereef_Mid",8
"449","SAMOA","ROS_ALL",2016,"ROS_ALL_Forereef_Shallow",5
"450","SAMOA","ROS_ALL",2018,"ROS_ALL_Forereef_Deep",3
"451","SAMOA","ROS_ALL",2018,"ROS_ALL_Forereef_Mid",8
"452","SAMOA","ROS_ALL",2018,"ROS_ALL_Forereef_Shallow",3
"453","SAMOA","ROS_ALL",2023,"ROS_ALL_Forereef_Deep",4
"454","SAMOA","ROS_ALL",2023,"ROS_ALL_Forereef_Mid",8
"455","SAMOA","ROS_ALL",2023,"ROS_ALL_Forereef_Shallow",4
"456","SAMOA","ROS_ALL",2023,"ROS_ALL_Lagoon_Deep",2
"457","SAMOA","ROS_ALL",2023,"ROS_ALL_Lagoon_Mid",2
"458","SAMOA","SWA_ALL",2015,"SWA_ALL_Forereef_Deep",4
"459","SAMOA","SWA_ALL",2015,"SWA_ALL_Forereef_Mid",6
"460","SAMOA","SWA_ALL",2015,"SWA_ALL_Forereef_Shallow",8
"461","SAMOA","SWA_ALL",2018,"SWA_ALL_Forereef_Deep",2
"462","SAMOA","SWA_ALL",2018,"SWA_ALL_Forereef_Mid",3
"463","SAMOA","SWA_ALL",2018,"SWA_ALL_Forereef_Shallow",4
"464","SAMOA","SWA_ALL",2023,"SWA_ALL_Forereef_Deep",3
"465","SAMOA","SWA_ALL",2023,"SWA_ALL_Forereef_Mid",10
"466","SAMOA","SWA_ALL",2023,"SWA_ALL_Forereef_Shallow",11
"467","SAMOA","TAU_ALL",2015,"TAU_ALL_Forereef_Deep",5
"468","SAMOA","TAU_ALL",2015,"TAU_ALL_Forereef_Mid",10
"469","SAMOA","TAU_ALL",2015,"TAU_ALL_Forereef_Shallow",6
"470","SAMOA","TAU_ALL",2018,"TAU_ALL_Forereef_Deep",4
"471","SAMOA","TAU_ALL",2018,"TAU_ALL_Forereef_Mid",8
"472","SAMOA","TAU_ALL",2018,"TAU_ALL_Forereef_Shallow",3
"473","SAMOA","TAU_ALL",2023,"TAU_ALL_Forereef_Deep",5
"474","SAMOA","TAU_ALL",2023,"TAU_ALL_Forereef_Mid",9
"475","SAMOA","TAU_ALL",2023,"TAU_ALL_Forereef_Shallow",3
"476","SAMOA","TUT_AUNUU",2015,"TUT_AUNUU_Forereef_Deep",6
"477","SAMOA","TUT_AUNUU",2015,"TUT_AUNUU_Forereef_Mid",6
"478","SAMOA","TUT_AUNUU",2015,"TUT_AUNUU_Forereef_Shallow",4
"479","SAMOA","TUT_AUNUU",2018,"TUT_AUNUU_Forereef_Deep",2
"480","SAMOA","TUT_AUNUU",2018,"TUT_AUNUU_Forereef_Mid",2
"481","SAMOA","TUT_AUNUU",2023,"TUT_AUNUU_Forereef_Deep",2
"482","SAMOA","TUT_AUNUU",2023,"TUT_AUNUU_Forereef_Mid",4
"483","SAMOA","TUT_FAGALUA_FAGATELE",2015,"TUT_FAGALUA_FAGATELE_Forereef_Deep",6
"484","SAMOA","TUT_FAGALUA_FAGATELE",2015,"TUT_FAGALUA_FAGATELE_Forereef_Mid",6
"485","SAMOA","TUT_FAGALUA_FAGATELE",2015,"TUT_FAGALUA_FAGATELE_Forereef_Shallow",7
"486","SAMOA","TUT_FAGALUA_FAGATELE",2018,"TUT_FAGALUA_FAGATELE_Forereef_Deep",2
"487","SAMOA","TUT_FAGALUA_FAGATELE",2018,"TUT_FAGALUA_FAGATELE_Forereef_Mid",4
"488","SAMOA","TUT_FAGALUA_FAGATELE",2018,"TUT_FAGALUA_FAGATELE_Forereef_Shallow",2
"489","SAMOA","TUT_FAGALUA_FAGATELE",2023,"TUT_FAGALUA_FAGATELE_Forereef_Deep",3
"490","SAMOA","TUT_FAGALUA_FAGATELE",2023,"TUT_FAGALUA_FAGATELE_Forereef_Mid",5
"491","SAMOA","TUT_FAGALUA_FAGATELE",2023,"TUT_FAGALUA_FAGATELE_Forereef_Shallow",4
"492","SAMOA","TUT_NE_OPEN",2015,"TUT_NE_OPEN_Forereef_Deep",5
"493","SAMOA","TUT_NE_OPEN",2015,"TUT_NE_OPEN_Forereef_Mid",7
"494","SAMOA","TUT_NE_OPEN",2015,"TUT_NE_OPEN_Forereef_Shallow",5
"495","SAMOA","TUT_NE_OPEN",2018,"TUT_NE_OPEN_Forereef_Deep",3
"496","SAMOA","TUT_NE_OPEN",2018,"TUT_NE_OPEN_Forereef_Mid",6
"497","SAMOA","TUT_NE_OPEN",2023,"TUT_NE_OPEN_Forereef_Deep",2
"498","SAMOA","TUT_NE_OPEN",2023,"TUT_NE_OPEN_Forereef_Mid",12
"499","SAMOA","TUT_NE_OPEN",2023,"TUT_NE_OPEN_Forereef_Shallow",4
"500","SAMOA","TUT_NW_OPEN",2015,"TUT_NW_OPEN_Forereef_Deep",3
"501","SAMOA","TUT_NW_OPEN",2015,"TUT_NW_OPEN_Forereef_Mid",3
"502","SAMOA","TUT_NW_OPEN",2015,"TUT_NW_OPEN_Forereef_Shallow",2
"503","SAMOA","TUT_NW_OPEN",2018,"TUT_NW_OPEN_Forereef_Deep",6
"504","SAMOA","TUT_NW_OPEN",2018,"TUT_NW_OPEN_Forereef_Mid",3
"505","SAMOA","TUT_NW_OPEN",2018,"TUT_NW_OPEN_Forereef_Shallow",4
"506","SAMOA","TUT_NW_OPEN",2023,"TUT_NW_OPEN_Forereef_Deep",4
"507","SAMOA","TUT_NW_OPEN",2023,"TUT_NW_OPEN_Forereef_Shallow",2
"508","SAMOA","TUT_SE_OPEN",2015,"TUT_SE_OPEN_Forereef_Deep",5
"509","SAMOA","TUT_SE_OPEN",2015,"TUT_SE_OPEN_Forereef_Mid",12
"510","SAMOA","TUT_SE_OPEN",2015,"TUT_SE_OPEN_Forereef_Shallow",5
"511","SAMOA","TUT_SE_OPEN",2023,"TUT_SE_OPEN_Forereef_Deep",4
"512","SAMOA","TUT_SE_OPEN",2023,"TUT_SE_OPEN_Forereef_Mid",17
"513","SAMOA","TUT_SE_OPEN",2023,"TUT_SE_OPEN_Forereef_Shallow",2
"514","SAMOA","TUT_SW_OPEN",2015,"TUT_SW_OPEN_Forereef_Deep",2
"515","SAMOA","TUT_SW_OPEN",2015,"TUT_SW_OPEN_Forereef_Mid",2
"516","SAMOA","TUT_SW_OPEN",2015,"TUT_SW_OPEN_Forereef_Shallow",3
"517","SAMOA","TUT_SW_OPEN",2018,"TUT_SW_OPEN_Forereef_Mid",2
"518","SAMOA","TUT_SW_OPEN",2018,"TUT_SW_OPEN_Forereef_Shallow",2
"519","SAMOA","TUT_SW_OPEN",2023,"TUT_SW_OPEN_Forereef_Deep",3
"520","SAMOA","TUT_SW_OPEN",2023,"TUT_SW_OPEN_Forereef_Mid",3
"521","SAMOA","TUT_SW_OPEN",2023,"TUT_SW_OPEN_Forereef_Shallow",3
