"","REGION","ISLAND","SEC_NAME","OBS_YEAR","REEF_ZONE","DEPTH_BIN","n"
"384","NWHI","Lisianski","Lisianski",2016,"Forereef","Shallow",6
"385","NWHI","Lisianski","Lisianski",2017,"Forereef","Deep",5
"386","NWHI","Lisianski","Lisianski",2017,"Forereef","Mid",4
"387","NWHI","Lisianski","Lisianski",2017,"Forereef","Shallow",2
"388","NWHI","Maro","Maro",2015,"Forereef","Deep",1
"389","NWHI","Maro","Maro",2015,"Forereef","Mid",6
"390","NWHI","Maro","Maro",2015,"Forereef","Shallow",3
"391","NWHI","Midway","Midway",2014,"Backreef","Shallow",3
"392","NWHI","Midway","Midway",2014,"Forereef","Deep",3
"393","NWHI","Midway","Midway",2014,"Forereef","Mid",3
"394","NWHI","Midway","Midway",2014,"Forereef","Shallow",2
"395","NWHI","Midway","Midway",2015,"Forereef","Deep",1
"396","NWHI","Midway","Midway",2015,"Forereef","Mid",6
"397","NWHI","Midway","Midway",2015,"Forereef","Shallow",1
"398","NWHI","Midway","Midway",2017,"Forereef","Mid",3
"399","NWHI","Midway","Midway",2017,"Forereef","Shallow",1
"400","NWHI","Midway","Midway",2017,"Lagoon","Shallow",2
"401","NWHI","Pearl & Hermes","Pearl & Hermes",2015,"Backreef","Mid",2
"402","NWHI","Pearl & Hermes","Pearl & Hermes",2015,"Backreef","Shallow",2
"403","NWHI","Pearl & Hermes","Pearl & Hermes",2015,"Forereef","Deep",4
"404","NWHI","Pearl & Hermes","Pearl & Hermes",2015,"Forereef","Mid",5
"405","NWHI","Pearl & Hermes","Pearl & Hermes",2015,"Forereef","Shallow",1
"406","NWHI","Pearl & Hermes","Pearl & Hermes",2016,"Forereef","Deep",5
"407","NWHI","Pearl & Hermes","Pearl & Hermes",2016,"Forereef","Mid",8
"408","NWHI","Pearl & Hermes","Pearl & Hermes",2016,"Forereef","Shallow",7
"409","NWHI","Pearl & Hermes","Pearl & Hermes",2017,"Backreef","Shallow",1
"410","NWHI","Pearl & Hermes","Pearl & Hermes",2017,"Forereef","Mid",2
"411","NWHI","Pearl & Hermes","Pearl & Hermes",2017,"Forereef","Shallow",2
"412","NWHI","Pearl & Hermes","Pearl & Hermes",2017,"Lagoon","Shallow",2
"413","NWHI","Pearl & Hermes","Pearl & Hermes",2024,"Forereef","Deep",5
"414","PRIAs","Baker","Baker",2015,"Forereef","Deep",3
"415","PRIAs","Baker","Baker",2015,"Forereef","Mid",9
"416","PRIAs","Baker","Baker",2015,"Forereef","Shallow",4
"417","PRIAs","Baker","Baker",2017,"Forereef","Deep",2
"418","PRIAs","Baker","Baker",2017,"Forereef","Mid",3
"419","PRIAs","Baker","Baker",2017,"Forereef","Shallow",2
"420","PRIAs","Baker","Baker",2018,"Forereef","Deep",2
"421","PRIAs","Baker","Baker",2018,"Forereef","Mid",4
"422","PRIAs","Baker","Baker",2018,"Forereef","Shallow",4
"423","PRIAs","Howland","Howland",2015,"Forereef","Deep",5
"424","PRIAs","Howland","Howland",2015,"Forereef","Mid",6
"425","PRIAs","Howland","Howland",2015,"Forereef","Shallow",10
"426","PRIAs","Howland","Howland",2017,"Forereef","Deep",2
"427","PRIAs","Howland","Howland",2017,"Forereef","Mid",2
"428","PRIAs","Howland","Howland",2017,"Forereef","Shallow",2
"429","PRIAs","Howland","Howland",2018,"Forereef","Deep",3
"430","PRIAs","Howland","Howland",2018,"Forereef","Mid",4
"431","PRIAs","Howland","Howland",2018,"Forereef","Shallow",3
"432","PRIAs","Jarvis","Jarvis",2015,"Forereef","Deep",6
"433","PRIAs","Jarvis","Jarvis",2015,"Forereef","Mid",22
"434","PRIAs","Jarvis","Jarvis",2015,"Forereef","Shallow",14
"435","PRIAs","Jarvis","Jarvis",2016,"Forereef","Deep",4
"436","PRIAs","Jarvis","Jarvis",2016,"Forereef","Mid",17
"437","PRIAs","Jarvis","Jarvis",2016,"Forereef","Shallow",9
"438","PRIAs","Jarvis","Jarvis",2017,"Forereef","Deep",9
"439","PRIAs","Jarvis","Jarvis",2017,"Forereef","Mid",13
"440","PRIAs","Jarvis","Jarvis",2017,"Forereef","Shallow",11
"441","PRIAs","Jarvis","Jarvis",2018,"Forereef","Deep",5
"442","PRIAs","Jarvis","Jarvis",2018,"Forereef","Mid",13
"443","PRIAs","Jarvis","Jarvis",2018,"Forereef","Shallow",10
"444","PRIAs","Johnston","Johnston",2015,"Backreef","Mid",1
"445","PRIAs","Johnston","Johnston",2015,"Backreef","Shallow",1
"446","PRIAs","Johnston","Johnston",2015,"Forereef","Mid",2
"447","PRIAs","Johnston","Johnston",2015,"Lagoon","Mid",1
"448","PRIAs","Johnston","Johnston",2015,"Lagoon","Shallow",3
"449","PRIAs","Johnston","Johnston",2015,"Protected Slope","Deep",3
"450","PRIAs","Johnston","Johnston",2015,"Protected Slope","Mid",4
"451","PRIAs","Kingman","Kingman",2015,"Backreef","Deep",1
"452","PRIAs","Kingman","Kingman",2015,"Backreef","Mid",1
"453","PRIAs","Kingman","Kingman",2015,"Backreef","Shallow",3
"454","PRIAs","Kingman","Kingman",2015,"Forereef","Deep",2
"455","PRIAs","Kingman","Kingman",2015,"Forereef","Mid",5
"456","PRIAs","Kingman","Kingman",2015,"Forereef","Shallow",2
"457","PRIAs","Kingman","Kingman",2015,"Lagoon","Deep",2
"458","PRIAs","Kingman","Kingman",2015,"Protected Slope","Deep",3
"459","PRIAs","Kingman","Kingman",2015,"Protected Slope","Mid",6
"460","PRIAs","Kingman","Kingman",2018,"Backreef","Deep",1
"461","PRIAs","Kingman","Kingman",2018,"Backreef","Mid",1
"462","PRIAs","Kingman","Kingman",2018,"Forereef","Deep",3
"463","PRIAs","Kingman","Kingman",2018,"Forereef","Mid",6
"464","PRIAs","Kingman","Kingman",2018,"Forereef","Shallow",6
"465","PRIAs","Kingman","Kingman",2018,"Lagoon","Deep",3
"466","PRIAs","Kingman","Kingman",2018,"Lagoon","Mid",2
"467","PRIAs","Kingman","Kingman",2018,"Protected Slope","Deep",1
"468","PRIAs","Kingman","Kingman",2018,"Protected Slope","Mid",5
"469","PRIAs","Palmyra","Palmyra",2015,"Forereef","Deep",7
"470","PRIAs","Palmyra","Palmyra",2015,"Forereef","Mid",19
"471","PRIAs","Palmyra","Palmyra",2015,"Forereef","Shallow",13
"472","PRIAs","Palmyra","Palmyra",2018,"Forereef","Deep",7
"473","PRIAs","Palmyra","Palmyra",2018,"Forereef","Mid",17
"474","PRIAs","Palmyra","Palmyra",2018,"Forereef","Shallow",15
"475","PRIAs","Wake","Wake",2014,"Forereef","Deep",5
"476","PRIAs","Wake","Wake",2014,"Forereef","Mid",10
"477","PRIAs","Wake","Wake",2014,"Forereef","Shallow",7
"478","PRIAs","Wake","Wake",2014,NA,"Mid",1
"479","PRIAs","Wake","Wake",2017,"Forereef","Deep",7
"480","PRIAs","Wake","Wake",2017,"Forereef","Mid",11
"481","PRIAs","Wake","Wake",2017,"Forereef","Shallow",10
"482","SAMOA","Ofu & Olosega","Ofu & Olosega",2015,"Forereef","Deep",10
"483","SAMOA","Ofu & Olosega","Ofu & Olosega",2015,"Forereef","Mid",17
"484","SAMOA","Ofu & Olosega","Ofu & Olosega",2015,"Forereef","Shallow",8
"485","SAMOA","Ofu & Olosega","Ofu & Olosega",2018,"Forereef","Deep",7
"486","SAMOA","Ofu & Olosega","Ofu & Olosega",2018,"Forereef","Mid",9
"487","SAMOA","Ofu & Olosega","Ofu & Olosega",2018,"Forereef","Shallow",4
"488","SAMOA","Ofu & Olosega","Ofu & Olosega",2023,"Forereef","Deep",6
"489","SAMOA","Ofu & Olosega","Ofu & Olosega",2023,"Forereef","Mid",11
"490","SAMOA","Ofu & Olosega","Ofu & Olosega",2023,"Forereef","Shallow",7
"491","SAMOA","Rose","ROS_INNER",2015,"Backreef","Mid",2
"492","SAMOA","Rose","ROS_INNER",2015,"Backreef","Shallow",7
"493","SAMOA","Rose","ROS_INNER",2015,"Lagoon","Deep",4
"494","SAMOA","Rose","ROS_INNER",2015,"Lagoon","Mid",3
"495","SAMOA","Rose","ROS_INNER",2015,"Lagoon","Shallow",2
"496","SAMOA","Rose","ROS_SANCTUARY",2015,"Forereef","Deep",4
"497","SAMOA","Rose","ROS_SANCTUARY",2015,"Forereef","Mid",7
"498","SAMOA","Rose","ROS_SANCTUARY",2015,"Forereef","Shallow",4
"499","SAMOA","Rose","ROS_SANCTUARY",2016,"Forereef","Deep",3
"500","SAMOA","Rose","ROS_SANCTUARY",2016,"Forereef","Mid",8
"501","SAMOA","Rose","ROS_SANCTUARY",2016,"Forereef","Shallow",5
"502","SAMOA","Rose","ROS_SANCTUARY",2018,"Forereef","Deep",4
"503","SAMOA","Rose","ROS_SANCTUARY",2018,"Forereef","Mid",9
"504","SAMOA","Rose","ROS_SANCTUARY",2018,"Forereef","Shallow",3
"505","SAMOA","Rose","ROS_SANCTUARY",2023,"Forereef","Deep",4
"506","SAMOA","Rose","ROS_SANCTUARY",2023,"Forereef","Mid",8
"507","SAMOA","Rose","ROS_SANCTUARY",2023,"Forereef","Shallow",4
"508","SAMOA","Swains","SWA_OPEN",2015,"Forereef","Mid",2
"509","SAMOA","Swains","SWA_OPEN",2015,"Forereef","Shallow",1
"510","SAMOA","Swains","SWA_OPEN",2018,"Forereef","Deep",1
"511","SAMOA","Swains","SWA_OPEN",2018,"Forereef","Shallow",2
"512","SAMOA","Swains","SWA_OPEN",2023,"Forereef","Deep",1
"513","SAMOA","Swains","SWA_OPEN",2023,"Forereef","Mid",2
"514","SAMOA","Swains","SWA_OPEN",2023,"Forereef","Shallow",2
"515","SAMOA","Swains","SWA_SANCTUARY",2015,"Forereef","Deep",4
"516","SAMOA","Swains","SWA_SANCTUARY",2015,"Forereef","Mid",9
"517","SAMOA","Swains","SWA_SANCTUARY",2015,"Forereef","Shallow",8
"518","SAMOA","Swains","SWA_SANCTUARY",2015,NA,NA,1
"519","SAMOA","Swains","SWA_SANCTUARY",2018,"Forereef","Deep",1
"520","SAMOA","Swains","SWA_SANCTUARY",2018,"Forereef","Mid",3
"521","SAMOA","Swains","SWA_SANCTUARY",2018,"Forereef","Shallow",3
"522","SAMOA","Swains","SWA_SANCTUARY",2023,"Forereef","Deep",2
"523","SAMOA","Swains","SWA_SANCTUARY",2023,"Forereef","Mid",8
"524","SAMOA","Swains","SWA_SANCTUARY",2023,"Forereef","Shallow",9
"525","SAMOA","Tau","TAU_OPEN",2015,"Forereef","Deep",3
"526","SAMOA","Tau","TAU_OPEN",2015,"Forereef","Mid",11
"527","SAMOA","Tau","TAU_OPEN",2015,"Forereef","Shallow",5
"528","SAMOA","Tau","TAU_OPEN",2018,"Forereef","Deep",4
"529","SAMOA","Tau","TAU_OPEN",2018,"Forereef","Mid",6
"530","SAMOA","Tau","TAU_OPEN",2018,"Forereef","Shallow",1
"531","SAMOA","Tau","TAU_OPEN",2023,"Forereef","Deep",3
"532","SAMOA","Tau","TAU_OPEN",2023,"Forereef","Mid",6
"533","SAMOA","Tau","TAU_OPEN",2023,"Forereef","Shallow",2
"534","SAMOA","Tau","TAU_SANCTUARY",2015,"Forereef","Deep",2
"535","SAMOA","Tau","TAU_SANCTUARY",2015,"Forereef","Mid",2
"536","SAMOA","Tau","TAU_SANCTUARY",2015,"Forereef","Shallow",2
"537","SAMOA","Tau","TAU_SANCTUARY",2018,"Forereef","Deep",1
"538","SAMOA","Tau","TAU_SANCTUARY",2018,"Forereef","Mid",2
"539","SAMOA","Tau","TAU_SANCTUARY",2018,"Forereef","Shallow",2
"540","SAMOA","Tau","TAU_SANCTUARY",2023,"Forereef","Deep",2
"541","SAMOA","Tau","TAU_SANCTUARY",2023,"Forereef","Mid",3
"542","SAMOA","Tau","TAU_SANCTUARY",2023,"Forereef","Shallow",1
"543","SAMOA","Tutuila","NORTH_FAGAALU",2020,"Backreef","Shallow",6
"544","SAMOA","Tutuila","NORTH_FAGAALU",2020,"Forereef","Mid",4
"545","SAMOA","Tutuila","NORTH_FAGAALU",2020,"Forereef","Shallow",4
"546","SAMOA","Tutuila","NORTH_VATIA",2020,"Forereef","Mid",7
"547","SAMOA","Tutuila","NORTH_VATIA",2020,"Forereef","Shallow",5
"548","SAMOA","Tutuila","SOUTH_FAGAALU",2020,"Backreef","Shallow",10
"549","SAMOA","Tutuila","SOUTH_FAGAALU",2020,"Forereef","Mid",6
"550","SAMOA","Tutuila","SOUTH_FAGAALU",2020,"Forereef","Shallow",6
"551","SAMOA","Tutuila","SOUTH_VATIA",2020,"Forereef","Mid",6
"552","SAMOA","Tutuila","SOUTH_VATIA",2020,"Forereef","Shallow",6
"553","SAMOA","Tutuila","TUT_AUNUU_A",2015,"Forereef","Deep",2
"554","SAMOA","Tutuila","TUT_AUNUU_A",2015,"Forereef","Mid",2
"555","SAMOA","Tutuila","TUT_AUNUU_A",2015,"Forereef","Shallow",2
"556","SAMOA","Tutuila","TUT_AUNUU_A",2018,"Forereef","Deep",2
"557","SAMOA","Tutuila","TUT_AUNUU_A",2018,"Forereef","Mid",2
"558","SAMOA","Tutuila","TUT_AUNUU_A",2023,"Forereef","Deep",1
"559","SAMOA","Tutuila","TUT_AUNUU_A",2023,"Forereef","Mid",3
"560","SAMOA","Tutuila","TUT_AUNUU_B",2015,"Forereef","Deep",5
"561","SAMOA","Tutuila","TUT_AUNUU_B",2015,"Forereef","Mid",4
"562","SAMOA","Tutuila","TUT_AUNUU_B",2015,"Forereef","Shallow",2
"563","SAMOA","Tutuila","TUT_AUNUU_B",2023,"Forereef","Deep",1
"564","SAMOA","Tutuila","TUT_AUNUU_B",2023,"Forereef","Mid",3
"565","SAMOA","Tutuila","TUT_FAGALUA",2015,"Forereef","Deep",2
"566","SAMOA","Tutuila","TUT_FAGALUA",2015,"Forereef","Mid",2
"567","SAMOA","Tutuila","TUT_FAGALUA",2015,"Forereef","Shallow",2
"568","SAMOA","Tutuila","TUT_FAGALUA",2018,"Forereef","Deep",2
"569","SAMOA","Tutuila","TUT_FAGALUA",2018,"Forereef","Mid",2
"570","SAMOA","Tutuila","TUT_FAGALUA",2023,"Forereef","Deep",1
"571","SAMOA","Tutuila","TUT_FAGALUA",2023,"Forereef","Mid",1
"572","SAMOA","Tutuila","TUT_FAGALUA",2023,"Forereef","Shallow",2
"573","SAMOA","Tutuila","TUT_FAGATELE",2015,"Forereef","Deep",4
"574","SAMOA","Tutuila","TUT_FAGATELE",2015,"Forereef","Mid",4
"575","SAMOA","Tutuila","TUT_FAGATELE",2015,"Forereef","Shallow",5
"576","SAMOA","Tutuila","TUT_FAGATELE",2018,"Forereef","Mid",2
"577","SAMOA","Tutuila","TUT_FAGATELE",2018,"Forereef","Shallow",2
"578","SAMOA","Tutuila","TUT_FAGATELE",2023,"Forereef","Deep",1
"579","SAMOA","Tutuila","TUT_FAGATELE",2023,"Forereef","Mid",3
"580","SAMOA","Tutuila","TUT_FAGATELE",2023,"Forereef","Shallow",1
"581","SAMOA","Tutuila","TUT_NE_OPEN",2015,"Forereef","Deep",5
"582","SAMOA","Tutuila","TUT_NE_OPEN",2015,"Forereef","Mid",8
"583","SAMOA","Tutuila","TUT_NE_OPEN",2015,"Forereef","Shallow",5
"584","SAMOA","Tutuila","TUT_NE_OPEN",2018,"Forereef","Deep",3
"585","SAMOA","Tutuila","TUT_NE_OPEN",2018,"Forereef","Mid",6
"586","SAMOA","Tutuila","TUT_NE_OPEN",2018,"Forereef","Shallow",1
"587","SAMOA","Tutuila","TUT_NE_OPEN",2023,"Forereef","Deep",2
"588","SAMOA","Tutuila","TUT_NE_OPEN",2023,"Forereef","Mid",12
"589","SAMOA","Tutuila","TUT_NE_OPEN",2023,"Forereef","Shallow",4
"590","SAMOA","Tutuila","TUT_NW_OPEN",2015,"Forereef","Deep",3
"591","SAMOA","Tutuila","TUT_NW_OPEN",2015,"Forereef","Mid",3
"592","SAMOA","Tutuila","TUT_NW_OPEN",2015,"Forereef","Shallow",2
"593","SAMOA","Tutuila","TUT_NW_OPEN",2018,"Forereef","Deep",6
"594","SAMOA","Tutuila","TUT_NW_OPEN",2018,"Forereef","Mid",3
"595","SAMOA","Tutuila","TUT_NW_OPEN",2018,"Forereef","Shallow",4
"596","SAMOA","Tutuila","TUT_NW_OPEN",2023,"Forereef","Deep",4
"597","SAMOA","Tutuila","TUT_NW_OPEN",2023,"Forereef","Shallow",2
"598","SAMOA","Tutuila","TUT_SE_OPEN",2015,"Forereef","Deep",6
"599","SAMOA","Tutuila","TUT_SE_OPEN",2015,"Forereef","Mid",12
"600","SAMOA","Tutuila","TUT_SE_OPEN",2015,"Forereef","Shallow",5
"601","SAMOA","Tutuila","TUT_SE_OPEN",2018,"Forereef","Mid",1
"602","SAMOA","Tutuila","TUT_SE_OPEN",2023,"Forereef","Deep",4
"603","SAMOA","Tutuila","TUT_SE_OPEN",2023,"Forereef","Mid",17
"604","SAMOA","Tutuila","TUT_SE_OPEN",2023,"Forereef","Shallow",2
"605","SAMOA","Tutuila","TUT_SW_OPEN",2015,"Forereef","Deep",2
"606","SAMOA","Tutuila","TUT_SW_OPEN",2015,"Forereef","Mid",2
"607","SAMOA","Tutuila","TUT_SW_OPEN",2015,"Forereef","Shallow",3
"608","SAMOA","Tutuila","TUT_SW_OPEN",2018,"Forereef","Deep",1
"609","SAMOA","Tutuila","TUT_SW_OPEN",2018,"Forereef","Mid",2
"610","SAMOA","Tutuila","TUT_SW_OPEN",2018,"Forereef","Shallow",2
"611","SAMOA","Tutuila","TUT_SW_OPEN",2023,"Forereef","Deep",2
"612","SAMOA","Tutuila","TUT_SW_OPEN",2023,"Forereef","Mid",3
"613","SAMOA","Tutuila","TUT_SW_OPEN",2023,"Forereef","Shallow",3
