"METHOD","SITE","SITEVISITID","TRANSECTAREA_ad","GENUS_CODE","AdColCount","AdColDen","TRANSECTAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","Predation","AcuteDZ","ChronicDZ","BLE","AcuteDZ_prev","BLE_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","DB_RZ","STRATANAME","ANALYSIS_SCHEMA","DOMAIN_SCHEMA","ANALYSIS_YEAR"
"SfM","SWA-00989",51160,7.5,"PSSP",11,1.46666666666667,3,1,0.333333333333333,15.4537233033534,46.7272727272727,0.0909090909090909,0.133333333333333,0,0,0,0,0,0,1,1,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"SASP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"SCAS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"STSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"STYS",1,0.133333333333333,3,0,0,14.0319528426329,60,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"TURS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00989",51160,7.5,"SSSS",163,21.7333333333333,3,31,10.3333333333333,15.4251388149275,11.1840490797546,0.098159509202454,0.933333333333333,0,0.133333333333333,0.133333333333333,0,0.613496932515337,0.613496932515337,1,1,2023,"SAMOA","Swains","SWA_SANCTUARY","Forereef","Deep",-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,"Swains","SWA_SANCTUARY","Swains","NOT","NOT","NOT","SWA_SANCTUARY","SWA","SWA",NA,"MPA",37,"SWA_MPA","NOT","SWA_SANCTUARY","","Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY_Deep_Forereef","SWA_SANCTUARY",2023
"SfM","SWA-00995",51140,7.5,"ACAS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"ACSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"ALSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"ASSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"ASTS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"COSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"ECHP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"FASP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"FAVS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"FUSP",3,0.4,3,0,0,5.72695263542443,0,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"GASP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"GONS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"GOSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"HERS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"HESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"HYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"ISSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"LEPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"LEPT",0,0,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"LESP",4,0.533333333333333,3,5,1.66666666666667,9.70032769017385,20,0,0,0,0,0,0,0,0,1,1,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"LOBS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"MESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"MISP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"MOSP",46,6.13333333333333,3,3,1,11.242192753204,11,2.19565217391304,1.33333333333333,0,0,0,0,0,0,1,1,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"MYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"OUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"OXSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"PAVS",13,1.73333333333333,3,0,0,22.1885318165403,13.5384615384615,0.230769230769231,0.266666666666667,0,0,0,0,0,0,1,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"PHSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"PLSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"POCS",4,0.533333333333333,3,0,0,8.47835218501425,1.75,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"POSP",1,0.133333333333333,3,0,0,12.0498381548506,3,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"PSSP",6,0.8,3,3,1,12.2837817129945,11.6666666666667,1,0.133333333333333,0,0,0,0,0,0,1,1,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"SASP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"SCAS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"STSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"STYS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"TURS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"SfM","SWA-00995",51140,7.5,"SSSS",77,10.2666666666667,3,12,4,12.7433751441851,10.9350649350649,1.42857142857143,1.73333333333333,0,0,0,0,0,0,1,1,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
