"METHOD","SITEVISITID","SITE","Adult_Shannon","Adult_Simpson","Adult_Hills","Adult_Richness","Juv_Shannon","Juv_Simpson","Juv_Hills","Juv_Richness","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","NA","GENSPratio_Adult","logGENSPratio_Adult","GENSPratio_Juv","logGENSPratio_Juv"
"DIVER",38767,"MAU-01213",2.52124762245966,0.880169110846875,12.4441125368805,19,2.26352987314321,0.884297520661157,9.6169760288194,11,"2022","MARIAN","Maug","Maug","Forereef","Shallow","ROB",20.029041,145.232302,3.962206644,4.571776897,35.44106339,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",142,"MAU_MTMM","NOT","Maug","",0,0.933333333333333,-0.0689928714869514,1.75,0.559615787935423
"DIVER",38781,"MAU-01233",2.43228896937112,0.871303623490212,11.3849119926441,17,1.00271826451752,0.518518518518519,2.72568088924821,4,"2022","MARIAN","Maug","Maug","Forereef","Mid","APS",20.0108,145.212686,14.32490094,14.9344712,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",0,0.256410256410256,-1.3609765531356,8,2.07944154167984
"DIVER",38782,"MAU-01245",2.76666382588577,0.916162335350659,15.905481939691,25,1.67698777432242,0.790123456790123,5.34941802342378,6,"2022","MARIAN","Maug","Maug","Forereef","Mid","ROB",20.014516,145.20871,6.705272783,9.143553795,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",0,0.582089552238806,-0.54113097326132,8,2.07944154167984
"DIVER",38783,"MAU-01215",1.67457995443831,0.731921110299489,5.33655308278401,9,0.974314752869349,0.59375,2.6493511285621,3,"2022","MARIAN","Maug","Maug","Forereef","Shallow","ROB",20.015957,145.207474,3.352636391,3.962206644,35.44106339,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",142,"MAU_MTMM","NOT","Maug","",0,0.275862068965517,-1.28785428830664,NA,NA
"DIVER",38785,"MAU-01226",2.69842580444264,0.907160710144554,14.8563265442958,26,2.13967427824914,0.857421875,8.4966696280038,11,"2022","MARIAN","Maug","Maug","Forereef","Mid","AGR",20.037076,145.219743,16.1536117,17.37275221,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",1,0.333333333333333,-1.09861228866811,9.66666666666667,2.26868354131836
"DIVER",38787,"MAU-01207",1.97259381744737,0.808227514300783,7.1893000567584,17,1.63000055916165,0.775086505190311,5.10387757242855,6,"2022","MARIAN","Maug","Maug","Forereef","Shallow","ROB",20.024278,145.210172,2.438281012,3.352636391,35.44106339,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",142,"MAU_MTMM","NOT","Maug","",0,2.56818181818182,0.943198184794079,7.5,2.01490302054226
"DIVER",38800,"MAU-01263",2.69772537680212,0.903296,14.8459244059455,25,2.11159047934951,0.870748299319728,8.26137038006957,9,"2022","MARIAN","Maug","Maug","Forereef","Deep","AGR",20.028995,145.207629,18.59189272,20.42060347,87.73461767,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",351,"MAU_MTMM","NOT","Maug","",1,0.333333333333333,-1.09861228866811,6,1.79175946922805
"DIVER",38802,"MAU-01242",2.6169763314879,0.91188851792713,13.6942540368613,18,1.87512185601982,0.820987654320988,6.52161376980948,8,"2022","MARIAN","Maug","Maug","Forereef","Mid","AGR",20.02085,145.207623,7.314843036,7.924413289,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",0,0.627450980392157,-0.466089729924599,17,2.83321334405622
"DIVER",38805,"MAU-01248",2.79560395751167,0.916087962962963,16.3725140705587,28,1.88744898177751,0.737997256515775,6.60250407102588,12,"2022","MARIAN","Maug","Maug","Forereef","Mid","ROB",20.011861,145.219944,12.80097531,15.23925632,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",1,0.521276595744681,-0.651474484159377,4.4,1.48160454092422
"DIVER",38806,"MAU-01247",2.38217044331375,0.865972222222222,10.8283797615295,18,1.94342605458336,0.846666666666667,6.98263291836273,8,"2022","MARIAN","Maug","Maug","Forereef","Mid","AGR",20.01815,145.21206,12.80097531,13.41054557,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",0,0.690140845070423,-0.370859578930689,5,1.6094379124341
"DIVER",38820,"ASC-00632",2.24133849803542,0.853316326530612,9.40591266111062,14,1.71106594540967,0.767361111111111,5.53485819096026,8,"2022","MARIAN","Asuncion","Asuncion","Forereef","Deep","ROB",19.698668,145.418563,18.59189272,20.11581835,64.03633046,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",256,"ASC_MTMM","NOT","Asuncion","",6,0.470588235294118,-0.75377180237638,3,1.09861228866811
"DIVER",38822,"ASC-00601",2.76893118904152,0.916570549788543,15.941586358863,25,1.14905969697062,0.617283950617284,3.15522464708129,4,"2022","MARIAN","Asuncion","Asuncion","Forereef","Mid","SAG",19.677024,145.410765,10.05790917,13.10576044,130.7967187,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",523,"ASC_MTMM","NOT","Asuncion","",0,0.569230769230769,-0.563469357251413,8,2.07944154167984
"DIVER",38823,"ASC-00594",2.39971956938349,0.885464389837568,11.0200855778914,15,0,0,1,1,"2022","MARIAN","Asuncion","Asuncion","Forereef","Shallow","ROB",19.680538,145.393456,3.047851265,4.876562024,53.77229254,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",215,"ASC_MTMM","NOT","Asuncion","",0,1.72222222222222,0.543615446588982,NA,NA
"DIVER",38824,"ASC-00637",2.57219415269558,0.89994459833795,13.0945243293062,19,2.12394044242922,0.8437166251335,8.36403061951279,12,"2022","MARIAN","Asuncion","Asuncion","Forereef","Deep","ROB",19.680868,145.41562,23.16366961,24.99238037,64.03633046,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",256,"ASC_MTMM","NOT","Asuncion","",0,0.9,-0.105360515657826,NA,NA
"DIVER",38825,"ASC-00614",2.64510620152729,0.88897146254459,14.0849408459265,23,1.00271826451752,0.518518518518519,2.72568088924821,4,"2022","MARIAN","Asuncion","Asuncion","Forereef","Mid","ROB",19.704035,145.413804,12.49619019,13.41054557,130.7967187,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",523,"ASC_MTMM","NOT","Asuncion","",0,1.76190476190476,0.566395474920801,NA,NA
"DIVER",38828,"ASC-00585",1.84386143796137,0.802768166089965,6.32089895628011,8,0,0,1,1,"2022","MARIAN","Asuncion","Asuncion","Forereef","Shallow","ROB",19.694044,145.38995,2.133495885,4.266991771,53.77229254,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",215,"ASC_MTMM","NOT","Asuncion","",0,3.25,1.17865499634165,NA,NA
"DIVER",38840,"ASC-00626",2.96253893613345,0.928719008264463,19.3470303252293,29,0.693147180559945,0.5,2,2,"2022","MARIAN","Asuncion","Asuncion","Forereef","Deep","AGR",19.683353,145.38745,18.59189272,19.5062481,64.03633046,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",256,"ASC_MTMM","NOT","Asuncion","",1,0.318181818181818,-1.145132304303,1,0
"DIVER",38841,"ASC-00611",2.34798747491075,0.860677534975142,10.4644884729709,17,2.22604522615507,0.871191135734072,9.26315984262504,12,"2022","MARIAN","Asuncion","Asuncion","Forereef","Mid","PAV",19.674966,145.400707,10.05790917,10.66747943,130.7967187,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",523,"ASC_MTMM","NOT","Asuncion","",0,0.823529411764706,-0.194156014440958,37,3.61091791264422
"DIVER",38843,"ASC-00590",2.14206233060126,0.854875283446712,8.51698436656959,11,0,0,1,1,"2022","MARIAN","Asuncion","Asuncion","Forereef","Shallow","AGR",19.683009,145.389745,3.657421518,3.962206644,53.77229254,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",215,"ASC_MTMM","NOT","Asuncion","",0,0.826086956521739,-0.191055236762709,NA,NA
"DIVER",38844,"ASC-00627",2.95468978009109,0.924284395198523,19.1957668870169,31,2.07584517859195,0.843100189035917,7.97128076864284,10,"2022","MARIAN","Asuncion","Asuncion","Forereef","Deep","AGR",19.699728,145.390976,19.5062481,22.85888449,64.03633046,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",256,"ASC_MTMM","NOT","Asuncion","",3,0.337349397590361,-1.08663609762139,1.55555555555556,0.441832752279039
"DIVER",38845,"ASC-00613",2.65933938541396,0.904513888888889,14.2868478804193,21,0,0,1,1,"2022","MARIAN","Asuncion","Asuncion","Forereef","Mid","AGR",19.707896,145.399214,16.1536117,17.37275221,130.7967187,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",523,"ASC_MTMM","NOT","Asuncion","",0,0.391304347826087,-0.93826963859293,NA,NA
"DIVER",38846,"ASC-00623",2.60109536547252,0.8939208984375,13.4784938287944,24,1.80650716526167,0.817777777777778,6.08914187922086,7,"2022","MARIAN","Asuncion","Asuncion","Forereef","Mid","ROB",19.708138,145.403998,11.27704968,11.58183481,130.7967187,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",523,"ASC_MTMM","NOT","Asuncion","",1,0.511904761904762,-0.669616683149751,6.5,1.87180217690159
"DIVER",38847,"ASC-00612",2.817965392482,0.910837950138504,16.7427510670537,30,1.6094379124341,0.8,5,5,"2022","MARIAN","Asuncion","Asuncion","Forereef","Shallow","AGR",19.693992,145.389297,11.58183481,13.71533069,53.77229254,"MTMNM","Asuncion","Asuncion","NOT","NOT","NOT","NOT","ASC","ASC","NOT","MTMM",215,"ASC_MTMM","NOT","Asuncion","",1,0.935897435897436,-0.0662493855412006,0.666666666666667,-0.405465108108164
"DIVER",38860,"PAG-01305",2.5519411430668,0.884938271604938,12.8319883478132,23,2.3148150976723,0.891111111111111,10.123050969997,11,"2022","MARIAN","Pagan","Pagan","Forereef","Deep","AGR",18.065028,145.745486,18.89667784,20.7253886,571.3645349,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",2285,"PAG_OPEN","NOT","Pagan","",0,1.8125,0.594707107746693,6.5,1.87180217690159
"DIVER",38861,"PAG-01295",2.55158654135392,0.891001458679141,12.8274389094324,25,1.58023634047611,0.72,4.85610336940723,7,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","AGR",18.046889,145.726766,15.23925632,16.76318196,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,1.07352941176471,0.0709517359722844,14,2.63905732961526
"DIVER",38862,"PAG-01251",2.45329071937084,0.854,11.6265435292708,23,1.64622455382987,0.7109375,5.18735821860404,8,"2022","MARIAN","Pagan","Pagan","Forereef","Shallow","ROB",18.085918,145.73531,4.571776897,5.486132277,449.0588004,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1796,"PAG_OPEN","NOT","Pagan","",0,1.7027027027027,0.532216813747308,7,1.94591014905531
"DIVER",38863,"PAG-01254",1.74977898918417,0.796875,5.75333098710718,7,1.21488965394912,0.666666666666667,3.36992218619932,4,"2022","MARIAN","Pagan","Pagan","Forereef","Shallow","ROB",18.132332,145.759921,3.047851265,4.571776897,449.0588004,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1796,"PAG_OPEN","NOT","Pagan","",0,1.28571428571429,0.251314428280906,NA,NA
"DIVER",38864,"PAG-01324",2.62227369146614,0.902812388750445,13.7669899140976,19,2.04772825577312,0.821799307958477,7.75027445102037,11,"2022","MARIAN","Pagan","Pagan","Forereef","Deep","ROB",18.150932,145.754822,20.42060347,21.63974398,571.3645349,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",2285,"PAG_OPEN","NOT","Pagan","",0,0.606060606060606,-0.500775287912489,16,2.77258872223978
"DIVER",38881,"SAI-01857",2.25302907974496,0.7678,9.5165185153134,24,1.87052567166026,0.767485822306238,6.49170800944198,10,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","AGR",15.203029,145.697777,17.37275221,17.98232246,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",0,0.449275362318841,-0.800119300112113,4.75,1.55814461804655
"DIVER",38882,"SAI-01854",2.27049432312335,0.828758455842147,9.68418674851699,25,2.13134536465181,0.77625,8.42619549469418,19,"2022","MARIAN","Saipan","Saipan","Forereef","Shallow","AGR",15.241284,145.699827,14.9344712,15.54404145,420.8277658,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",1683,"SAI_OPEN","NOT","Saipan","",0,0.591194968553459,-0.525609419950228,15,2.70805020110221
"DIVER",38885,"SAI-01859",2.8318336577368,0.919140625,16.9765615051732,27,2.24312016022106,0.855662246608749,9.42268575757929,16,"2022","MARIAN","Saipan","Saipan","Forereef","Deep","AGR",15.142486,145.675647,18.59189272,19.5062481,1985.586578,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",7942,"SAI_OPEN","NOT","Saipan","",0,0.6,-0.510825623765991,1.7,0.53062825106217
"DIVER",38886,"SAI-01852",2.49423816810665,0.861535109816043,12.1125023121525,31,2.30908489659424,0.857438016528926,10.0652097316476,16,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","AGR",15.163473,145.693446,10.66747943,11.58183481,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",1,0.398963730569948,-0.918884767051202,21,3.04452243772342
"DIVER",38901,"TIN-00868",3.04134207142498,0.93319288837818,20.9333183998951,36,2.12886735829099,0.806330695543524,8.40534117789704,15,"2022","MARIAN","Tinian","Tinian","Forereef","Mid","AGR",15.07149,145.611553,14.9344712,17.06796708,534.0549959,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2136,"TIN_OPEN","NOT","Tinian","",0,0.824742268041237,-0.192684343829501,48,3.87120101090789
"DIVER",38902,"TIN-00848",3.03200526256529,0.929964866863905,20.7387776155277,38,2.13244619290062,0.845714285714286,8.43547639612673,12,"2022","MARIAN","Tinian","Tinian","Forereef","Mid","SAG",15.08859,145.631118,9.143553795,12.19140506,534.0549959,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2136,"TIN_OPEN","NOT","Tinian","",0,0.704918032786885,-0.349673748479749,34,3.52636052461616
"DIVER",38904,"TIN-00884",2.07078521939299,0.81575624947395,7.9310482863893,16,2.12985314256229,0.838518518518519,8.41363111639927,13,"2022","MARIAN","Tinian","Tinian","Forereef","Deep","AGR",14.970555,145.60753,23.46845474,24.68759525,557.103082,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2228,"TIN_OPEN","NOT","Tinian","",0,0.493150684931507,-0.706940502692281,2,0.693147180559945
"DIVER",38906,"TIN-00830",2.27529845833086,0.842978395061728,9.730822824343,17,1.82007597536062,0.819444444444444,6.17232737686821,7,"2022","MARIAN","Tinian","Tinian","Forereef","Shallow","PAV",14.94205,145.628084,5.18134715,5.790917403,323.0482252,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",1292,"TIN_OPEN","NOT","Tinian","",0,1.11764705882353,0.111225635110224,NA,NA
"DIVER",38920,"ROT-00889",1.242453324894,0.666666666666667,3.46410161513775,4,1.38629436111989,0.6875,4,5,"2022","MARIAN","Rota","Rota","Forereef","Deep","PAV",14.201946,145.257866,19.20146297,21.03017373,187.5332091,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",750,"ROT_OPEN","NOT","Rota","",0,5,1.6094379124341,7,1.94591014905531
"DIVER",38921,"ROT-00879",1.09861228866811,0.666666666666667,3,3,1.45000649991816,0.6484375,4.26314222515435,7,"2022","MARIAN","Rota","Rota","Forereef","Mid","PAV",14.200078,145.234837,13.41054557,15.23925632,254.5438529,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",1018,"ROT_OPEN","NOT","Rota","",0,2,0.693147180559945,NA,NA
"DIVER",38925,"ROT-00845",2.61084963997098,0.871041844961939,13.6106100588889,28,2.04134218035138,0.827168367346939,7.70093831365272,12,"2022","MARIAN","Rota","Rota","Forereef","Mid","AGR",14.151463,145.142447,14.02011582,14.9344712,254.5438529,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",1018,"ROT_OPEN","NOT","Rota","",0,1.36507936507937,0.311212569861975,27,3.29583686600433
"DIVER",38927,"ROT-00830",2.83244939375553,0.930974679153659,16.9870178043958,22,1.97306825417365,0.833792470156106,7.19271173399006,10,"2022","MARIAN","Rota","Rota","Forereef","Shallow","SAG",14.170434,145.174017,5.18134715,6.400487656,889.2950898,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",3557,"ROT_OPEN","NOT","Rota","",0,1.44736842105263,0.369747025506085,NA,NA
"DIVER",38940,"ROT-00874",2.59268114931931,0.902354570637119,13.3655586650463,19,1.89964024639747,0.798611111111111,6.68348960026877,10,"2022","MARIAN","Rota","Rota","Forereef","Deep","SAG",14.113576,145.183134,18.89667784,20.42060347,187.5332091,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",750,"ROT_OPEN","NOT","Rota","",0,0.853658536585366,-0.158224005214894,23,3.13549421592915
"DIVER",38941,"ROT-00872",2.60240107534398,0.90433783395576,13.4961043258371,19,2.00008522149066,0.839506172839506,7.389685832139,9,"2022","MARIAN","Rota","Rota","Forereef","Mid","AGR",14.123432,145.166732,10.3626943,11.88661993,254.5438529,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",1018,"ROT_OPEN","NOT","Rota","",0,0.966666666666667,-0.0339015516756813,17,2.83321334405622
"DIVER",38942,"ROT-00866",2.65184859783795,0.9067405355494,14.1802279699202,19,2.20515510119946,0.880886426592798,9.07165848385834,10,"2022","MARIAN","Rota","Rota","Forereef","Shallow","AGR",14.134106,145.155615,4.266991771,5.790917403,889.2950898,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",3557,"ROT_OPEN","NOT","Rota","",0,0.676470588235294,-0.390866308687012,18,2.89037175789616
"DIVER",38944,"ROT-00848",2.14902209299916,0.854938271604938,8.57646730757138,11,1.01140426470735,0.611111111111111,2.74945927399721,3,"2022","MARIAN","Rota","Rota","Forereef","Mid","SAG",14.168004,145.286077,10.3626943,12.49619019,254.5438529,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",1018,"ROT_OPEN","NOT","Rota","",0,1.11764705882353,0.111225635110224,5,1.6094379124341
"DIVER",38947,"ROT-00867",2.41949010806497,0.896694214876033,11.2401266035706,14,0.949593667716738,0.444444444444445,2.58465921543521,5,"2022","MARIAN","Rota","Rota","Forereef","Shallow","PAV",14.114066,145.203089,4.876562024,5.790917403,889.2950898,"Rota","Rota","Rota","NOT","NOT","NOT","NOT","ROT","ROT","NOT","OPEN",3557,"ROT_OPEN","NOT","Rota","",0,1.2,0.182321556793955,14,2.63905732961526
"DIVER",38960,"GUA-02777",2.2744747270983,0.869806094182826,9.72281054210064,12,1.99592178471599,0.842105263157895,7.35898330076661,9,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","AGR",13.33511,144.634585,21.33495885,21.94452911,438.75,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",1755,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.727272727272727,-0.318453731118535,8.5,2.14006616349627
"DIVER",38961,"GUA-02730",2.14082439147652,0.788655664156385,8.50644738181591,18,1.33217904021012,0.72,3.789291416276,4,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","AGR",13.315347,144.646926,14.9344712,16.1536117,1035,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",4140,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.436363636363636,-0.829279354884525,NA,NA
"DIVER",38964,"GUA-02781",2.65411196152072,0.896609883622871,14.2123593316824,22,2.50692571483687,0.91015625,12.2671592854072,14,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","AGR",13.24215,144.639531,19.81103322,20.7253886,438.75,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",1755,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.878048780487805,-0.130053128248198,3,1.09861228866811
"DIVER",38965,"GUA-02737",2.11361301450326,0.833182435491172,8.27809620065986,14,2.18703290677101,0.876543209876543,8.90874079670535,10,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","AGR",13.255525,144.649654,14.02011582,14.62968607,1035,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",4140,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.678571428571429,-0.387765531008763,2,0.693147180559945
"DIVER",38966,"GUA-02662",2.98667502437146,0.937689906347555,19.8196728829074,29,1.66094743328692,0.791666666666667,5.26429605180997,6,"2022","MARIAN","Guam","GUA_ACHANG","Forereef","Shallow","AGR",13.241626,144.695292,3.047851265,4.571776897,33.25,"GUAM_MP","GUA_MP","Guam","GUA_MP","GUA_ACHANG","NOT","NOT","GUA_EAST_MPA","GUA_EAST","NOT","ACHG",133,"GUA_EAST_ACHG","NOT","GUA_ACHANG","",0,0.91358024691358,-0.0903840614682691,5,1.6094379124341
"SfM",38540,"GUA-02717",2.26445455561968,0.82285864655059,9.62587279073584,22,1.9799887560365,0.821995464852608,7.24266154848107,11,"2022","MARIAN","Guam","GUA_PITI_BOMB","Forereef","Mid","PAV",13.468966,144.684697,8.229198415,11.58183481,40.25,"GUAM_MP","GUA_MP","Guam","GUA_MP","GUA_MP_MINUS_ACHANG","NOT","NOT","GUA_WEST_MPA","GUA_WEST","NOT","PITI",161,"GUA_WEST_PITI","NOT","GUA_PITI_BOMB","",0,0.348214285714286,-1.05493722516545,13,2.56494935746154
"SfM",38542,"GUA-02672",1.72293195134267,0.684461805555556,5.60092605673009,15,1.56815010329157,0.716553287981859,4.79776461049204,7,"2022","MARIAN","Guam","GUA_PITI_BOMB","Forereef","Mid","PAV",13.479462,144.706698,4.571776897,5.18134715,40.25,"GUAM_MP","GUA_MP","Guam","GUA_MP","GUA_MP_MINUS_ACHANG","NOT","NOT","GUA_WEST_MPA","GUA_WEST","NOT","PITI",161,"GUA_WEST_PITI","NOT","GUA_PITI_BOMB","",0,0.185185185185185,-1.68639895357023,NA,NA
"SfM",38560,"GUA-02745",1.79391151604578,0.774538964901844,6.01292618479501,9,1.70209325350798,0.786848072562358,5.48541775230535,7,"2022","MARIAN","Guam","GUA_PATI_POINT","Forereef","Deep","AGR",13.614547,144.907654,24.07802499,24.99238037,155.25,"GUAM_MP","GUA_MP","Guam","GUA_MP","GUA_MP_MINUS_ACHANG","NOT","NOT","GUA_EAST_MPA","GUA_EAST","NOT","PATI",621,"GUA_EAST_PATI","NOT","GUA_PATI_POINT","",0,0.28125,-1.26851132546351,NA,NA
"SfM",38561,"GUA-02681",2.07711630843251,0.797877767574737,7.98141974410726,17,2.06249339352793,0.841666666666667,7.86555731018857,11,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","AGR",13.652454,144.874849,9.143553795,11.88661993,1027.25,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",4109,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,0.375,-0.980829253011726,NA,NA
"SfM",38562,"GUA-02740",2.87678005878819,0.932362122788762,17.7570045175855,24,1.86773584424509,0.761245674740484,6.47362250391571,11,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","AGR",13.654324,144.854606,4.571776897,6.705272783,756.5,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",3026,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.631578947368421,-0.45953232937844,7.5,2.01490302054226
"SfM",38563,"GUA-02744",1.85091028016177,0.764030612244898,6.36561137585034,13,1.61519661787672,0.7325,5.02887659330854,9,"2022","MARIAN","Guam","GUA_PATI_POINT","Forereef","Deep","PAV",13.604377,144.921127,19.5062481,19.81103322,155.25,"GUAM_MP","GUA_MP","Guam","GUA_MP","GUA_MP_MINUS_ACHANG","NOT","NOT","GUA_EAST_MPA","GUA_EAST","NOT","PATI",621,"GUA_EAST_PATI","NOT","GUA_PATI_POINT","",0,0.555555555555556,-0.587786664902119,NA,NA
"SfM",38564,"GUA-02702",2.1759539750602,0.833408,8.81058619383873,17,1.66402662075433,0.762688614540466,5.28053078830873,7,"2022","MARIAN","Guam","GUA_PATI_POINT","Forereef","Mid","PAV",13.601985,144.934492,11.27704968,12.19140506,159,"GUAM_MP","GUA_MP","Guam","GUA_MP","GUA_MP_MINUS_ACHANG","NOT","NOT","GUA_EAST_MPA","GUA_EAST","NOT","PATI",636,"GUA_EAST_PATI","NOT","GUA_PATI_POINT","",1,0.675675675675676,-0.392042087776024,26,3.25809653802148
