"","Mean.SEC_NAME","Mean.OBS_YEAR","Mean.N","Mean.CORAL","Mean.MA","Mean.TURF","Mean.UC","Mean.CCA","Mean.TW","Mean.EMA","Mean.SC","Mean.I","Mean.SED","Mean.HAL","Mean.MF","Mean.TOT_AREA_WT","PooledSE.SEC_NAME","PooledSE.OBS_YEAR","PooledSE.N","PooledSE.CORAL","PooledSE.MA","PooledSE.TURF","PooledSE.UC","PooledSE.CCA","PooledSE.TW","PooledSE.EMA","PooledSE.SC","PooledSE.I","PooledSE.SED","PooledSE.HAL","PooledSE.MF"
"63","OAH_SOUTH",2012,19,3.07691428730954,1.57431009085205,85.4626801960614,0.124229952026918,0.549954996941425,0.768382572789626,0.0856800157129159,0,0,8.94716836794309,0.303292045179624,0.303439639614374,9041.70869,"OAH_SOUTH",2012,19,0.828423387996213,0.748526604173208,1.55175601637511,0.0763535999155153,0.191758891599668,0.185071618934711,0.054290723447837,0,0,1.42620035121607,0.157247862180513,0.103783571487606
"64","HAW_HAMAKUA",2013,17,5.98008130681514,0.909284484935882,84.0394634909658,1.21419245918079,1.7837433482236,0.86144789231852,0.649506965487448,0,0.0224673358133907,6.61545306775878,0,0.0303144713424418,4930.831404,"HAW_HAMAKUA",2013,17,1.51933824584017,0.50492033934069,2.1201045168077,0.314581004254052,0.374753872556225,0.173518557256302,0.152491598379951,0,0.0224589120766201,2.38565971291164,0,0.0302975096109653
"65","HAW_KONA",2013,24,29.7479845724225,0.556884943423236,57.7399675913916,5.10579510704706,8.95717608680586,0.456927264990772,1.1851840632589,0,0.0142742133574521,1.79852852934039,0,0.646199833930382,5727.459565,"HAW_KONA",2013,24,2.77056109278251,0.16591756854053,3.57451339405096,0.876124261615551,2.09572259536734,0.0981665049742687,0.345645968075424,0,0.0142666595646846,0.862602212814405,0,0.129659556062312
"66","HAW_PUNA",2013,28,19.4478712684019,0.616634182201917,61.5613547871336,2.00466960076866,11.2927993990721,0.508306296245308,3.6486244034434,0.0591441077150028,0.653020176501615,2.72055167553051,0,0.308131915361551,4063.674913,"HAW_PUNA",2013,28,3.00315831869247,0.143153141088068,3.39606775045299,0.337684899260326,1.43545723477449,0.10480391823386,0.9755074560179,0.0590795403005188,0.172287357805563,0.921516439189855,0,0.114555220117227
"67","HAW_SE",2013,13,23.3281286928703,0.809420627211193,60.4470879799939,2.33787162920933,10.5314109560854,0.489217050761923,3.01229918230567,0,0.322435119618943,1.54921744191459,0,0.0215668794139086,2117.7856618,"HAW_SE",2013,13,3.46960620115584,0.339537908269298,5.44822422941078,0.959169545504961,3.87420446672013,0.146074485259417,1.26447770264376,0,0.154210805399765,0.996472051574527,0,0.021548013681767
"68","KAU_EAST",2013,32,5.73924945039808,1.19816579232991,85.3276361870699,0.607015771698026,2.37768729186988,0.650647988177425,0.309747257048267,0.00843140018932797,0.176856673262924,4.71899377241575,0.143232175415986,0.157883378281142,11545.393814,"KAU_EAST",2013,32,1.15337882879256,0.247870154128821,2.11037911251806,0.16169268879255,0.478135066220622,0.115020874602761,0.118124924333135,0.00842811869359693,0.0759448885606004,2.06144515056607,0.0550403050009345,0.0929354549440048
"69","KAU_NAPALI",2013,18,3.54528580488151,1.90788332081256,88.0852371107323,1.0560658706837,1.1648055248389,0.559142430233781,0.545179162939738,0,0.215443003636702,4.32470987343452,0.211456198723812,0,6581.6733618,"KAU_NAPALI",2013,18,0.596731481654176,0.619543519256092,1.79195856481962,0.217709262897642,0.26355923145491,0.191797131814237,0.183654437112789,0,0.112520930615005,1.31890508014896,0.135305651062234,0
"70","LAN_NORTH",2013,22,12.6203758700876,10.5398963004129,66.7640585968955,3.33399573301883,1.94195623326214,0.698599839446425,0.489872974522402,0,0,6.97000893780928,0.673831087010215,0.016249641339802,1523.0099653,"LAN_NORTH",2013,22,2.96477136972393,3.86083574598093,4.92245825354294,0.828104476711902,0.519852361830062,0.12392575219861,0.140905364850791,0,0,1.59177514275214,0.319230012931683,0.0162225314928963
"71","LAN_SOUTH",2013,21,19.6801585608257,4.24559490585429,66.9264945396188,3.72158313174395,1.97251403945998,0.611721627723932,0.973765722736904,0,0.0320940478050274,5.91371125598399,0.255666927715355,0.0345326066700926,1480.6639285,"LAN_SOUTH",2013,21,2.50502319151073,1.77389442996619,2.12591870938777,1.03466202589499,0.49417630099129,0.133476887035253,0.473394349036115,0,0.0320402309716657,2.29634910883361,0.0992123177215033,0.0241481833416071
"72","MAI_KIHEI",2013,13,42.6925134448467,1.26084439657615,49.6684902404872,4.3840645306996,2.27262988062916,0.914113242966268,0.885017668265106,0,0.118914852764974,3.10158951643067,0,0.39320337260691,1870.5576913,"MAI_KIHEI",2013,13,2.95655986907583,0.935401560215115,3.52449818628944,1.0171123629649,0.820220736494973,0.287871718119033,0.380918718983312,0,0.0941337662719501,1.35230142086912,0,0.158123546488994
"73","MAI_LAHAINA",2013,11,12.5647139119784,0.880104124736379,72.9390599202626,0.864900006307705,0.424712571620212,0.602427149259502,0.0878448707294143,0,0.059296741808616,12.4138312438064,0.630436615057997,0.237335829814206,923.2765979,"MAI_LAHAINA",2013,11,2.79639212408843,0.717407569988031,2.92446555095771,0.324491440060874,0.156704538428724,0.178575885633512,0.0657158222726698,0,0.0592123282158549,3.9808727320768,0.358964459130369,0.111692088161236
"74","MAI_NE",2013,16,5.22921238073322,3.42180582259648,82.2198917788383,2.48561694482917,1.85413045299516,0.640517183557627,2.65052953740315,0,0.118607554901018,3.58057417345046,0.925248299082228,0.11669355325712,2291.3105766,"MAI_NE",2013,16,1.30030665782732,1.01973214046252,2.50767504432952,0.670062691445029,0.560184349515242,0.214920389652765,1.52498280313634,0,0.0421347590430784,1.33830232175412,0.81758620181184,0.0503896813498832
"75","MOL_PALI",2013,21,1.97690126587655,5.87574230531503,81.3677372304325,1.62351662185651,3.87998369084885,0.534656149416721,1.9694495008383,0,0.0250145524633924,4.87081495546762,0.0343564987577745,0.091917115173097,1618.3052796,"MOL_PALI",2013,21,0.680941326791976,1.9678556605041,3.40182582928393,0.423556113708508,0.876319267314283,0.102424347450947,0.692965539575697,0,0.0249610410419503,2.51361990423258,0.0252207804961014,0.0563719213318456
"76","MOL_SOUTH",2013,17,28.7712418187996,0.809439879857601,62.0520316798904,2.41670335730709,1.5024267483628,0.655602868821204,0.110604072630789,0,0.63065448105662,5.93996075379331,0.18364056560885,0.101381329758247,6129.3253145,"MOL_SOUTH",2013,17,6.13131336421508,0.21991255137392,6.77380749346263,0.910191131622518,0.612883023880872,0.0903536811769824,0.0834195147698664,0,0.376364011708643,2.4970996546822,0.108799735950558,0.0503631947850481
"77","MOL_WEST",2013,21,6.97519846041291,3.32065574699421,76.6574637750505,1.54689494086712,0.79052442593745,0.662261987206983,0.296119896514284,0,0.11887952328243,10.7482166477013,1.09294152410697,0.016726274929585,3147.2014287,"MOL_WEST",2013,21,2.53998750008879,0.72284904566236,4.35618139929333,0.417564738841446,0.154428455322707,0.108368440921518,0.128677365387985,0,0.0629706154363171,4.11174699417124,0.65409595840692,0.0167128965737853
"78","NII_EAST",2013,17,2.80312159476322,0.772235815234685,88.8501486159237,0.410872189220501,0.754544269030349,0.593388246224679,0.116672348607528,0,0.0793322557475487,6.45669993852992,0.167245162163086,0.0484767128939956,2779.4516715,"NII_EAST",2013,17,0.560992940921157,0.231596012918524,3.91301867785278,0.176469798068597,0.198735912190456,0.164466810873502,0.0605583044800111,0,0.035711805534677,3.7045229223201,0.113565897403224,0.0236499606022518
"79","NII_LEHUA",2013,7,1.68097441593707,0.637924253287052,86.9937179883142,2.35821834492662,9.25927747996398,0.223032530347255,0.781497897575742,0,0.0543890715911966,0.592218893330784,0,0.519616218401426,1105.5,"NII_LEHUA",2013,7,0.222308467853364,0.24137493517644,4.83361524855808,1.22450099847831,4.88609058462838,0.0668379214891379,0.312987828093393,0,0.0543507289205225,0.591915269166591,0,0.0739866743816743
"80","NII_WEST",2013,19,1.37919406126477,1.40159319017858,93.4398225553449,1.46494011835355,1.98689514995477,0.85073682299945,0.510070180854477,0,0.0211404088764274,1.18608440115134,0.0752000523747169,0.288125816595546,5380.849639,"NII_WEST",2013,19,0.350866047618693,0.598046457426675,0.970501935149433,0.467130010783793,0.548345886262201,0.196642177961975,0.266560502777037,0,0.0151224370322256,0.64036391123184,0.0751780644295121,0.0938181018925991
"81","OAH_EAST",2013,20,13.5147584544769,4.21410480825307,69.8284409155178,2.02776549399419,1.60253850831685,0.925756026817604,1.17779848444167,0.0335833820714344,0.0181716182201583,9.0379251392617,0.572678689440378,0.107406538645086,4369.0862881,"OAH_EAST",2013,20,2.18561299476485,2.006195602448,3.17196995933337,0.489523607274607,0.532343783320561,0.22892775283245,0.406833997344009,0.0237763004877905,0.0181617839092097,2.00974973558863,0.224687900529258,0.0707926446056096
"82","OAH_NE",2013,29,12.4214948363549,6.32578424397213,72.6274342080439,2.20001204724822,2.38620976098035,0.739276921468249,1.67714192801937,0,0.0293502458885701,3.00241220522145,1.53017257151925,0.0210740127863872,7500.0480307,"OAH_NE",2013,29,2.29787387786465,1.85279519528911,3.1704006619063,0.630603692985655,0.582972674492611,0.0887969852766014,0.434468886625902,0,0.0221641312277772,0.743667880144379,0.290452586149411,0.0143103854376347
"83","OAH_NORTH",2013,17,9.39313137956464,1.65394080569765,85.4007022251066,0.907096976921331,1.26346337768614,0.582295068704344,0.217603719169851,0,0,1.15747768508583,0.913680807689291,0.152763994095205,2559.8006913,"OAH_NORTH",2013,17,1.92604569051523,0.565915306296214,2.23901440135905,0.425462088587771,0.449002793709856,0.154916445722391,0.104018581454896,0,0,0.458998962245438,0.175945234202416,0.0834516338148728
"84","OAH_SOUTH",2013,28,4.93526979650015,8.38625709475662,75.2323319936819,1.31682245829245,0.839265800400216,0.773266315380499,1.3255562320927,0.00901425785972331,0.0744248740269793,8.94763678275002,0.250243167931726,0.469528293372212,9041.70869,"OAH_SOUTH",2013,28,1.02603849549608,2.42286074668439,3.81556040187495,0.340281875493573,0.176420265182084,0.0862203454875707,0.417997726649563,0.00900961746379951,0.0425008952235097,2.88633960527011,0.0913423807900156,0.130313607510481
"85","Aguijan",2014,16,13.5407055533189,3.00398048613086,70.6297460602817,2.62526650645387,4.18160758331872,0.659226674359052,3.90546729170736,0.715074207846914,0.084461614473058,1.10016631693894,2.83879088598354,0.175445018686641,405.5903238,"Aguijan",2014,16,2.95960983660451,0.982590115923935,5.35648144700949,0.678545121943292,1.8994820638251,0.167942304582573,1.59417989483817,0.34358375441316,0.0493180813543479,0.633611011891056,1.1028978742388,0.0510749430397639
"86","Alamagan",2014,17,11.0540794166188,2.59260387521246,77.111283938364,3.67448928534102,2.19589217698576,0.509187016110861,3.44844427291005,0.293583633430857,0.267569222296893,2.04982944134727,0.986714022833863,0.021892888288782,346.3396493,"Alamagan",2014,17,3.17313425472759,1.39841673126661,3.87693134847955,0.825482994134187,0.483330475562629,0.106359343923167,0.970309644894492,0.119233838272618,0.137987741785251,0.6741277060054,0.226490571559613,0.0217746219917166
"87","Asuncion",2014,33,18.0368520023742,2.10570791050366,64.6868692502379,3.32942799659618,1.67333752808171,0.491592956190345,4.43472770072616,0.911800959596693,0.444143600761653,7.54586065460632,0.160700393111715,0.0607763265212704,248.6053417,"Asuncion",2014,33,1.92491007913643,0.873599950553599,2.17634805833336,0.445582933003573,0.414820637982591,0.0760337724830409,1.14915741984864,0.416696470187634,0.158301424007216,1.88969817893383,0.0628823414634024,0.023317815437842
"88","Farallon de Pajaros",2014,18,5.94969783537346,0.312972483009362,82.2528511973314,2.5598812652263,0.703883927863307,0.44715665282903,5.56989910785378,0,0.117104478538346,4.72102395213295,0.372567017897415,0,138.460079,"Farallon de Pajaros",2014,18,1.63776758840531,0.100669196173468,2.66436704329943,0.293179213304037,0.208440166460673,0.0858616949813201,1.78041276380125,0,0.0547199986641491,1.09399414255927,0.292241324246257,0
"89","GUA_EAST_OPEN",2014,41,11.2710438898645,7.91852725625318,69.477875287073,2.51156009496019,4.12822916096531,0.586829605215981,2.3437043876384,0.188388728212992,0.18053529728563,2.89781800628966,1.59387798641732,0.0562835925234654,2113.25,"GUA_EAST_OPEN",2014,41,0.988320451953014,1.13333176087908,1.68652157495544,0.437920802998096,0.504693443904439,0.076964717327718,0.536952975275714,0.0487948555223541,0.0498059535924551,0.645831381653364,0.252617366651459,0.0222612181749639
"90","GUA_PATI_POINT",2014,13,19.7944611635618,5.12486442546483,65.8943617978841,2.03151125748038,4.8733106451623,1.03997504700209,2.05559293756665,0.563843679382189,0.0780504822895303,0.15031763869655,1.46519722999211,0.0509137252021108,727.61,"GUA_PATI_POINT",2014,13,2.89294494196944,1.84376966530666,2.82219395324008,0.416387543132972,1.83702765104971,0.185606359291867,0.834807612512891,0.326335142504369,0.077871943835982,0.0683915130501149,0.381514241619214,0.0311193827151509
"91","GUA_PITI_BOMB",2014,9,9.95757430329809,2.26605502753886,75.8808927965885,3.0255267536078,6.05077992270594,0.946470431197467,0.879295568980569,0.16094463690149,0.578885772423512,1.55452743492047,2.67104453664261,0.08553882966126,727.61,"GUA_PITI_BOMB",2014,9,1.4853855010663,0.48448128806539,1.63341865075232,1.4607551328578,1.34799954157381,0.0956955081852964,0.363484495057399,0.0870154028370581,0.226787617738284,0.649439259052292,0.467366467272772,0.085421482732933
"92","GUA_TUMON",2014,5,7.45218923220541,2.78189284423024,76.8869916646215,3.11724512876039,10.4217776179474,0.80030327499024,1.64653590573673,0.141304961799592,0.126566948991368,0.327393038212003,0.215347786255738,0,454.07,"GUA_TUMON",2014,5,3.57267677265406,1.44699274021929,3.5458404457858,0.781519172825883,2.59071730972721,0.151015193613696,0.683449043768845,0.100095827606132,0.0631938614953357,0.262253696267956,0.164730058153925,0
"93","GUA_WEST_OPEN",2014,37,13.989514998149,19.3522479316771,57.4896664584438,3.14216566660087,3.20927373025385,0.784055497200589,1.99538923764118,0.0530092818332907,0.0830842605714835,2.23170364789409,1.59611045353626,0.0331706109219127,2230.25,"GUA_WEST_OPEN",2014,37,2.67370659293974,3.43007376230143,3.12834564129553,0.517392576706446,0.76846065490838,0.118761438125209,0.637177470312278,0.03810894076218,0.0366678277571332,0.881674410839859,0.258291240570434,0.0186617252167488
"94","Guguan",2014,16,13.1785768155576,1.63353741074206,64.7062066076993,4.46454013675579,7.72599829661319,0.498085236175802,8.69650549035051,0.287381885872319,0.344141086598417,2.65690141375497,0.77075099281159,0.0336609196889967,199.96525408,"Guguan",2014,16,2.81060565106105,0.376372557339801,3.42596059293779,1.02572535828523,2.05621819796654,0.114214652415858,1.95520679380544,0.237918931554632,0.241705148735922,1.02693496085529,0.270958079564376,0.0215054109487778
"95","Maug",2014,60,27.9680308536155,3.69483446396032,51.6387820590185,5.38516352605922,4.00181659797342,0.603215355423054,8.44369097074081,0.699348328189011,0.0876754469411855,2.94582813041883,0.519993149142367,0.0336296946817295,313.87070176,"Maug",2014,60,1.50054785075924,0.671826807450547,1.96553494536623,0.488301285253039,0.53965087019551,0.0895854761119265,1.25777379823978,0.177640717710261,0.0230843206275927,0.498968982801875,0.127755864848045,0.0127390726035609
"96","Pagan",2014,62,11.2105156977461,8.00158014069857,66.0954905758981,3.72159297837604,2.35093072564638,0.404582535023885,6.96460672747613,0.691752876034668,0.172479586854796,3.96385421962181,0.548789450023526,0.0772146125797468,1512.9239538,"Pagan",2014,62,1.24113491585507,1.14039244010394,2.25018524523251,0.408819365365331,0.332818850723204,0.0546318423300452,1.20934364687374,0.186685089318,0.0649422353174256,0.814328783074436,0.134377666142367,0.0299359779961421
"97","Rota",2014,38,6.737663505225,6.02632539421532,75.6126603832663,2.65206299066511,4.43354023502477,1.54281728783569,2.21712153698343,0.200387881340538,1.04500160297228,2.39688293081151,1.33041653016084,0.118049993306683,1331.3721518,"Rota",2014,38,1.45289947753135,0.9813719323007,2.80611038846224,0.812671986767131,1.05563170454364,0.619243386056602,0.96163016892594,0.0994889180493716,0.835773653232444,0.509766264853854,0.257037862067725,0.0477539074869832
"98","Saipan",2014,70,14.1252359208471,6.05724099573783,70.8027621679452,1.82982901404826,3.59012036988042,0.672265851624618,1.26316482964299,0.21793177167808,0.129100707514115,2.90501003531818,0.909433201436025,0.0312415956896843,3539.0108798,"Saipan",2014,70,1.02251380958709,0.938577178788614,1.65289015538654,0.302010005797554,0.517443517015827,0.0872268422138051,0.200483413208982,0.0552350065686769,0.0506493799717407,0.588213044594239,0.124511292356178,0.0141754532116672
"99","Sarigan",2014,16,6.02497154859558,3.66948214288643,74.4867452649935,2.32650545016007,3.49697889023726,0.82914357166694,0.582276943294068,0.186018117817065,0.121155261584192,8.28690023477646,3.1454715958155,0.123459686370609,197.55943189,"Sarigan",2014,16,1.04985637323021,0.742044673174654,1.83231230053679,0.525847309439558,0.760955504412696,0.218713483385871,0.16983996071109,0.0898078397953297,0.0652135927748606,2.37338701720232,0.779057809044051,0.0658792550947963
"100","Tinian",2014,26,12.948779380317,5.35733800493022,71.7772958830145,2.59461625442471,2.45270322640021,0.890459826326104,2.05737930061847,0.206234217953976,0.102766034887922,2.84112234978916,2.25638160208858,0.0792106260493417,1414.2063031,"Tinian",2014,26,1.80289142926083,0.998351352092519,2.85302840966024,0.680782652134898,0.674466429513629,0.148900239839091,0.552015037761938,0.111148273969763,0.0483243460406745,1.1827008507281,0.442556790656871,0.0494122794724896
"101","Wake",2014,65,29.4548178174842,4.05068467720488,49.5998434362775,2.45738392922217,6.19807805866596,0.723004653531632,6.22034080047641,2.04775962369192,0.0158484274797985,1.91964617813351,0.492980980585844,0.0661494480911346,279.75088277,"Wake",2014,65,1.53233251828969,0.716614219652629,1.6786308188347,0.287078539372677,0.741513654278646,0.0806648368668937,0.943762066020132,0.346542377987556,0.00912907045241405,0.675997923966803,0.0725680204560402,0.0245619530342736
"102","Baker",2015,51,27.7366316948688,0.899755238067669,26.4862736330695,7.67687852197638,27.3109319627009,0.248099770767469,15.6726807770996,0.0220936617797103,0.240833610098187,1.1376339197947,0.493165502520865,0.183322172936973,390.27580156,"Baker",2015,51,2.74959399252959,0.234394582758614,2.93780451986847,1.22794507407016,2.23503186065042,0.0533447115435146,1.52309394674892,0.0139067392483509,0.18090066850086,0.331975041023049,0.194815844941481,0.0504693153993891
"103","HAW_HAMAKUA",2015,27,6.97165426142792,0.684235275743445,74.1372662115915,1.91831113264314,3.21525587061907,0.744348474078054,5.49763015917499,0.00889657518489274,0.0632619175635981,9.42179972869459,0,0.039749926803091,4930.831404,"HAW_HAMAKUA",2015,27,0.986382531268447,0.21317226001456,2.66495149624607,0.293105007363541,0.627264746577701,0.227685918333521,1.25639419771772,0.0088884722314466,0.0310629085055325,2.2906495329165,0,0.0232347992588423
"104","HAW_KONA",2015,65,25.0101600605307,0.533735838686607,51.9044972281789,3.27886187809162,10.8715172799409,0.833599620474465,7.95944305009159,0,0.0178110926379137,3.6987581426358,0.00407730729761327,0.312412469519108,5727.459565,"HAW_KONA",2015,65,2.38786547955496,0.101724466837164,2.32020913933665,0.291008411739488,1.46536261277855,0.169926152510939,0.849597077540242,0,0.00866992559826689,0.731051757762643,0.00406972222673431,0.0621238394202968
"105","HAW_PUNA",2015,4,2.10509391289095,0.504860158276541,84.7941080150983,0,1.21337980435931,0.772981527643906,1.83526469683368,0,0.079044146248816,9.4682492662924,0,0,3050.747533,"HAW_PUNA",2015,4,0.702183760388412,0.121046360250545,3.29016511830875,0,0.720056536622993,0.430357760207246,0.321527587418017,0,0.0790304872139135,3.06561479984604,0,0
"106","Howland",2015,56,24.7441510686436,0.789500882794162,25.730969519084,5.32548821415277,29.7667972138922,0.331709079435308,14.7476809756879,0.0172304828535679,3.67581392158958,0.299557707251566,0.228298228203466,0.396570394511034,172.85286682,"Howland",2015,56,1.91491708778264,0.214428667652278,2.40653598077116,0.524454670533077,1.88472986299759,0.0536371436273423,1.37628068100839,0.0126131527787885,1.19109083901854,0.060423250349094,0.07038107662269,0.0825146985514491
"107","Jarvis",2015,102,18.0888146145847,4.20798192765934,27.1508555450937,4.62542931850654,26.9138855204882,0.191864280068632,21.2168238256056,0.688702221097139,0.00947866556258161,0.618967092871496,1.10449058703731,0.177809553600758,365.90565228,"Jarvis",2015,102,1.30549812475622,0.54784564364479,1.71876233852646,0.306573965062894,1.80524764527058,0.0289606180618353,0.862920605445713,0.492675115204949,0.00591631448535607,0.313667418853281,0.218071315526814,0.0243639192803855
"108","Johnston",2015,46,9.50422740046557,1.23244926652764,57.5613777555564,4.73975602405485,17.3082650312664,0.40524473155215,6.82155421289759,0.016016337279122,0.176010817553908,7.06267972580809,0.317419452645191,0.167221390186452,9546.34,"Johnston",2015,46,1.10961390016706,0.295756640358581,2.53281043885381,0.687770305268156,2.0812712073368,0.0710353754044045,0.84572518951675,0.0109271819342943,0.089811936790563,1.74694205426158,0.0953003834947477,0.042204819999353
"109","KAU_EAST",2015,20,5.54281097215514,1.39431744566858,79.4769052566742,0.571442538909478,2.53514480895917,0.746787758724106,1.21916669465602,0,0.124026550908566,9.56276119597743,0.144867075000855,0.0103867688507132,11545.393814,"KAU_EAST",2015,20,1.01871583819987,0.365137981039021,2.17613091986629,0.147594625035818,0.824871919641067,0.261731483953796,0.42398285148352,0,0.0650133314342806,2.58427426584615,0.0374178410875614,0.0103830603706621
"110","Kingman",2015,73,31.8403832462779,0.26491522800061,30.8850767969936,4.02695194019049,11.8103935531907,0.154126170618068,8.25690272921724,12.9854300404847,1.86131166368697,1.23002929140731,0.865557450741034,0.104708007594755,3751.25,"Kingman",2015,73,2.1086680379631,0.0549453101482714,2.58764353128733,0.288491286306129,1.10390600512436,0.0337383597923899,0.632897023518312,1.72159852216199,0.405595280863432,0.254413513522411,0.132525954414281,0.0303335853534761
"111","LAN_SOUTH",2015,15,15.1902132107716,0.676267444621042,76.6398971357481,4.17346274926157,1.92192988675502,1.33298090583197,1.97828040340447,0,0,3.59341191869977,0,0.0623347371128219,1480.6639285,"LAN_SOUTH",2015,15,1.97370667316634,0.387046562411024,1.88995244373341,1.35456713322406,0.332198473689652,0.656621746706052,0.441553898923915,0,0,0.743875368248107,0,0.0501092877522553
"112","MAI_KAHULUI",2015,15,25.2182628844312,3.66408982691494,56.7533771817713,2.33320221624385,6.79863662180736,0.180243319281711,4.75177296404259,0.413455530450112,0.850693305577657,1.50948128352131,0.0402304014835426,0.121568891267853,2387.6415526,"MAI_KAHULUI",2015,15,4.55665197003832,0.933613685912608,3.97156641099885,0.559211690132127,1.11387127093712,0.0787131108651015,0.901305369347955,0.198596474761575,0.434206780223662,0.56805535013942,0.0401948923094975,0.0843782173435482
"113","MAI_KIHEI",2015,10,43.2364003909797,0.117213500795803,50.1741402245139,4.37646422433557,2.40277869527894,1.6685097698631,0.739120140900245,0,0,3.33034704753137,0,0.430588224834138,1870.5576913,"MAI_KIHEI",2015,10,3.77075268578348,0.0697360950237704,3.86121127051758,0.808888493206637,0.939139842235545,0.907540571117424,0.304090537723353,0,0,0.986767592193267,0,0.166957554193854
"114","MAI_NE",2015,2,5.36519943435613,9.2147202083006,73.8597337882427,0.502794550066216,3.5178783865682,0,3.85569347489394,0,0,3.85232654710332,0.334448160535117,0,883.3579854,"MAI_NE",2015,2,3.02320634666275,1.18762810092504,5.7373040095231,0.168298738912382,0.173347701079753,0,1.84848114905433,0,0,0.161005793559512,0.334353494639265,0
"115","MOL_NW",2015,16,4.67228423095193,0.956586120634755,86.0990278773369,1.23376210476245,1.13585329722734,0.568310128977306,2.37562544730862,0,0,4.40395104758282,0.356671978957619,0.103993271995225,1835.4615923,"MOL_NW",2015,16,1.21952254800312,0.432521660478146,1.578629472063,0.382136044582638,0.24948324778318,0.19855557799558,0.878968216693978,0,0,1.38213166108046,0.169184836489353,0.0413424288414154
"116","MOL_SOUTH",2015,32,31.6356889028248,0.632340465636232,55.9381157406961,3.22405795608343,3.57937945706731,1.12076239205538,1.82358357034785,0.331038519526474,0.194527938839875,5.61870654729501,0.246618857766351,0.272310513799632,6129.3253145,"MOL_SOUTH",2015,32,5.63745965367128,0.206773050654673,4.50549746147221,0.669681672447224,1.09976264569086,0.33798016238003,0.665918286472282,0.282347169136013,0.110329109923111,1.73226518602243,0.103522315786133,0.213001896387397
"117","NII_EAST",2015,12,1.77905917311399,0.805947934622414,84.9390436937084,0.662800284393359,0.979986789352906,0.844909908556133,0.91980455700191,0,0.0272953182257433,10.5488625339747,0,0.117034409302075,2779.4516715,"NII_EAST",2015,12,0.740449659660964,0.383184909202643,2.8808349721803,0.211343627987604,0.422155132490087,0.462079857831994,0.403754004424056,0,0.0272803231404402,2.97555855360989,0,0.0658730071189058
"118","NII_LEHUA",2015,15,3.69486091869349,1.5104479363225,83.881060241947,2.41858120816325,2.69922551345964,0.728244751182447,4.55168794359658,0,0.279488068465222,3.3832293775156,0,0.322772639618696,1105.5,"NII_LEHUA",2015,15,0.987989738888785,0.523964680732166,1.94537202341725,0.397032618123258,0.564967478806491,0.420228809768535,1.0855875798645,0,0.143520859054304,1.04275273243918,0,0.0945270995402888
"119","NII_WEST",2015,21,1.30564180197208,4.86029097400091,87.0388605738791,0.693452489219958,1.5264310356299,0.243756256443895,2.24957360339218,0,0.0907126944730486,2.84294951901144,0.0855397976412936,0.270366404025952,5380.849639,"NII_WEST",2015,21,0.575711295614245,1.97880416970602,2.08174995875836,0.152417533309417,0.576709596569787,0.0735973095010853,0.534134584988726,0,0.036441137697123,0.808422287505226,0.0706977553098257,0.145073485894613
"120","OAH_NE",2015,6,15.5381876356014,2.91032892536194,76.5596153719645,3.45374544419666,0.113968439509059,0.61600633058289,1.06194874133296,0,0,3.5330638868359,0.282886999394252,0,605.4764457,"OAH_NE",2015,6,4.24338380281495,1.97547959925684,4.57698184534651,1.38440633712618,0.071994573807881,0.182099063891675,0.374949325950956,0,0,1.73722380590349,0.162583071282538,0
"121","OAH_NORTH",2015,3,6.84700097159406,4.77732315818333,73.850260776561,2.05327635643385,1.19543571330777,0.10752688172043,1.52061018659106,0,0,11.6993581926627,0.11001100110011,0,556.2921428,"OAH_NORTH",2015,3,2.79745237757842,2.97073668556213,9.58634072773362,0.578930281942812,0.557036944319374,0.107454372731784,0.729547883241758,0,0,4.94504023535443,0.109936816986314,0
"122","OAH_SOUTH",2015,24,3.57448468227862,0.933684667921198,76.2057975554379,1.0827695355262,0.927699636713596,0.430698619829808,1.21192401621022,0,0.198962474526487,16.9250511119842,0.0223958549277602,0.267920910329023,9041.70869,"OAH_SOUTH",2015,24,0.953940691747199,0.25714066144189,2.56705720549095,0.342487599039674,0.226008843896494,0.0925752882109669,0.26074527616101,0,0.06436776203574,3.22661918007639,0.0161280787585424,0.0931522082819251
"123","Ofu & Olosega",2015,82,32.3747021938159,1.64853366622433,29.6354005225305,5.64302731176544,22.8619523396005,0.171198196912697,7.56930196288408,0.316952178968758,2.38849301900352,1.55513120865544,1.64953290831697,0.0344342926956398,793.3725,"Ofu & Olosega",2015,82,1.61745631540182,0.212438805275977,2.00550443390422,0.393534283461216,1.220649747525,0.0316637221602115,0.433438534955833,0.0794570405125797,0.441113494137363,0.786383257928415,0.333564569229043,0.0116686690615403
"124","Palmyra",2015,113,29.7021946317813,0.337485802841483,25.4846890392711,4.4042690004192,19.7487260405174,0.138541923160175,10.8634932406755,6.00352949317335,2.58224455118708,2.97769338852327,2.29994381202946,0.0389889522720631,2793.351013,"Palmyra",2015,113,1.44077229346876,0.0477106015481917,1.69022633713359,0.214714723826583,1.13529039573099,0.0215423860008235,0.642177120326093,0.787778691211358,0.699198857378393,0.675829467009301,0.262852748207389,0.0101929913948214
