"COLONYID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","FRAGMENT","MORPH_CODE","EX_BOUND","JUVENILE","FRAGMENT.1","REMNANT","Shape_Length","SEGAREA"
1204,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PSSP",0,"EM",0,-1,0,0,0.015099606,1
1207,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PHSP",0,"EM",0,-1,0,0,0.032466387,1
1208,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"SCYL",0,"KN",0,-1,0,0,0.049933577,1
1234,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PVAR",0,"EM",0,-1,0,0,0.031317901,1
1235,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"ASSP",0,"EM",0,-1,0,0,0.019373037,1
1236,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"EM",0,-1,0,0,0.027423015,1
1237,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"POCS",0,"EM",0,-1,0,0,0.022972204,1
1238,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"ASSP",0,"EM",0,-1,0,0,0.029761803,1
1239,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PAVS",0,"EM",0,-1,0,0,0.008563029,1
1240,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"EM",0,-1,0,0,0.010577577,1
1249,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"STYS",0,"BR",0,-1,0,0,0.049185253,1
1250,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FAVS",0,"EM",0,-1,0,0,0.047263692,1
1252,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"GONS",0,"MD",0,-1,0,0,0.015882163,1
1253,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"EM",0,-1,0,0,0.014736023,1
1254,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"ECHL",0,"EM",0,-1,0,0,0.038430676,1
1257,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"EM",0,-1,0,0,0.012614712,1
1258,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"MD",0,-1,0,0,0.021437824,1
1259,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PHSP",0,"EM",0,-1,0,0,0.035708181,1
1260,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"GONS",0,"MD",0,-1,0,0,0.017194941,1
1261,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"MD",0,-1,0,0,0.03524707,1
1262,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PAVS",0,"EM",0,-1,0,0,0.013984452,1
1264,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PAVS",0,"EM",0,-1,0,0,0.008282662,1
1266,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"MD",0,-1,0,0,0.032943294,1
1267,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"LEPT",0,"EM",0,-1,0,0,0.028100812,1
1268,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"ASSP",0,"EM",0,-1,0,0,0.012163456,1
1269,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"MD",0,-1,0,0,0.02900248,1
1270,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"EM",0,-1,0,0,0.012153739,1
1272,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"FASP",0,"MD",0,-1,0,0,0.037561186,1
1273,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PSSP",0,"EM",0,-1,0,0,0.026868278,1
1277,"JC",2022,"RA2201","TIN-891","A","0",1,1,0,"PHSP",0,"EM",0,-1,0,0,0.011687986,1
1285,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"GONS",0,"MD",0,-1,0,0,0.046677907,1
1286,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"ASSP",0,"MD",0,-1,0,0,0.04097983,1
1287,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"PAVS",0,"EM",0,-1,0,0,0.040545865,1
1289,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"FASP",0,"MD",0,-1,0,0,0.023625291,1
1294,"NBO",2022,"RA2201","TIN-830","A","0",2.5,1,0,"LPUR",0,"EM",0,-1,0,-1,0.034394194,2.5
1300,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"MOSP",0,"EM",0,-1,0,0,0.03406959,1
1303,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"GEDW",0,"MD",0,-1,0,0,0.028852595,1
1313,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"LEPT",0,"EM",0,-1,0,0,0.007426329,1
1317,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"GONS",0,"MD",0,-1,0,0,0.01579035,1
1318,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"MOSP",0,"EM",0,-1,0,0,0.03184975,1
1323,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"POSP",0,"EM",0,-1,0,0,0.032974899,1
1324,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"LPHY",0,"MD",0,-1,0,0,0.042403367,1
1327,"NBO",2022,"RA2201","TIN-830","A","0",1,1,0,"LEPT",0,"EM",0,-1,0,0,0.022662501,1
1364,"NBO",2022,"RA2201","TIN-830","A","10",1,1,0,"PHSP",0,"MD",0,-1,0,0,0.040025809,1
1370,"NBO",2022,"RA2201","TIN-830","A","10",1,1,0,"POSP",0,"MD",0,-1,0,0,0.031512164,1
1372,"NBO",2022,"RA2201","TIN-830","A","10",1,1,0,"LEPT",0,"MD",0,-1,0,0,0.014988802,1
1389,"NBO",2022,"RA2201","TIN-830","A","10",1,1,0,"PSSP",0,"MD",0,-1,0,0,0.018359178,1
1391,"NBO",2022,"RA2201","TIN-830","A","10",1,1,0,"PHSP",0,"EM",0,-1,0,0,0.042963635,1
1392,"NBO",2022,"RA2201","TIN-830","A","10",1,1,0,"FASP",0,"MD",0,-1,0,0,0.019885331,1
