OID_,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,FRAGMENT,JUVENILE,REMNANT,OLD_DEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Length
191,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,8,EM,,,,,,,,,,,,,,,,0.252045807
192,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.109868652
193,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.162996027
194,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,25,BR,,,,,,,,,,,,,,,,0.070579765
195,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,-1,50,MD,,,,,,,,,,,,,,,,0.048642222
196,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,ACUR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.085066556
197,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.24402919
198,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PLUT,0,0,0,0,40,MD,,,,,,,,,,,,,,,,0.220060444
199,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.112986136
200,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,45,EM,,,,,,,,,,,,,,,,0.214642653
201,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.034729782
202,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.130494124
203,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,CYPS,0,0,0,0,55,EM,,,,,,,,,,,,,,,,0.065737492
204,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,30,EM,,,,,,,,,,,,,,,,0.998715055
205,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PMEA,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.081455138
206,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,CYPS,0,0,0,0,60,MD,,,,,,,,,,,,,,,,0.10374625
207,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GOSP,0,0,0,0,2,EM,,,,,,,,,,,,,,,,0.065120504
208,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PPRO,0,0,0,0,5,EM,,,,,,,FUG,10,,,,,,,,0.09893133
209,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,50,BR,,,,,,,,,,,,,,,,0.238669152
210,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.053526447
211,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,10,BR,,,,,,,,,,,,,,,,0.051458671
212,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.348292468
213,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,,0,0,0,3,EM,,,,,,,,,,,,,,,,0.145324408
214,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GOSP,0,0,0,0,2,MD,,,,,,,,,,,,,,,,0.103222741
215,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,8,MD,,,,,,,,,,,,,,,,0.127524277
216,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.107712384
217,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,2,EM,,,,,,,,,,,,,,,,0.214368294
218,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,8,EM,,,,,,,,,,,,,,,,0.134243017
219,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,-1,0,EM,,,,,,,,,,,,,,,,0.046600492
220,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,-1,10,EM,,,,,,,,,,,,,,,,0.049246539
221,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,55,EM,,,,,,,,,,,,,,,,0.125508476
222,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.082574623
223,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,40,MD,,,,,,,,,,,,,,,,0.130807267
224,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.05666355
225,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,85,EM,,,,,,,,,,,,,,,,0.308360328
226,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,80,EM,,,,,,,,,,,,,,,,0.27042405
227,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.053779409
228,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,35,EM,,,,,,,,,,,,,,,,0.074572613
229,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.131382694
230,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PCHI,0,0,0,0,60,EM,,,,,,,,,,,,,,,,0.135577094
231,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.030916582
232,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PPRO,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.045072292
233,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PPRO,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.014758123
234,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GONS,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.011418229
235,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,-1,0,,CO,,,,,,,,,,,,,,,,0.040253979
236,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,POSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.00893409
237,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,POSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.012466514
238,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,ACAS,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.047786801
239,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.032521331
240,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PPRO,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.026208979
241,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,PPRO,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.023249187
242,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,PCHI,0,0,0,0,35,EM,,,,,,,,,,,,,,,,0.072032759
243,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,PCHI,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.034446643
244,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.018897881
245,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.040415936
246,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.036764216
247,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,-1,0,0,0,5,BR,,,,,,,,,,,,,,,,0.054631125
248,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,PPRO,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.025457446
249,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,PPRO,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.029273274
250,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.024568103
251,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,TURS,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.187533862
252,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,10,BR,,,,,,,,,,,,,,,,0.063379155
253,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,GASP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.034821531
254,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.023832087
255,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,-1,0,,BR,,,,,,,,,,,,,,,,0.040925302
256,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,-1,-1,0,,BR,,,,,,,,,,,,,,,,0.028773364
257,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,AMYR,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.3864235
258,JC,2022,RA2201,MAU-1222,A,5,2.5,1,0,GEDW,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.059049985
259,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,-1,45,EM,,,,,,,,,,,,,,,,0.046091888
260,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,-1,0,BR,,,,,,,,,,,,,,,,0.046636795
261,JC,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,75,MD,,,,,,,,,,,,,,,,0.12908665
262,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,TURS,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.138422642
263,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.103643858
264,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.158982297
265,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,AMYR,0,0,0,0,1,EM,,,,,,,,,,,,,,,,0.071836087
266,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.055234363
267,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,ACUR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.105809773
268,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PMEA,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.1883817
269,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.103471284
270,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,KN,,,,,,,,,,,,,,,,0.067935117
271,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GASP,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.131837574
272,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,FASP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.092209314
273,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GASP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.159953338
274,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GASP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.091781646
275,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.212218808
276,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,10,KN,,,,,,,,,,,,,,,,0.110263809
277,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,10,KN,,,,,,,,,,,,,,,,0.170212541
278,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,1,EM,,,,,,,,,,,,,,,,0.09027218
279,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,FSTE,0,0,0,0,,MD,,,,,,,,,,,,,,,,0.078135127
280,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,60,EM,,,,,,,,,,,,,,,,0.073295959
281,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.088059722
282,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.275445502
283,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GEDW,0,0,0,0,,MD,,,,,,,,,,,,,,,,0.0664779
284,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.069227092
285,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.080683128
286,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,AMYR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.090024895
287,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.168244407
288,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,STYS,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.203456646
289,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.13824298
290,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PCHI,0,0,0,0,55,EM,,,,,,,,,,,,,,,,0.385644101
291,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.087765964
292,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PCHI,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.088469553
293,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.098181925
294,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,AMYR,0,0,0,0,3,EM,GAST,3,,,,,,,,,,,,,,0.162200743
295,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,FASP,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.054075042
296,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PCHI,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.076569412
297,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,80,EM,,,,,,,,,,,,,,,,0.2487427
298,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GEDW,0,0,0,0,45,MD,,,,,,,,,,,,,,,,0.178103842
299,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.083802356
300,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PMEA,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.120108553
301,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,ACSP,0,0,0,0,70,BR,,,,,,,,,,,,,,,,0.386274059
302,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.19005485
303,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.067272297
304,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PMEA,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.06344908
305,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,FASP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.139315454
306,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.077720204
307,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,HCOE,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.058859994
308,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GEDW,0,0,0,0,3,MD,,,,,,,,,,,,,,,,0.066819426
309,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,AMYR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.080746807
310,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.084111669
311,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PVAR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.091464765
312,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,GEDW,0,0,0,0,,MD,,,,,,,,,,,,,,,,0.06660062
313,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,PHSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.044857003
314,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,POSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.045954299
315,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.016330183
316,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,ASSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.030044048
317,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,GONS,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.026759285
318,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.036655708
319,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.040628682
320,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,POSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.024650818
321,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.036213306
322,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.012580015
323,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.023190291
324,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.040775072
325,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.033436315
326,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.040567602
327,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,PAVS,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.037328334
328,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,PHSP,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.100710072
329,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.025140965
330,MSL,2022,RA2201,MAU-1222,A,5,2.5,1,0,FASP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.066063053
331,MSL,2022,RA2201,MAU-1222,A,5,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.016135369
332,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.194048628
333,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,FMAT,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.068482574
334,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.191664735
335,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,3,MD,,,,,,,,,,,,,,,,0.070132027
336,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,ACAS,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.054328743
337,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.265997205
338,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.105078111
339,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.05280353
340,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.089513334
341,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.13221488
342,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PMEA,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.078207295
343,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.287615586
344,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PAVS,0,0,0,0,,ML,,,,,,,,,,,,,,,,0.091330115
345,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.079899405
346,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,7,MD,,,,,,,,,,,,,,,,0.124658572
347,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,FASP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.105536337
348,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.487037319
349,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,LPUR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.097067751
350,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.123828774
351,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,0.106003739
352,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,30,EM,,,,,,,,,,,,,,,,0.226303469
353,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.286299847
354,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,80,EM,,,,,,,,,,,,,,,,0.273188777
355,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PMEA,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.121963226
356,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,15,MD,,,,,,,,,,,,,,,,0.130937827
357,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.112152221
358,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.071899136
359,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,1.001907262
360,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.144236342
361,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,ASSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.051613968
362,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,60,MD,,,,,,,,,,,,,,,,0.218187769
363,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.051305982
364,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,CYPS,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.107006818
365,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GOSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.107164932
366,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,POCS,0,0,0,0,25,BR,,,,,,,,,,,,,,,,0.100005316
367,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,,KN,,,,,,,,,,,,,,,,0.070059076
368,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,25,MD,,,,,,,,,,,,,,,,0.126734899
369,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PPRO,0,0,0,0,5,EM,PRED,3,,,,,,,,,,,,,,0.087364952
370,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,3,KN,,,,,,,,,,,,,,,,0.065630369
371,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,70,MD,,,,,,,,,,,,,,,,0.129929023
372,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.218765527
373,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.060199013
374,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.088019998
375,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.149152381
376,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.348665368
377,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,,KN,,,,,,,,,,,,,,,,0.052226445
378,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.05444702
379,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.116872877
380,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.312811813
381,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PHSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.184406562
382,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,GEDW,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.052625608
383,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.084624456
