"","FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg"
"132","1664",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PDUE","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04602575,"NA 0"
"133","1665",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","5","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03987004,"NA 0"
"134","1666",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,NA,0,0,"BLE",100,1,NA,0,0,0.01116826,"NA 0"
"135","1667",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05514798,"NA 0"
"136","1668",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,"BLE",90,1,NA,0,0,NA,0,0,0.03458338,"NA 0"
"137","1669",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","50","EF","MACA",5,NA,0,NA,0,"BLE",100,4,NA,0,0,NA,0,0,0.1851984,"NA 0"
"138","1670",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03434065,"NA 0"
"139","1671",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.02336236,"NA 0"
"140","1672",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MPAT","0","0",NA,"0","50","EF","MACA",4,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.03698026,"NA 0"
"141","1673",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","50","EF",NA,0,NA,0,NA,0,"BLE",50,3,"BLE",50,1,NA,0,0,0.08327695,"NA 0"
"142","1674",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MPAT","0","0",NA,"0","55","EF",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.05274126,"NA 0"
"143","1675",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","20","EM","FISH",3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06940115,"NA 0"
"144","1676",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","60","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06861669,"NA 0"
"145","1677",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MPAT","0","0",NA,"0","45","EF",NA,0,NA,0,NA,0,"BLE",60,4,"BLE",40,2,NA,0,0,0.09835141,"NA 0"
"146","1678",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","5","EM",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.06295983,"NA 0"
"147","1679",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","50","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1140411,"NA 0"
"148","1680",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","25","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05061867,"NA 0"
"149","1681",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","85","EF",NA,0,NA,0,NA,0,"BLE",90,4,NA,0,0,NA,0,0,0.1520113,"NA 0"
"150","1682",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","10","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.02990685,"NA 0"
"151","1683",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","35","EM",NA,0,NA,0,NA,0,"BLE",90,1,NA,0,0,NA,0,0,0.07392949,"NA 0"
"152","1684",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POSP","0","0",NA,"0","75","EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07541697,"NA 0"
"153","1685",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03114498,"NA 0"
"154","1686",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF","MACA",10,NA,0,NA,0,"BLE",100,4,NA,0,0,NA,0,0,0.0182439,"NA 0"
"155","1687",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","15","EM",NA,0,NA,0,NA,0,"BLE",90,1,NA,0,0,NA,0,0,0.05662023,"NA 0"
"156","1818","MW",2019,"SE1902","KAU-02133","B","15",0,1,NA,"PMEA","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,"BLE",25,2,NA,0,0,NA,0,0,0.1235813,"KAU-02133 15"
"157","1819","MW",2019,"SE1902","KAU-02133","B","5",0,1,NA,"PLOB","0","0",NA,"0","0","MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.02269207,"KAU-02133 5"
"158","1820","MW",2019,"SE1902","KAU-02133","B","5",0,1,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.01463216,"KAU-02133 5"
"159","1821","MW",2019,"SE1902","KAU-02133","B","5",0,1,NA,"PLOB","0","0",NA,"0","20","MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06740275,"KAU-02133 5"
"160","1822","MW",2019,"SE1902","KAU-02133","B","5",0,1,NA,"PLOB","0","0",NA,"0","0","MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.01724906,"KAU-02133 5"
"161","1823","MW",2019,"SE1902","KAU-02133","B","5",0,1,NA,NA,"0","0",NA,"0","0","MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03575598,"KAU-02133 5"
"162","1824","MW",2019,"SE1902","KAU-02133","B","5",0,1,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.01756844,"KAU-02133 5"
"163","1825","MW",2019,"SE1902","KAU-02133","B","15",0,1,NA,NA,"0","0",NA,"0","80","KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05166121,"KAU-02133 15"
"164","1826","MW",2019,"SE1902","KAU-02133","B","15",0,1,NA,"PLOB","0","0",NA,"0","0","MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.05249762,"KAU-02133 15"
"165","1827","MW",2019,"SE1902","KAU-02133","B","15",0,1,NA,"PLOB","0","0",NA,"0","5","MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09386719,"KAU-02133 15"
"166","1828","MW",2019,"SE1902","KAU-02133","B","15",0,1,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07784118,"KAU-02133 15"
"167","2078",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","5","EM",NA,0,NA,0,NA,0,"BLE",70,1,NA,0,0,NA,0,0,0,"NA 0"
"168","2079",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,"NA 0"
"169","2604",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1090317,"NA 15"
"170","2605",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06560762,"NA 15"
"171","2606",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04941913,"NA 15"
"172","2607",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1253014,"NA 15"
"173","2608",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07621896,"NA 15"
"174","2609",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06297301,"NA 15"
"175","2610",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0417732,"NA 15"
"176","2611",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09902929,"NA 15"
"177","2612",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3455413,"NA 15"
"178","2613",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1209605,"NA 15"
"179","2614",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3115867,"NA 15"
"180","2615",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1174736,"NA 15"
"181","2616",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1432515,"NA 15"
"182","2617",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1423578,"NA 15"
"183","2618",NA,2019,"SE1902",NA,"B","15",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2020912,"NA 15"
"184","2619",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.4244976,"NA 10"
"185","2620",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.4046698,"NA 10"
"186","2621",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1234936,"NA 10"
"187","2622",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1046841,"NA 10"
"188","2623",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1021062,"NA 10"
"189","2624",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1127426,"NA 10"
"190","2625",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.6804829,"NA 10"
"191","2626",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3613486,"NA 10"
"192","2627",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.6093227,"NA 10"
"193","2628",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2439591,"NA 10"
"194","2629",NA,2019,"SE1902",NA,"B","10",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09901096,"NA 10"
"195","2630",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3121459,"NA 0"
"196","2631",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2127165,"NA 0"
"197","2632",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.5616883,"NA 0"
"198","2633",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2007765,"NA 0"
"199","2634",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3033903,"NA 0"
"200","2635",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.6272899,"NA 0"
"201","2636",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2136871,"NA 0"
"202","2637",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08329046,"NA 0"
"203","2638",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3675853,"NA 0"
"204","2639",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1526369,"NA 0"
"205","2640",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07475299,"NA 0"
"206","2641",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1852033,"NA 0"
"207","2642",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3961957,"NA 0"
"208","2643",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.6941701,"NA 0"
"209","2644",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2285544,"NA 0"
"210","2645",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.8296868,"NA 0"
"211","2646",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2873184,"NA 0"
"212","2647",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3081263,"NA 0"
"213","2648",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.388899,"NA 0"
"214","2649",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0471365,"NA 0"
"215","2650",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1321516,"NA 0"
"216","2651",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.5319268,"NA 0"
"217","2652",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.5739667,"NA 0"
"218","2653",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2912235,"NA 0"
"219","2654",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.5762993,"NA 0"
"220","2655",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1313738,"NA 0"
"221","2656",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1855918,"NA 0"
"222","2657",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.4690108,"NA 0"
"223","2658",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2995684,"NA 0"
"224","2659",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.8273181,"NA 0"
"225","2660",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1059073,"NA 0"
"226","2661",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.346052,"NA 0"
"227","2662",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2365428,"NA 0"
"228","2663",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.199055,"NA 0"
"229","2664",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2851305,"NA 0"
"230","2665",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.6302146,"NA 0"
"231","2666",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3214105,"NA 0"
"232","2667",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.5105121,"NA 0"
"233","2668",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06401578,"NA 0"
"234","2669",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1249467,"NA 0"
"235","2670",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.132436,"NA 0"
"236","2671",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07102915,"NA 0"
"237","2672",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04115337,"NA 0"
"238","2673",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1960643,"NA 0"
"239","2674",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.3002965,"NA 0"
"240","2675",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1435606,"NA 0"
"241","2676",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2294184,"NA 0"
"242","2677",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1251653,"NA 0"
"243","2678",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.4929,"NA 0"
"244","2679",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2056249,"NA 0"
"245","2680",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1249196,"NA 0"
"246","2681",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09817357,"NA 0"
"247","2682",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1979067,"NA 0"
"248","2683",NA,2019,"SE1902",NA,"B","0",0,0,NA,NA,"0","0",NA,"0","0",NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2038103,"NA 0"
"249","2749",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,"BLE",100,4,NA,0,0,NA,0,0,0.01771807,"NA 0"
"250","2750",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.01181905,"NA 0"
"251","2751",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,"BLE",100,4,NA,0,0,NA,0,0,0.01234585,"NA 0"
"252","2752",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","80","EM",NA,0,NA,0,NA,0,"BLE",90,3,"ALG",45,0,NA,0,0,0.1012066,"NA 0"
"253","2753",NA,2019,"SE1902",NA,"B","0",0,0,NA,"UNKN","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.01262101,"NA 0"
"254","2754",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.009504735,"NA 0"
"255","2755",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",50,5,NA,0,0,NA,0,0,0.01932899,"NA 0"
"256","2756",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,"BLE",100,4,NA,0,0,NA,0,0,0.01697439,"NA 0"
"257","2757",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MPAT","0","0",NA,"0","15","EF",NA,0,NA,0,NA,0,"BLE",45,4,"BLE",55,2,NA,0,0,0.05430479,"NA 0"
"258","2758",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MOSP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.0229421,"NA 0"
"259","2759",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MOSP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.01986454,"NA 0"
"260","2760",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.01521611,"NA 0"
"261","2761",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.01912616,"NA 0"
"262","2762",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","4","MD","MACA",1,NA,0,NA,0,"BLE",95,2,NA,0,0,NA,0,0,0.09601026,"NA 0"
"263","2763",NA,2019,"SE1902",NA,"B","0",0,0,NA,"UNKN","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.01128051,"NA 0"
"264","2764",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.02333452,"NA 0"
