FRAGMENT_YN,NO_SURVEY,HABITAT_CODE,REEF_ZONE,DEPTH_BIN,MAX_DEPTH,MIN_DEPTH,MISSIONID,SITE,DATE_,TRANSECTNUM,SITEVISITID,SEGMENT,SEGMENTID,SEGLENGTH,SEGWIDTH,TRANSECTID,COLONYID,OLDDEAD,RECENTDEAD_1,DIVER,TAXONCODE,COLONYLENGTH,MORPH_CODE,RECENT_GENERAL_CAUSE_CODE_1,RECENT_GENERAL_CAUSE_CODE_2,RECENT_GENERAL_CAUSE_CODE_3,CONDITION_1,CONDITION_2,CONDITION_3,EXTENT_1,EXTENT_2,EXTENT_3,NOTES,REGION,ISLANDCODE,YEAR,GENUS,S_ORDER,ISLAND,LATITUDE,LONGITUDE,TRANSECT_RANGE_LENGTH,TRANSECT_RANGE_WIDTH,RECENTDEAD_2,GENCODE,TAXONNAME,RECENT_SPECIFIC_CAUSE_CODE_1,RECENT_SPECIFIC_CAUSE_CODE_2,RECENT_SPECIFIC_CAUSE_CODE_3,SEVERITY_1,SEVERITY_2,SEVERITY_3,REGION_NAME,NO_COLONY_OBSERVED
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,0,0,BH,PLUT,8,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lutea,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,0,0,BH,PLUT,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lutea,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,0,0,BH,PLUT,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lutea,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,0,0,BH,PLUT,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lutea,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,5,0,AH,PMEA,15,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,60,3,AH,PLOB,18,MD,PRED,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,FISH,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,5,0,AH,PLOB,13,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,60,0,AH,PLOB,25,MD,,,,SGA,,,3,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,5,0,AH,MPAT,6,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,5,0,AH,MCAP,6,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,40,0,AH,PLOB,32,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4476,2.5,1,1573,,15,0,AH,PLOB,47,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,5,4474,2.5,1,1573,,70,0,AH,MCAP,16,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,5,4474,2.5,1,1573,,35,0,AH,PLOB,13,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,5,4474,2.5,1,1573,,0,0,AH,PMEA,5,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-831,26-FEB-19 12.00.00,1,12573,3,4468,2.5,1,1603,,50,0,CSC,MPAT,60,EF,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29892,157.93011,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-831,26-FEB-19 12.00.00,1,12573,3,4468,2.5,1,1603,,70,0,CSC,PDUE,25,ML,,,,,,,,,,,MHI,OAH,2019,Pavona,Scleractinia,Oahu,21.29892,157.93011,17.5,1,0,PAVS,Pavona duerdeni,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-813,12-FEB-19 12.00.00,1,12555,1,4286,2.5,1,1567,,15,5,CSC,MPAT,60,EF,PRED,,,TIN,,,5,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29892,157.93011,17.5,1,0,MOSP,Montipora patula,FISH,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-813,12-FEB-19 12.00.00,1,12555,1,4286,2.5,1,1567,,0,1,CSC,PMEA,25,BR,PRED,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29892,157.93011,17.5,1,0,POCS,Pocillopora meandrina,FISH,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-831,26-FEB-19 12.00.00,1,12573,3,4468,2.5,1,1603,,0,0,CSC,PMAL,7,EF,,,,,,,,,,,MHI,OAH,2019,Pavona,Scleractinia,Oahu,21.29892,157.93011,17.5,1,0,PAVS,Pavona maldivensis,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,25,0,CSC,PLOB,13,EF,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,40,0,CSC,MPAT,55,EF,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,30,0,CSC,MCAP,52,EM,,,,BLE,,,20,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,MOSP,Montipora capitata,,,,2,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,60,0,CSC,PVAR,40,EF,,,,,,,,,,,MHI,OAH,2019,Pavona,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,PAVS,Pavona varians,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,50,0,CSC,PDUE,24,ML,,,,,,,,,,,MHI,OAH,2019,Pavona,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,PAVS,Pavona duerdeni,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,15,0,CSC,MPAT,20,EF,,,,TIN,,,1,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,0,0,CSC,PMEA,6,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-833,26-FEB-19 12.00.00,1,12575,3,4316,2.5,1,1607,,75,0,CSC,PVAR,48,EF,,,,,,,,,,,MHI,OAH,2019,Pavona,Scleractinia,Oahu,21.30281,157.9406,17.5,1,0,PAVS,Pavona varians,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-817,12-FEB-19 12.00.00,1,12559,5,4458,2.5,1,1575,,0,0,BH,PMEA,8,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29973,157.96783,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-817,12-FEB-19 12.00.00,1,12559,5,4458,2.5,1,1575,,0,0,BH,PLOB,8,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29973,157.96783,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-817,12-FEB-19 12.00.00,1,12559,5,4458,2.5,1,1575,,80,5,BH,PMEA,33,BR,UNKN,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29973,157.96783,17.5,1,0,POCS,Pocillopora meandrina,UNKN,,,,,,Main Hawaiian Islands,0
-1,0,,,,,,SB1901,OAH-817,12-FEB-19 12.00.00,1,12559,5,4458,2.5,1,1575,,10,0,BH,PMEA,11,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29973,157.96783,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-817,12-FEB-19 12.00.00,1,12559,1,4454,2.5,1,1575,,0,0,BH,PLOB,11,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29973,157.96783,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-817,12-FEB-19 12.00.00,1,12559,1,4454,2.5,1,1575,,0,0,BH,PMEA,37,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29973,157.96783,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,5,4450,2.5,1,1589,,0,0,BH,MPAT,6,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,5,4450,2.5,1,1589,,75,5,BH,PMEA,20,BR,DZGN,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,TLS,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,5,4450,2.5,1,1589,,90,0,BH,PMEA,29,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,5,4450,2.5,1,1589,,0,0,BH,PMEA,25,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,5,4450,2.5,1,1589,,35,0,BH,PMEA,27,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,3,4446,2.5,1,1589,,0,0,BH,MPAT,6,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,3,4446,2.5,1,1589,,50,1,BH,PMEA,35,BR,UNKN,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,UNKN,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,3,4446,2.5,1,1589,,20,0,BH,PMEA,31,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-824,22-FEB-19 12.00.00,1,12566,3,4446,2.5,1,1589,,0,0,BH,MCAP,5,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,90,0,BH,PLOB,18,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,20,0,BH,MPAT,9,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,0,0,BH,PLOB,5,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,0,0,BH,PLOB,8,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,0,0,BH,PLOB,9,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,80,0,BH,PLOB,21,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,0,0,BH,PLOB,11,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,5,4438,2.5,1,1587,,40,0,BH,PMEA,27,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-823,22-FEB-19 12.00.00,1,12565,3,4434,2.5,1,1587,,5,0,BH,PLOB,8,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29036,157.89148,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-815,12-FEB-19 12.00.00,1,12557,3,4426,2.5,1,1571,,50,0,AH,PLOB,25,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-822,22-FEB-19 12.00.00,1,12564,5,4422,2.5,1,1585,,0,0,BH,MPAT,8,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.28669,157.89413,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-822,22-FEB-19 12.00.00,1,12564,5,4422,2.5,1,1585,,2,0,BH,MCAP,10,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.28669,157.89413,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-822,22-FEB-19 12.00.00,1,12564,5,4422,2.5,1,1585,,0,0,BH,MCAP,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.28669,157.89413,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,15,0,CSC,MPAT,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,0,0,CSC,PLOB,7,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,50,0,CSC,PLOB,21,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,35,0,CSC,PLOB,33,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,30,0,CSC,PLOB,10,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,30,0,CSC,PLOB,18,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,0,0,CSC,PLOB,6,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,0,0,CSC,POCS,6,KN,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POCS,Pocillopora sp,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,60,0,CSC,PLOB,24,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,80,0,CSC,PLOB,16,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,,0,CSC,PLOB,8,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,5,4372,2.5,1,1579,,7,0,CSC,PLOB,8,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-819,20-FEB-19 12.00.00,1,12561,3,4400,2.5,1,1579,,5,0,MSW,PLOB,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25912,157.70889,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,45,0,CSC,PLOB,23,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,PLOB,8,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,PLOB,8,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,PLOB,6,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,15,0,CSC,PLOB,26,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,65,0,CSC,PLOB,16,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,PLOB,8,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,PLOB,8,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,15,0,CSC,PLOB,10,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,PLOB,7,EM,,,,ALG,,,5,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,0,0,CSC,MCAP,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-818,20-FEB-19 12.00.00,1,12560,5,4310,2.5,1,1577,,25,0,CSC,PLOB,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.25891,157.70769,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-826,25-FEB-19 12.00.00,1,12568,1,4388,2.5,1,1593,,60,0,BH,PLOB,9,EM,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.28582,157.89491,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-826,25-FEB-19 12.00.00,1,12568,1,4388,2.5,1,1593,,0,0,BH,MPAT,9,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.28582,157.89491,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
