FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng,ADULT_JUV,FRAGMENT,COLONYLENG,MAXD
137,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073478840189600, ,0,0.000000000000000, 
138,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,8, ,0, ,0, ,0,0, ,0,0, ,0,0,0.204478776546000, ,0,0.000000000000000, 
139,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PLOB,0,EM,0,48,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.204879769157000, ,0,0.000000000000000, 
140,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.221794793199000, ,0,0.000000000000000, 
141,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.402339656949000, ,0,0.000000000000000, 
142,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.181220557314000, ,0,0.000000000000000, 
143,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.266750614449000, ,0,0.000000000000000, 
144,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064858692230500, ,0,0.000000000000000, 
145,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PLUT,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.168939397560000, ,0,0.000000000000000, 
146,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MCAP,0,EM,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.556899740335000, ,0,0.000000000000000, 
147,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MPAT,0,EM,0,50,UNKN,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.181544512521000, ,0,0.000000000000000, 
148,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MPAT,0,EM,0,6,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.105442022244000, ,0,0.000000000000000, 
149,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MCAP,0,EM,0,35,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.276888497317000, ,0,0.000000000000000, 
150,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PMEA,0,BR,0,5,TLS,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.308276450582000, ,0,0.000000000000000, 
151,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.141941713523000, ,0,0.000000000000000, 
152,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MCAP,0,EM,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.158348507151000, ,0,0.000000000000000, 
153,MW,2019, ,OAH_SfM17,5,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.067963592880700, ,0,0.000000000000000, 
154,MW,2019, ,OAH_SfM17,5,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070470560389400, ,0,0.000000000000000, 
155,MW,2019, ,OAH_SfM17,5,2.5000000,1.0000000,0,MCAP,0,EM,0,1, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.118920686886000, ,0,0.000000000000000, 
156,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073133097075900, ,0,0.000000000000000, 
157,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053280014286100, ,0,0.000000000000000, 
158,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,MPAT,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.266170771967000, ,0,0.000000000000000, 
159,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062973407580600, ,0,0.000000000000000, 
160,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,MPAT,0,EM,0,55, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.218623420777000, ,0,0.000000000000000, 
161,MW,2019, ,OAH_SfM17,1,2.5000000,1.0000000,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086107433960300, ,0,0.000000000000000, 
162,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101686774615000, ,0,0.000000000000000, 
163,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MPAT,0,EM,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.095179882306600, ,0,0.000000000000000, 
164,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MPAT,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.176229962261000, ,0,0.000000000000000, 
165,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PMEA,0,KN,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.085552148284300, ,0,0.000000000000000, 
166,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068937653689100, ,0,0.000000000000000, 
167,MW,2019, ,OAH_SfM17,3,2.5000000,1.0000000,0,MPAT,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.166815376864000, ,0,0.000000000000000, 
168,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049650176148600, ,0,0.000000000000000, 
169,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077854028929700, ,0,0.000000000000000, 
170,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,POSP,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012841339894500, ,0,0.000000000000000, 
171,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052086946711100, ,0,0.000000000000000, 
172,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064771598663400, ,0,0.000000000000000, 
173,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051210252173700, ,0,0.000000000000000, 
174,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056935138746100, ,0,0.000000000000000, 
175,MA,2019, ,SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079971556955900, ,0,0.000000000000000, 
176,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.367058919395000, ,0,0.000000000000000, 
177,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,25,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.159984999050000, ,0,0.000000000000000, 
178,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054520179710100, ,0,0.000000000000000, 
179,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,7, ,0, ,0, ,0,SGA,2,0, ,0,0, ,0,0,0.221121255678000, ,0,0.000000000000000, 
180,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034720744029500, ,0,0.000000000000000, 
181,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PMEA,0,BR,0,60, ,0, ,0, ,0,BLE,85,3, ,0,0, ,0,0,0.196060322200000, ,0,0.000000000000000, 
182,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056245976348600, ,0,0.000000000000000, 
183,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052160137763100, ,0,0.000000000000000, 
184,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.409388714752000, ,0,0.000000000000000, 
185,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.407545543412000, ,0,0.000000000000000, 
186,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.247769650858000, ,0,0.000000000000000, 
187,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.210381606025000, ,0,0.000000000000000, 
188,MA,2019, ,SfM18,3,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028129877467000, ,0,0.000000000000000, 
189,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051617827022800, ,0,0.000000000000000, 
190,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062087679425800, ,0,0.000000000000000, 
191,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066289742812300, ,0,0.000000000000000, 
192,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.360120924820000, ,0,0.000000000000000, 
193,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.147889824260000, ,0,0.000000000000000, 
194,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056360002349800, ,0,0.000000000000000, 
195,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077914119017500, ,0,0.000000000000000, 
196,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.067184001555900, ,0,0.000000000000000, 
197,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.046740239292000, ,0,0.000000000000000, 
198,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.076383375791200, ,0,0.000000000000000, 
199,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.221707938976000, ,0,0.000000000000000, 
200,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053151858571700, ,0,0.000000000000000, 
201,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PMEA,0,BR,0,55, ,5, ,0, ,0,BLE,85,1, ,0,0, ,0,0,0.151454613121000, ,0,0.000000000000000, 
202,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026086202378400, ,0,0.000000000000000, 
203,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045534271455900, ,0,0.000000000000000, 
204,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050359110705400, ,0,0.000000000000000, 
205,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.419351940681000, ,0,0.000000000000000, 
206,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.422317654122000, ,0,0.000000000000000, 
207,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.240323199151000, ,0,0.000000000000000, 
208,MW,2019, ,OAH_SfM18,1,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.196612842811000, ,0,0.000000000000000, 
209,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.335147131493000, ,0,0.000000000000000, 
210,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,5,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.320569399251000, ,0,0.000000000000000, 
211,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,80,TLS,50, ,0, ,0, ,0,0, ,0,0, ,0,0,0.413933931950000, ,0,0.000000000000000, 
212,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PLOB,0,EF,0,10, ,0, ,0, ,0,ALG,5,0, ,0,0, ,0,0,0.260615616956000, ,0,0.000000000000000, 
213,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PLOB,0,MD,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.352088753114000, ,0,0.000000000000000, 
214,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,POSP,0,MD,0,10,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.155806964206000, ,0,0.000000000000000, 
215,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.256933162980000, ,0,0.000000000000000, 
216,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,MPAT,0,EF,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.285850327761000, ,0,0.000000000000000, 
217,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.146069332411000, ,0,0.000000000000000, 
218,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.191300940807000, ,0,0.000000000000000, 
219,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.229848929449000, ,0,0.000000000000000, 
220,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,EF,0,40,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.578377325484000, ,0,0.000000000000000, 
221,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123670045010000, ,0,0.000000000000000, 
222,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057301396409900, ,0,0.000000000000000, 
223,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.135978601715000, ,0,0.000000000000000, 
224,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,MCAP,0,EF,0,7, ,0, ,0, ,0,BLE,70,4, ,0,0, ,0,0,0.231557530405000, ,0,0.000000000000000, 
225,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,EF,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.402937774481000, ,0,0.000000000000000, 
226,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,EF,0,40,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.131123948663000, ,0,0.000000000000000, 
227,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026273370964000, ,0,0.000000000000000, 
228,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.038108530142500, ,0,0.000000000000000, 
229,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.029906856110700, ,0,0.000000000000000, 
230,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,MCAP,0,EF,0,60, ,0, ,0, ,0,BLE,30,4, ,0,0, ,0,0,0.117218854921000, ,0,0.000000000000000, 
231,MA,2019, ,SfM19,3,2.5000000,1.0000000,0,PLOB,0,MD,0,50, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.200706951201000, ,0,0.000000000000000, 
232,MA,2019, ,SfM19,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051217282007900, ,0,0.000000000000000, 
233,MA,2019, ,SfM19,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.099069924403100, ,0,0.000000000000000, 
234,MA,2019, ,SfM19,5,2.5000000,1.0000000,0,PMEA,0,BR,0,70,TLS,90, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.334730355241000, ,0,0.000000000000000, 
235,MA,2019, ,SfM19,5,2.5000000,1.0000000,0,PMEA,0,BR,0,95, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.343767726922000, ,0,0.000000000000000, 
236,MA,2019, ,SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.419820556522000, ,0,0.000000000000000, 
237,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.334160874059000, ,0,0.000000000000000, 
238,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.148959658897000, ,0,0.000000000000000, 
239,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.245216394908000, ,0,0.000000000000000, 
240,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,MPAT,0,EM,0,6, ,0, ,0, ,0,BIN,5,0, ,0,0, ,0,0,0.284888837608000, ,0,0.000000000000000, 
241,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.204933256675000, ,0,0.000000000000000, 
242,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.127101101203000, ,0,0.000000000000000, 
243,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.224177652280000, ,0,0.000000000000000, 
244,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PLOB,0,EM,0,60, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.216573520804000, ,0,0.000000000000000, 
245,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,98, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.533295415527000, ,0,0.000000000000000, 
246,MW,2019, ,OAH_SfM19,5,2.5000000,1.0000000,0,PMEA,-1,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101004603021000, ,0,0.000000000000000, 
247,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,80,TLS,50, ,0, ,0, ,0,0, ,0,0, ,0,0,0.407521643339000, ,0,0.000000000000000, 
248,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.318954574729000, ,0,0.000000000000000, 
249,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.108826466941000, ,0,0.000000000000000, 
250,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.144525291656000, ,0,0.000000000000000, 
251,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060106737709500, ,0,0.000000000000000, 
252,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.301693519799000, ,0,0.000000000000000, 
253,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.137849192783000, ,0,0.000000000000000, 
254,MW,2019, ,OAH_SfM19,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.201221121886000, ,0,0.000000000000000, 
255,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.389304316202000, ,0,0.000000000000000, 
256,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.133469285492000, ,0,0.000000000000000, 
257,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,MCAP,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.244960098041000, ,0,0.000000000000000, 
258,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.224177652280000, ,0,0.000000000000000, 
259,MW,2019, ,OAH_SfM19,5,2.5000000,1.0000000,0,PMEA,0,BR,0,90,TLS,75, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.328242898539000, ,0,0.000000000000000, 
260,MW,2019, ,OAH_SfM19,3,2.5000000,1.0000000,0,PLOB,0,MD,0,50,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.845031372362000, ,0,0.000000000000000, 
261,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036454082019700, ,0,0.000000000000000, 
262,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.107592239875000, ,0,0.000000000000000, 
263,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.177766645084000, ,0,0.000000000000000, 
264,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054988818321000, ,0,0.000000000000000, 
265,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086489594695600, ,0,0.000000000000000, 
266,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.128882466035000, ,0,0.000000000000000, 
267,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.099747080368300, ,0,0.000000000000000, 
268,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,1, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052617962460700, ,0,0.000000000000000, 
269,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014499999865400, ,0,0.000000000000000, 
270,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027298534948100, ,0,0.000000000000000, 
271,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,POCS,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014200000092400, ,0,0.000000000000000, 
272,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.032832452906100, ,0,0.000000000000000, 
273,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024820354037100, ,0,0.000000000000000, 
