FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng
602,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.353690274
603,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066881462
604,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,-1,35, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.235803732
605,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,0,80, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.135298927
606,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PCOM,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.099746178
607,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0,TIN,1,1, ,0,0, ,0,0,0.16854498
608,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,POSP,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.138242685
609,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,-1,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.179425361
610,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,MD,-1,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.182776202
611,AH,2019,SE1902_MHI_LEG2,HAW-4263,3,2.5,1,0,PLOB,0,EM,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082445922
612,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.09312368
613,RS,2019,SE1902,HAW_4263,3,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037375125
614,RS,2019,SE1902,HAW_4263,3,1,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044364062
615,RS,2019,SE1902,HAW_4263,3,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016191974
616,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PCOM,0,KN,0,50, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.102054739
617,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PCOM,0,BR,0,45, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.674024933
618,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PCOM,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.116114297
619,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.090359559
620,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.134777484
621,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064919181
622,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.059680231
623,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053249694
624,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051924946
625,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLUT,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068406578
626,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLUT,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.108947326
627,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.28319721
628,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,50,TLS,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.127062977
629,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0500018
630,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051606201
631,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.426902753
632,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLUT,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.282910939
633,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.113780359
634,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.16469077
635,RS,2019,SE1902,HAW_4263,3,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049383095
636,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.09194705
637,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.096025519
638,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056319534
639,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.091181973
640,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050172203
641,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PCOM,0,BR,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101460387
642,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLUT,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.163531159
643,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLUT,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.186806852
644,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.130241966
645,RS,2019,SE1902,HAW_4263,3,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.196685841
646,MA,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051705416
647,MA,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0,PRS,2,0, ,0,0, ,0,0,0.066440048
648,MA,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,MD,0,40, ,0, ,0, ,0,DIS,2,0, ,0,0, ,0,0,0.229435829
649,MA,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.099741365
650,MA,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.141651439
651,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.113147028
652,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082479209
653,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.252014622
654,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.348742384
655,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.181929931
656,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.223731738
657,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.136728416
658,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084468751
659,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,50,TLS,5, ,0, ,0,ALG,5,0, ,0,0, ,0,0,0.43819288
660,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.179187946
661,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.05731492
662,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.262694975
663,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086170122
664,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066999851
665,MA,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.083549327
666,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,60,TLS,2, ,0, ,0,DIS,7,0, ,0,0, ,0,0,0.339324329
667,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.648766715
668,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,40,GAST,7, ,0, ,0, ,0,0, ,0,0, ,0,0,0.532521042
669,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,80, ,0, ,0, ,0,PRS,4,0, ,0,0, ,0,0,0.536635818
670,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.104872541
671,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064132364
672,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,12, ,0, ,0, ,0,BLE,100,1, ,0,0, ,0,0,0.422592298
673,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.237782968
674,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,80, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.233000451
675,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.19685675
676,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,70,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.405323823
677,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061460636
678,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.046862564
679,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.189321658
680,MA,2019,SE1902,HAW-4264,1,1,1,-1, ,0, ,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.003577707
681,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02129413
682,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.023260697
683,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014317123
684,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.029041349
685,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.040431671
686,MA,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011910501
687,MA,2019,SE1902,HAW-4264,7,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045009555
688,MA,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,35, ,0, ,0, ,0,ALG,5,0, ,0,0, ,0,0,0.409027689
689,RS,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.072601102
690,RS,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0,PRS,1,0, ,0,0, ,0,0,0.107340997
691,RS,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.093800852
692,RS,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06601674
693,RS,2019,SE1902,HAW-4264,1,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0,PRS,1,0, ,0,0, ,0,0,0.061436878
694,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,25,UNKN,5, ,0, ,0,PRS,1,0, ,0,0, ,0,0,0.086490694
695,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.166248759
696,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.152386482
697,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.089100226
698,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.183125094
699,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.075304714
700,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,1, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056657921
701,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045394382
702,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041861677
703,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027634219
704,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.072508344
705,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016022485
706,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.199437735
707,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,65,UNKN,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.126891173
708,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.047731959
709,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007571658
710,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022584287
711,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022078269
712,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.023003478
713,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.043689816
714,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014721752
715,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024183051
716,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.010878419
717,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.009972462
718,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.009617691
719,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,25,UNKN,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.144230717
720,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,EM,0,1, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050575191
721,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,80, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.153640001
722,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066729978
723,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.261995592
724,RS,2019,SE1902,HAW-4264,5,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.089238668
725,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013788402
726,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008825532
727,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014217243
728,RS,2019,SE1902,HAW-4264,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028689544
729,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,55,UNKN,1, ,0, ,0,DIS,1,0, ,0,0, ,0,0,0.43486951
730,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,65,TLS,5, ,0, ,0,ALG,1,0,DIS,15,0, ,0,0,0.337072366
731,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,80,PRED,10, ,0, ,0, ,0,0, ,0,0, ,0,0,0.190564976
732,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.078761031
733,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.105141856
734,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,40,TLS,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.628163712
735,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.07731966
736,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,80, ,0, ,0, ,0,PRS,2,0,SGA,1,0, ,0,0,0.519115344
737,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,85, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.333449846
738,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061045065
739,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064083461
740,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.15346094
741,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.433278444
742,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.256559486
743,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,MD,0,80,UNKN,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.402376006
744,RS,2019,SE1902,HAW-4264,7,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062190192
745,RS,2019,SE1902,HAW-4264,7,1,1,-1, ,0, ,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015384407
746,RS,2019,SE1902,HAW-4264,1,1,1,-1, ,0, ,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0064
747,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.099656059
748,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0,PRS,2,0, ,0,0, ,0,0,0.758959315
749,MA,2019,SE1902,HAW-4268,0,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.04022263
750,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,MD,0,40,FISH,1, ,0, ,0,PRS,2,0,ALG,5,0, ,0,0,0.968814421
751,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,MD,0,60, ,0,FISH,1, ,0, ,0,0, ,0,0, ,0,0,0.275757955
752,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106763288
753,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.194862849
754,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.127600627
755,MA,2019,SE1902,HAW-4268,0,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.181993682
756,MW,2019,SE1902,HAW_4268,0,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0,PRS,2,0, ,0,0, ,0,0,0.758117207
757,MW,2019,SE1902,HAW_4268,0,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.111891375
758,MW,2019,SE1902,HAW_4268,0,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.208015096
759,MW,2019,SE1902,HAW_4268,0,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123879982
760,MW,2019,SE1902,HAW_4268,0,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.118617242
761,MW,2019,SE1902,HAW_4268,1,2.5,1,0,PLOB,0,MD,0,40,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.942117658
762,MW,2019,SE1902,HAW_4268,1,2.5,1,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.151890751
763,MW,2019,SE1902,HAW_4268,1,1,1,-1, ,0, ,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0064
764, ,0, , ,0,0,0,0,PMEA,0,BR,0,25, ,0, ,0, ,0,BLE,90,3, ,0,0, ,0,0,0.309653112
765, ,0, , ,0,0,0,0,MCAP,0,EF,0,0, ,0, ,0, ,0,BLE,100,5, ,0,0, ,0,0,0.013926952
766, ,0, , ,0,0,0,0,PLOB,0,EM,0,0, ,0, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.015654072
767, ,0, , ,0,0,0,0,POSP,0,EM,0,0, ,0, ,0, ,0,ALG,5,0,BLE,100,1, ,0,0,0.024980393
768, ,0, , ,0,0,0,0,PLOB,0,EM,0,4, ,0, ,0, ,0,BLE,100,2,ALG,5,0, ,0,0,0.030907119
769, ,0, , ,0,0,0,0,MCAP,0,EF,0,30, ,0, ,0, ,0,BLE,50,3, ,0,0, ,0,0,0.184023586
770, ,0, , ,0,0,0,0,PLOB,0,EM,0,60, ,0, ,0, ,0,BLE,100,3,ALG,20,0, ,0,0,0.085092421
771, ,0, , ,0,0,0,0,PLOB,0,EM,0,50, ,0, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.038451008
772, ,0, , ,0,0,0,0,POSP,0,EM,0,0, ,0, ,0, ,0,BLE,100,4,ALG,3,0, ,0,0,0.019137658
773, ,0, , ,0,0,0,0,POSP,0,EM,0,5, ,0, ,0, ,0,BLE,100,4,ALG,10,0, ,0,0,0.038490778
