FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,JUVENILE,FRAGMENT,REMNANT,OLDDEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Leng,site_seg,SEGAREA
1567,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,35,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.186899172,HAW-4259 0,2.5
1568,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,3,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.102668641,HAW-4259 0,2.5
1569,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,45,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.226117071,HAW-4259 0,2.5
1570,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,35,BR,NA,0,NA,0,NA,0,PTR,1,0,NA,0,0,NA,0,0,0.487924021,HAW-4259 0,2.5
1571,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056044625,HAW-4259 0,2.5
1572,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050714987,HAW-4259 0,2.5
1573,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,1,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.065093856,HAW-4259 0,2.5
1574,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,75,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.244436413,HAW-4259 0,2.5
1575,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,15,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.136751782,HAW-4259 0,2.5
1576,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,40,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.614300878,HAW-4259 0,2.5
1577,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05663506,HAW-4259 0,2.5
1578,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,10,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056629673,HAW-4259 0,2.5
1579,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.060890475,HAW-4259 0,2.5
1580,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,35,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.175719237,HAW-4259 0,2.5
1581,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,15,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07651307,HAW-4259 0,2.5
1582,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050770464,HAW-4259 0,2.5
1583,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.028126144,HAW-4259 0,1
1584,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.036689508,HAW-4259 0,1
1585,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,CO,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.019998501,HAW-4259 0,1
1586,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,50,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.140000715,HAW-4259 0,2.5
1587,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056632323,HAW-4259 0,2.5
1588,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,30,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.077843753,HAW-4259 0,2.5
1589,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.052674472,HAW-4259 0,2.5
1590,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.049481815,HAW-4259 0,1
1591,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,25,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.070058833,HAW-4259 0,2.5
1592,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03465386,HAW-4259 0,1
1593,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.021094312,HAW-4259 0,1
1594,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08317746,HAW-4259 0,2.5
1595,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.060304063,HAW-4259 0,2.5
1596,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.040295161,HAW-4259 0,1
1597,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.048699999,HAW-4259 0,1
1598,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056740285,HAW-4259 0,2.5
1599,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.041269843,HAW-4259 0,1
1600,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.015160475,HAW-4259 0,1
1601,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.080747136,HAW-4259 0,2.5
1602,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,5,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.079333348,HAW-4259 0,2.5
1603,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,10,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.080802104,HAW-4259 0,2.5
1604,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046606438,HAW-4259 0,1
1605,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053720202,HAW-4259 0,2.5
1606,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.168147137,HAW-4259 0,2.5
1607,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.097400206,HAW-4259 0,2.5
1608,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.029307337,HAW-4259 0,1
1609,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.171487871,HAW-4259 0,2.5
1610,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.217944213,HAW-4259 0,2.5
1611,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.065342941,HAW-4259 0,2.5
1612,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,30,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.11314526,HAW-4259 0,2.5
1613,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,CO,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039850218,HAW-4259 0,1
1614,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,25,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.117739034,HAW-4259 0,2.5
1615,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,5,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056608833,HAW-4259 0,2.5
1616,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033905308,HAW-4259 0,1
1617,MA,2019,SE1902,HAW-04259,A,0,1,1,0,PCOM,0,-1,0,0,0,CO,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014509652,HAW-4259 0,1
1618,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.048121201,HAW-4259 0,1
1619,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,POSP,0,0,0,0,20,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06020299,HAW-4259 0,2.5
1620,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.031115591,HAW-4259 0,1
1621,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.054411763,HAW-4259 0,2.5
1622,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,5,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.066639704,HAW-4259 0,2.5
1623,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03125796,HAW-4259 0,1
1624,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046041719,HAW-4259 0,1
1625,MA,2019,SE1902,HAW-04259,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.019359751,HAW-4259 0,1
1626,MA,2019,SE1902,HAW-04259,A,0,2.5,1,0,PCOM,0,0,0,0,25,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.171212267,HAW-4259 0,2.5
1627,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,55,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.301895246,HAW-4259 10,2.5
1628,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.027118444,HAW-4259 10,1
1629,MA,2019,SE1902,HAW-04259,A,10,1,1,0,PCOM,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.015950549,HAW-4259 10,1
1630,MA,2019,SE1902,HAW-04259,A,10,1,1,0,PCOM,0,-1,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.031302557,HAW-4259 10,1
1631,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,POSP,0,0,0,0,0,EM,DZGN,90,PRED,10,NA,0,NA,0,0,NA,0,0,NA,0,0,0.117458417,HAW-4259 10,2.5
1632,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,POSP,0,0,0,0,10,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.092556631,HAW-4259 10,2.5
1633,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,3,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.108128304,HAW-4259 10,2.5
1634,MA,2019,SE1902,HAW-04259,A,10,1,1,0,PCOM,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046210929,HAW-4259 10,1
1635,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,20,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.365591152,HAW-4259 10,2.5
1636,MA,2019,SE1902,HAW-04259,A,10,1,1,0,PCOM,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033442638,HAW-4259 10,1
1637,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POCS,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.009932271,HAW-4259 10,1
1638,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,5,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072127734,HAW-4259 10,2.5
1639,MA,2019,SE1902,HAW-04259,A,10,1,1,0,PLOB,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.037489732,HAW-4259 10,1
1640,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.224380258,HAW-4259 10,2.5
1641,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.026312925,HAW-4259 10,1
1642,MA,2019,SE1902,HAW-04259,A,10,1,1,0,PCOM,0,-1,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039965111,HAW-4259 10,1
1643,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.02123982,HAW-4259 10,1
1644,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.024412496,HAW-4259 10,1
1645,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.029824151,HAW-4259 10,1
1646,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022983907,HAW-4259 10,1
1647,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,50,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.455621784,HAW-4259 10,2.5
1648,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04032431,HAW-4259 10,1
1649,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.318026823,HAW-4259 10,2.5
1650,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,POSP,0,0,0,0,35,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075586044,HAW-4259 10,2.5
1651,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,75,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.218949217,HAW-4259 10,2.5
1652,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,40,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.35220626,HAW-4259 10,2.5
1653,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,25,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.287563906,HAW-4259 10,2.5
1654,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,55,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064195016,HAW-4259 10,2.5
1655,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.028431848,HAW-4259 10,1
1656,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,POSP,0,0,0,0,0,EM,DZGN,100,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051441715,HAW-4259 10,2.5
1657,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.040620316,HAW-4259 10,1
1658,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053598601,HAW-4259 10,2.5
1659,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.125271745,HAW-4259 10,2.5
1660,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,15,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.11936172,HAW-4259 10,2.5
1661,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,30,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.247893143,HAW-4259 10,2.5
1662,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,KN,NA,0,NA,0,NA,0,ALG,2,0,NA,0,0,NA,0,0,0.098967975,HAW-4259 10,2.5
1663,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,80,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.281015445,HAW-4259 10,2.5
1664,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,55,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.079008923,HAW-4259 10,2.5
1665,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.154417874,HAW-4259 10,2.5
1666,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,POSP,0,0,0,0,60,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05642783,HAW-4259 10,2.5
1667,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,20,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.12717138,HAW-4259 10,2.5
1668,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064131195,HAW-4259 10,2.5
1669,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,15,BR,NA,0,NA,0,NA,0,ALG,1,0,NA,0,0,NA,0,0,0.084064856,HAW-4259 10,2.5
1670,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,20,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.192692009,HAW-4259 10,2.5
1671,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,15,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.116567062,HAW-4259 10,2.5
1672,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.091233437,HAW-4259 10,2.5
1673,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,ALG,1,0,NA,0,0,NA,0,0,0.050635364,HAW-4259 10,2.5
1674,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.172775578,HAW-4259 10,2.5
1675,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,35,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.276511067,HAW-4259 10,2.5
1676,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PLOB,0,0,0,0,25,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.32503466,HAW-4259 10,2.5
1677,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,80,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.12500676,HAW-4259 10,2.5
1678,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,10,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.111432356,HAW-4259 10,2.5
1679,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,3,BR,DZGN,5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.126293151,HAW-4259 10,2.5
1680,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,10,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.100245797,HAW-4259 10,2.5
1681,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071583937,HAW-4259 10,2.5
1682,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.200818524,HAW-4259 10,2.5
1683,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,80,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.161620079,HAW-4259 10,2.5
1684,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,65,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.217246611,HAW-4259 10,2.5
1685,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,70,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.314108022,HAW-4259 10,2.5
1686,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,1,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072685763,HAW-4259 10,2.5
1687,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.017252536,HAW-4259 10,1
1688,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,CO,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072141043,HAW-4259 10,2.5
1689,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,65,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08174717,HAW-4259 10,2.5
1690,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,50,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.226261021,HAW-4259 10,2.5
1691,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,30,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.129421211,HAW-4259 10,2.5
1692,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,55,BR,TLS,2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.263366096,HAW-4259 10,2.5
1693,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,45,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.263766961,HAW-4259 10,2.5
1694,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.080784467,HAW-4259 10,2.5
1695,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,35,BR,DZGN,3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.150689383,HAW-4259 10,2.5
1696,MA,2019,SE1902,HAW-04259,A,10,2.5,1,0,PCOM,0,0,0,0,10,CO,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.096076323,HAW-4259 10,2.5
1697,MA,2019,SE1902,HAW-04259,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046803098,HAW-4259 10,1
