"METHOD","SITE","SITEVISITID","TRANSECTAREA_ad","GENUS_CODE","AdColCount","AdColDen","TRANSECTAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","AcuteDZ","ChronicDZ","BLE","AcuteDZ_prev","BLE_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES"
"SfM","KAH-00646",12892,7.5,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"MOSP",0,0,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"PAVS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"POCS",0,0,3,5,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"POSP",13,1.73333333333333,3,25,8.33333333333333,9.88259048461538,25.3846153846154,0,0,0,0.133333333333333,0,7.69230769230769,0,1,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"PSSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00646",12892,7.5,"SSSS",13,1.73333333333333,3,31,10.3333333333333,9.88259048461538,25.3846153846154,0,0,0,0.133333333333333,0,7.69230769230769,0,1,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Deep","RRB",20.50115,-156.677237,21.94452911,22.24931423,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"MOSP",32,3.2,3,3,1,30.662910871875,26.09375,0,0,0.1,0.7,0,21.875,3.125,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"PAVS",1,0.1,3,0,0,9.9563146,30,0,0,0,0,0,0,0,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"POCS",4,0.4,3,0,0,22.20296475,38.75,0,0,0,0.1,0,25,0,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"POSP",13,1.3,3,1,0.333333333333333,29.5998441384615,28.0769230769231,0.615384615384615,0.2,0,0.2,15.3846153846154,15.3846153846154,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"PSSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"UNKN",0,0,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00659",12697,10,"SSSS",50,5,3,5,1.66666666666667,29.295585906,27.7,0.16,0.2,0.1,1,4,20,2,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.603972,-156.582876,15.84882658,15.84882658,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"CYPS",1,0.1,3,0,0,5.4307458,0,0,0,0,0,0,0,0,1,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"MOSP",4,0.4,3,0,0,17.097386325,31.25,0,0,0,0.3,0,75,0,1,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"PAVS",0,0,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"POCS",13,1.3,3,10,3.33333333333333,15.7188899846154,16.8461538461538,0.153846153846154,0,0,0.1,0,7.69230769230769,0,1,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"POSP",3,0.3,3,1,0.333333333333333,6.1217659,31.6666666666667,0,0,0,0,0,0,0,1,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"PSSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"UNKN",0,0,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00662",12897,10,"SSSS",21,2.1,3,13,4.33333333333333,14.1205313619048,20.9047619047619,0.0952380952380952,0,0,0.4,0,19.047619047619,0,1,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","ROB",20.513373,-156.572995,5.486132277,6.09570253,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"MOSP",5,0.5,3,3,1,19.9653975,41,0,0,0,0.1,0,20,0,1,1,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"SfM","KAH-00663",12894,10,"PAVS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_SOUTH","Forereef","Shallow","RRB",20.517361,-156.554569,5.790917403,6.400487656,200,"Maui-nui","KAH_SOUTH","KAH_SOUTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_SO","CR","OPEN",944,"KAH_CRSO_CR_OPEN","NOT","KAH_SOUTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
