"METHOD","ANALYST","REGION","OBS_YEAR","ISLAND","SEC_NAME","SITEVISITID","SITE","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","SEGMENT","SEGLENGTH","SEGWIDTH","SEGAREA","COLONYID","Fragment","S_ORDER","GENUS_CODE","SPCODE","TAXONCODE","TAXONNAME","EX_BOUND","COLONYLENGTH","OLDDEAD","GENRD1","GENRD2","GENRD3","RD1","RDEXTENT1","RD2","RDEXTENT2","RD3","RDEXTENT3","CONDITION_1","EXTENT_1","SEVERITY_1","CONDITION_2","EXTENT_2","SEVERITY_2","CONDITION_3","EXTENT_3","SEVERITY_3"
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,2.5,1,2.5,3262,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"7.0653097",2,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"ALG",1,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,2.5,1,2.5,3263,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"22.4080879",65,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3264,0,"Scleractinia","MOSP","MOSP","MOSP","Montipora sp",0,"1.6896449",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3265,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"3.920421",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3266,0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"4.892903",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3267,0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"3.6687056",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,2.5,1,2.5,3268,0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"5.7077666",2,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3269,0,"Scleractinia","MOSP","MCAP","MCAP","Montipora capitata",0,"2.9306143",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3270,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"2.0073116",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",12927,"HAW-04263","Forereef","Mid","AGR",19.162636,-155.914784,"12.19140506",12.80097531,0,1,1,1,3271,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"1.5337861",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3272,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"13.9525804",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3273,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.7805353",3,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,1,1,1,3274,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"4.0727632",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,1,1,1,3275,0,"Scleractinia","MOSP","MPAT","MPAT","Montipora patula",0,"2.7106456",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3276,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"26.5178072",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3277,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"11.2849146",5,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3278,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"10.7520277",5,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,1,1,1,3279,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"4.834015",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3280,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"38.7371928",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3281,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.033117",35,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3282,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.4306169",4,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3283,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.4602897",5,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3284,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"22.3609592",10,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3285,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"62.922763",45,"PRED","NONE","NONE","PRED",3,"NONE",0,"NONE",0,"DIS",3,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3286,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"85.7565415",60,"PRED","NONE","NONE","PRED",2,"NONE",0,"NONE",0,"PRS",1,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3287,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"22.5083538",55,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3288,0,"Scleractinia","MOSP","MCAP","MCAP","Montipora capitata",0,"5.91",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"BLE",100,3,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3289,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.1496319",2,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3290,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"16.5173606",35,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3291,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"71.2452476",30,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3292,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.3167239",2,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,2.5,1,2.5,3293,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"38.4693708",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","MHI",2019,"Hawaii","HAW_KONA",13028,"HAW-04264","Forereef","Shallow","ROB",19.551252,-155.965955,"3.962206644",6.400487656,5,1,1,1,3294,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"0.92",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3295,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"13.4599034",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3296,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.3800001",40,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3297,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"25.6146931",45,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3298,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"20.324136",10,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3299,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"10.9239049",30,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3300,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"16.4874891",35,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3301,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"2.7508907",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3302,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"17.2191753",25,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3303,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"3.1719551",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3304,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"2.2",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3305,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"13.1242067",30,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3306,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"7.2223888",10,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3307,0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"3.1709462",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3308,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"4.7319341",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3309,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.1359026",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3310,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"6.6193731",5,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3311,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"37.2410794",25,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3312,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"20.8230474",75,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3313,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"33.4267154",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3314,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"6.463072",10,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3315,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.1550386",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3316,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"9.3281563",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3317,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"23.9953412",80,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3318,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"10.3364308",10,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3319,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"6.0532471",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3320,0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"7.9773742",75,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3321,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"15.2186103",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3322,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"41.4049333",80,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3323,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"7.3892693",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"BLE",100,2,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3324,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"7.8428119",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3325,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"6.9107525",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3326,0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"3.281844",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3327,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"3.6989864",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,2.5,1,2.5,3328,0,"Scleractinia","MOSP","MPAT","MPAT","Montipora patula",0,"6.3217877",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3329,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"3.6304959",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3330,0,"Scleractinia","POSP","PCOM","PCOM","Porites compressa",0,"3.4024256",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","RS","MHI",2019,"Hawaii","HAW_KONA",12939,"HAW-04267","Forereef","Mid","AGR",19.986201,-155.835354,"13.41054557",14.62968607,0,1,1,1,3331,0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"1.5936437",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
