"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA"
"151","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.076045843,"HAW-3434 5",2.5
"154","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.146021436,"HAW-3434 5",2.5
"155","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.145466215,"HAW-3434 5",2.5
"156","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PMEA","0","0","0","0",1,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.331493852,"HAW-3434 5",2.5
"157","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.121297651,"HAW-3434 5",2.5
"158","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127225037,"HAW-3434 5",2.5
"159","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.051976148,"HAW-3434 5",2.5
"160","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",85,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.140602454,"HAW-3434 5",2.5
"165","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",1,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.121442168,"HAW-3434 5",2.5
"166","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",65,"EF","NA",0,"NA",0,"NA",0,"BLE",20,3,"NA",0,0,"NA",0,0,0.808085918,"HAW-3434 5",2.5
"167","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.125312808,"HAW-3434 5",2.5
"168","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",50,"EM","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.224552577,"HAW-3434 5",2.5
"169","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.204910346,"HAW-3434 5",2.5
"170","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.139035859,"HAW-3434 5",2.5
"171","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.134267942,"HAW-3434 5",2.5
"172","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.063015712,"HAW-3434 5",2.5
"173","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",50,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076188319,"HAW-3434 5",2.5
"174","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PMEA","0","0","0","0",0,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055366145,"HAW-3434 5",2.5
"175","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066006211,"HAW-3434 5",2.5
"176","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.105667261,"HAW-3434 5",2.5
"177","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193757168,"HAW-3434 5",2.5
"178","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.099432489,"HAW-3434 5",2.5
"179","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.080329883,"HAW-3434 5",2.5
"180","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",1,"EM","FISH",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193952287,"HAW-3434 5",2.5
"181","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.090201663,"HAW-3434 5",2.5
"182","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062529513,"HAW-3434 5",2.5
"184","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.079450236,"HAW-3434 10",2.5
"186","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",35,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.344128639,"HAW-3434 10",2.5
"187","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",3,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.213390933,"HAW-3434 10",2.5
"188","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.111520087,"HAW-3434 10",2.5
"189","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078440423,"HAW-3434 10",2.5
"190","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",40,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.154934083,"HAW-3434 10",2.5
"191","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078587148,"HAW-3434 10",2.5
"193","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.213339753,"HAW-3434 10",2.5
"194","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.125181189,"HAW-3434 10",2.5
"195","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.073543523,"HAW-3434 10",2.5
"196","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MOSP","0","0","0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.089772658,"HAW-3434 10",2.5
"197","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082476967,"HAW-3434 10",2.5
"198","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.054932777,"HAW-3434 10",2.5
"199","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",1,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.100843243,"HAW-3434 10",2.5
"200","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.088713754,"HAW-3434 10",2.5
"201","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.05241765,"HAW-3434 10",2.5
"202","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MOSP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,1,"ALG",1,0,"NA",0,0,0.118786531,"HAW-3434 10",2.5
"203","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0","0","0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086259376,"HAW-3434 10",2.5
"204","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.089586831,"HAW-3434 10",2.5
"205","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MCAP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.133311102,"HAW-3434 10",2.5
"206","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MOSP","0","0","0","0",90,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.053652587,"HAW-3434 10",2.5
"207","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",5,"EM","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.068500657,"HAW-3436 0",2.5
"209","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0","0","0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.130939261,"HAW-3436 0",2.5
"210","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",10,"EM","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.156370649,"HAW-3436 0",2.5
"211","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",45,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071091842,"HAW-3436 0",2.5
"212","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0","0","0","0",40,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"BLE",50,2,"NA",0,0,0.117872177,"HAW-3436 0",2.5
"213","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",60,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.168963191,"HAW-3436 0",2.5
"215","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.180501441,"HAW-3436 0",2.5
"216","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.140366983,"HAW-3436 0",2.5
"217","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0","0","0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.138515596,"HAW-3436 0",2.5
"218","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",25,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.274124953,"HAW-3436 0",2.5
"219","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0","0","0","0",5,"MD","GAST",3,"NA",0,"NA",0,"ALG",1,0,"TIN",5,0,"NA",0,0,0.113278418,"HAW-3436 0",2.5
"220","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",30,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.292109568,"HAW-3436 0",2.5
"221","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",85,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.191279116,"HAW-3436 0",2.5
"222","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",65,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.119397027,"HAW-3436 0",2.5
"223","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.211906229,"HAW-3436 0",2.5
"224","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098742594,"HAW-3436 0",2.5
"225","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122303312,"HAW-3436 0",2.5
"226","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.413303049,"HAW-3436 0",2.5
"227","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.229590178,"HAW-3436 0",2.5
"228","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086848028,"HAW-3436 0",2.5
"229","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0","0","0","0",90,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.128581219,"HAW-3436 0",2.5
"231","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.296007652,"HAW-3436 0",2.5
"232","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.160822137,"HAW-3436 0",2.5
"235","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.218259958,"HAW-3436 0",2.5
"236","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.119041379,"HAW-3436 0",2.5
"237","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.228531245,"HAW-3436 0",2.5
"242","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",80,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.10416607,"HAW-3436 0",2.5
"243","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.062647746,"HAW-3436 0",2.5
"247","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0","0","0","0",70,"MD","NA",0,"NA",0,"NA",0,"BLE",10,2,"NA",0,0,"NA",0,0,0.0503607,"HAW-3436 0",2.5
"255","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0","0","0","0",70,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.143294975,"HAW-3436 0",2.5
"256","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0","0","0","0",15,"EF","NA",0,"NA",0,"NA",0,"BLE",40,2,"NA",0,0,"NA",0,0,0.11658855,"HAW-3436 5",2.5
"257","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MPAT","0","0","0","0",85,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.426531417,"HAW-3436 5",2.5
"259","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"SGA",2,0,"NA",0,0,"NA",0,0,0.089663594,"HAW-3436 5",2.5
"262","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MPAT","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065907284,"HAW-3436 5",2.5
"263","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065123421,"HAW-3436 5",2.5
"266","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0","0","0","0",1,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.06249496,"HAW-3436 5",2.5
"269","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.054458515,"HAW-3436 5",2.5
"270","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.065576596,"HAW-3436 5",2.5
"271","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0","0","0","0",0,"EF","PRED",3,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.075049449,"HAW-3436 5",2.5
"272","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0","0","0","0",45,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.114854734,"HAW-3436 5",2.5
"273","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.091913275,"HAW-3436 5",2.5
"274","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.058772868,"HAW-3436 5",2.5
"275","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0","0","0","0",5,"MD","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.140373681,"HAW-3436 5",2.5
"276","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.20629079,"HAW-3436 10",2.5
"277","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",30,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.105315622,"HAW-3436 10",2.5
"278","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",50,2,"NA",0,0,"NA",0,0,0.269328238,"HAW-3436 10",2.5
"280","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.051470865,"HAW-3436 10",2.5
"283","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MPAT","0","0","0","0",45,"EF","UNKN",10,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.104805438,"HAW-3436 10",2.5
"284","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLUT","0","0","0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.203159051,"HAW-3436 10",2.5
"285","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.090449821,"HAW-3436 10",2.5
"288","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MPAT","0","0","0","0",25,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.058538535,"HAW-3436 10",2.5
"289","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075600264,"HAW-3436 10",2.5
"293","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",45,"MD","NA",0,"NA",0,"NA",0,"SGA",1,0,"NA",0,0,"NA",0,0,0.186549002,"HAW-3436 10",2.5
"294","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.067596597,"HAW-3436 10",2.5
"297","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054659399,"HAW-3436 10",2.5
"298","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.118013771,"HAW-3436 10",2.5
"299","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.096126999,"HAW-3436 10",2.5
"300","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",85,"EM","NA",0,"NA",0,"NA",0,"BLE",75,2,"NA",0,0,"NA",0,0,0.191277729,"HAW-3436 10",2.5
"301","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",45,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.081645882,"HAW-3436 10",2.5
"302","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",20,"EF","NA",0,"NA",0,"NA",0,"ALG",10,0,"BLE",100,3,"NA",0,0,0.090175385,"HAW-3436 10",2.5
"303","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.056087876,"HAW-3436 10",2.5
"304","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056332051,"HAW-3436 10",2.5
"305","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",90,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083645203,"HAW-3436 10",2.5
"306","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","POSP","0","0","0","0",35,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050996568,"HAW-3436 10",2.5
"307","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",25,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082775963,"HAW-3436 10",2.5
"308","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",30,"EF","NA",0,"NA",0,"NA",0,"BLE",10,2,"NA",0,0,"NA",0,0,0.293195038,"HAW-3436 10",2.5
"309","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"ALG",10,0,"NA",0,0,"NA",0,0,0.195478516,"HAW-3436 10",2.5
"310","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.059012202,"HAW-3436 10",2.5
"311","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0","0","0","0",75,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.148423448,"HAW-3436 10",2.5
"312","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0","0","0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.063540381,"HAW-3436 10",2.5
"313","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MPAT","0","0","0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.106279819,"HAW-3436 10",2.5
