"METHOD","SITE","SITEVISITID","SEGMENT","SEG_ad","GENUS_CODE","AdColCount","AdColDen","SEGAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","AcuteDZ","ChronicDZ","BLE","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","TRANSECT","SITE_SEG","ANALYST","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES"
"SfM","MAI-02489",12633,10,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"LEPT",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"MOSP",4,1.6,1,1,1,19.989536,23.75,0,0,0,1.2,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"PAVS",0,0,1,2,2,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"POCS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"POSP",5,2,1,0,0,24.45039242,27.2,0.8,0,0,0,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"PSSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"UNKN",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"LESP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,10,2.5,"SSSS",9,3.6,1,3,3,22.4677895666667,25.6666666666667,0.444444444444444,0,0,1.2,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_10","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"CYPS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"CYSP",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"FUSP",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"GARS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"LEPT",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"MOSP",5,2,NA,NA,NA,14.10835788,28,0,0,0,0.4,1,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"PAVS",1,0.4,NA,NA,NA,15.7664201,10,0,0,0,0,1,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"POCS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"POSP",6,2.4,NA,NA,NA,20.8853433833333,25.8333333333333,0.666666666666667,0,0,0,1,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"PSSP",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"UNKN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"BASP",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"LESP",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02489",12633,15,2.5,"SSSS",12,4.8,NA,NA,NA,17.6350224833333,25.4166666666667,0.333333333333333,0,0,0.4,1,NA,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.7034,-156.4521,10.97226455,11.88662,1,"MAI-02489_15","MSL",682.5282166,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"FUSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"LEPT",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"MOSP",7,2.8,1,14,14,8.79802818571429,22.2857142857143,5,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"PAVS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"POCS",1,0.4,1,0,0,11.5627377,0,2,0,0,0,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"POSP",28,11.2,1,6,6,22.8336664535714,24.3214285714286,0,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"PSSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"UNKN",0,0,1,4,4,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"LESP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,0,2.5,"SSSS",36,14.4,1,24,24,19.7914332138889,23.25,1.02777777777778,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_0","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"FUSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"LEPT",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"MOSP",7,2.8,1,4,4,10.7870289571429,21,0,0,0,0.8,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"PAVS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"POCS",4,1.6,1,0,0,14.813139175,3.25,0,0,0,0.4,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"POSP",32,12.8,1,2,2,20.845818225,16.09375,0,0,1.2,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"PSSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"UNKN",0,0,1,3,3,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"LESP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,5,2.5,"SSSS",43,17.2,1,9,9,18.647161455814,15.6976744186047,0,0,1.2,1.2,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_5","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,10,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_10","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"SfM","MAI-02502",12673,10,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962206644,4.571777,1,"MAI-02502_10","CA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
