"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","SEGAREA","site_seg","REVIEW_ANALYST","Lump_Split_Error","SPCODE_CORRECT","MORPH_CORRECT","RDCAUSE_CORRECT","CONDITION_CORRECT","SEVERITY_CORRECT","SIZE_CORRECT","DELETE_COLONY"
2357,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,35,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.130222272,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2362,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050224496,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2363,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.092051508,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2364,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.103085062,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2365,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"MCAP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06637025,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2366,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069386022,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2367,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,"ALG",10,0,NA,0,0,NA,0,0,0.062517998,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2368,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,"ALG",15,0,NA,0,0,NA,0,0,0.169446422,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2369,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081608149,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2370,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106807537,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2371,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.078008525,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2372,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.086409779,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2373,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.084451939,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2374,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.140223036,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2375,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PCOM",0,0,0,0,45,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.113475019,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2376,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059340795,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2377,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.128540187,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2378,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094194056,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2379,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.108763643,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2380,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"MCAP",0,0,0,0,70,"EM",NA,0,NA,0,NA,0,"BLE",30,2,NA,0,0,NA,0,0,0.203167813,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2381,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.093029243,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2382,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055254773,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2383,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,40,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.068889768,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2384,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PCOM",0,0,0,0,25,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.133976491,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2385,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.24306748,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2386,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"MCAP",0,0,0,0,75,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.127615437,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2387,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,40,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.123267919,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2388,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098356292,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2389,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056222593,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2390,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081188731,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2391,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.082386224,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2392,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PCOM",0,0,0,0,70,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.19248161,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2393,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.134479477,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2394,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"MCAP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069757436,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2395,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05707057,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2396,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.141640813,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2397,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.095320984,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2398,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.15230581,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2399,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,70,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.125489482,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
3810,"AH",2019,"SE1902","KAH-00662","A",0,2.5,1,0,"PMEA",0,0,0,0,45,"BR","UNKN",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.219811215,2.5,"KAH-00662_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
3812,"AH",2019,"SE1902","KAH-00662","A",0,2.5,1,0,"PMEA",0,0,0,0,20,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.253231002,2.5,"KAH-00662_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
3814,"AH",2019,"SE1902","KAH-00662","A",0,2.5,1,0,"MPAT",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,"BLE",40,2,NA,0,0,NA,0,0,0.050602964,2.5,"KAH-00662_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
3815,"AH",2019,"SE1902","KAH-00662","A",0,2.5,1,0,"PMEA",0,0,0,0,3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.244684491,2.5,"KAH-00662_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
3816,"AH",2019,"SE1902","KAH-00662","A",0,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,"BLE",20,1,NA,0,0,NA,0,0,0.053336761,2.5,"KAH-00662_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
3829,"AH",2019,"SE1902","KAH-00662","A",10,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.070170365,2.5,"KAH-00662_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
3830,"AH",2019,"SE1902","KAH-00662","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EF",NA,0,NA,0,NA,0,"BLE",70,1,NA,0,0,NA,0,0,0.102651303,2.5,"KAH-00662_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
3833,"AH",2019,"SE1902","KAH-00662","A",10,2.5,1,0,"PMEA",0,0,0,0,40,"KN",NA,0,NA,0,NA,0,"BLE",10,1,NA,0,0,NA,0,0,0.082884981,2.5,"KAH-00662_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
3834,"AH",2019,"SE1902","KAH-00662","A",10,2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.143655177,2.5,"KAH-00662_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
3835,"AH",2019,"SE1902","KAH-00662","A",10,2.5,1,0,"PMEA",0,0,0,0,0,"KN",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.055949442,2.5,"KAH-00662_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
3837,"AH",2019,"SE1902","KAH-00662","A",10,2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,"BLE",10,1,NA,0,0,NA,0,0,0.22910478,2.5,"KAH-00662_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5416,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,50,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.508363422,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5417,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.144510519,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5418,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081189285,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5419,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.120116277,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5420,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.067412305,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5422,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.145312422,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5423,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"LC","PRED",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.174403615,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5425,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064378646,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5427,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,35,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.318675383,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5428,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MPAT",0,0,0,0,20,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.359530319,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5429,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.405286368,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5430,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.131622034,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5432,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,20,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.217112919,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5433,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"LC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.995475085,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5434,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.169518289,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5435,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.146946145,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5436,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,30,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.8136927,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5437,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PLOB",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1141845,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5438,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PVAR",0,0,0,0,20,"EC","PRED",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.202682338,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5439,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.355466145,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5440,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.274048828,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5441,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PCOM",0,0,0,0,25,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.145460166,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5442,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.073731014,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5443,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.147742376,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5444,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.496641863,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5445,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.47926331,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5446,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.165359639,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5447,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.178491709,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5448,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,5,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.287453526,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5449,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"MCAP",0,0,0,0,35,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.605628144,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5450,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"PLOB",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.099074113,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
5464,"FL",2019,"SE1902","MAI-02466","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.251459262,2.5,"MAI-02466_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
6370,"FL",2019,"SE1902","MAI-02530","A",0,2.5,1,-1," ",0,0,0,0,0," ",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08580373,2.5,"MAI-02530_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
7524,"MSL",2019,"SE1902","MOL-02197","A",0,2.5,1,0,"PMEA",0,0,0,0,10,"BR",NA,0,NA,0,NA,0,"BLE",10,1,NA,0,0,NA,0,0,0.36126583,2.5,"MOL-02197_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
7529,"MSL",2019,"SE1902","MOL-02197","A",0,2.5,1,0,"PLOB",0,0,0,0,30,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.119706852,2.5,"MOL-02197_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
7615,"MSL",2019,"SE1902","MOL-02227","A",5,2.5,1,0,"PLOB",0,0,0,0,60,"EF",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.101600887,2.5,"MOL-02227_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
7617,"MSL",2019,"SE1902","MOL-02227","A",5,2.5,1,0,"PLOB",0,0,0,0,20,"EF",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.073428196,2.5,"MOL-02227_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
7618,"MSL",2019,"SE1902","MOL-02227","A",5,2.5,1,0,"PLOB",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.079565319,2.5,"MOL-02227_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
7619,"MSL",2019,"SE1902","MOL-02227","A",5,2.5,1,0,"PMEA",0,0,0,0,0,"BR","FISH",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.158506056,2.5,"MOL-02227_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
7620,"MSL",2019,"SE1902","MOL-02227","A",5,2.5,1,0,"PLOB",0,0,0,0,40,"EM","TLS",5,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.064505659,2.5,"MOL-02227_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
7621,"MSL",2019,"SE1902","MOL-02227","A",5,2.5,1,0,"PLOB",0,0,0,0,40,"EF",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.107535344,2.5,"MOL-02227_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
409,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PLOB",0,-1,0,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018017769,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
410,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PMEA",0,-1,0,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019611476,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
411,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PLOB",0,-1,0,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013327039,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
412,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PLOB",0,-1,0,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022680829,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
413,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PLOB",0,-1,0,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017523127,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
414,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PLOB",0,-1,0,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021009761,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
415,"MA",2019,"SE1902","HAW-04292","B",10,1,1,0,"PLOB",0,-1,0,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043724707,1,"HAW-04292_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
