"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","SEGAREA","site_seg","REVIEW_ANALYST","Lump_Split_Error","SPCODE_CORRECT","MORPH_CORRECT","RDCAUSE_CORRECT","CONDITION_CORRECT","SEVERITY_CORRECT","SIZE_CORRECT","DELETE_COLONY"
2835,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,50,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.143606823,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2836,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.062969277,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2837,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,35,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.246405784,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2838,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,10,"BR","TLS",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.140234375,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2839,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,5,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098514669,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2840,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.105832178,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2841,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,40,"BR",NA,0,NA,0,NA,0,"BLE",100,3,NA,0,0,NA,0,0,0.166257271,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2842,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,25,"BR","TLS",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.188591225,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2843,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.120623587,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2844,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,15,"BR",NA,0,NA,0,NA,0,"DIS",3,0,NA,0,0,NA,0,0,0.25644635,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2845,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074677574,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2846,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,30,"BR",NA,0,NA,0,NA,0,"BLE",60,3,NA,0,0,NA,0,0,0.116954051,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2847,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,25,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.162508583,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2848,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.170266644,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2849,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063473853,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2850,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,20,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.076628258,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2851,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PCOM",0,0,0,0,5,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074691699,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
2852,"MA",2019,"SE1902","HAW-04294","A",15,2.5,1,0,"PVAR",-1,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,2.677612552,2.5,"HAW-04294_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3223,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"MCAP",0,0,0,0,15,"EF",NA,0,NA,0,NA,0,"BLE",90,2,NA,0,0,NA,0,0,0.722667558,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3224,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"POSP",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.33225871,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3225,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"POSP",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,"ALG",1,0,"SGA",1,0,NA,0,0,0.290242692,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3226,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"MCAP",0,0,0,0,35,"MD","TLS",1,"PRED",5,"UNKN",10,"BLE",50,2,NA,0,0,NA,0,0,0.972076257,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3227,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"POSP",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05858225,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3228,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"MCAP",0,0,0,0,20,"EF",NA,0,NA,0,NA,0,"BLE",100,3,NA,0,0,NA,0,0,0.05230411,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3230,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"PLOB",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.154445848,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
3231,"FL",2019,"SE1902","KAH-00619","A",5,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.328715576,2.5,"KAH-00619_5","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5468,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,80,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.246295452,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5471,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.101558358,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5473,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,45,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.241995558,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5474,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.191534905,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5475,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PCOM",0,0,0,0,35,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.177085205,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5476,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05783563,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5477,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,30,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.145769476,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5478,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,75,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.238720359,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5479,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,-1,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.398578097,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5480,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.231050493,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5482,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.340552858,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5483,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06300127,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5484,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,4,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.237181154,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5485,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLUT",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,"DIS",1,0,NA,0,0,NA,0,0,0.12811327,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5486,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.062300963,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5487,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,30,"PL",NA,0,NA,0,NA,0,"BLE",90,1,NA,0,0,NA,0,0,0.955214765,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5488,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.144391483,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5489,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.152510328,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5490,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,3,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.054063759,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5491,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106079262,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5492,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.052497811,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5493,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051628383,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5494,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069808666,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5495,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051564426,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5496,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,4,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.066044606,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5497,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,45,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.420356907,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5498,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.108577023,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5499,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.070057191,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5500,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08393575,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5501,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,45,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.231439949,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5502,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,40,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.136880568,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5503,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,25,"KN",NA,0,NA,0,NA,0,"BLE",55,2,NA,0,0,NA,0,0,0.401103939,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5504,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063949121,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5505,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,3,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.089916516,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5506,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,"BLE",85,2,NA,0,0,NA,0,0,0.28757971,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5507,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,3,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094500212,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5508,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,30,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.127584326,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5509,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063306557,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5510,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,3,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.052178539,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5511,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,"SGA",3,0,NA,0,0,NA,0,0,0.137000037,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5512,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PCOM",0,0,0,0,3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081770655,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5513,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.117367201,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5514,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.084713281,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5515,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.10754069,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5516,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.082603875,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5517,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098154674,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5518,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07105329,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5519,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,4,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.158039236,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5520,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.062342442,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5521,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,5,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.289759158,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5522,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"PLOB",0,0,0,0,15,"MD","MACA",1,NA,0,NA,0,"PRS",2,0,NA,0,0,NA,0,0,0.45308306,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5523,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106627623,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5524,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.119345297,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5525,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050326236,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
5526,"CA",2019,"SE1902","MAI-02483","A",0,2.5,1,0,"MCAP",0,0,0,-1,0,"KN","MACA",3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07352197,2.5,"MAI-02483_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
6069,"CA",2019,"SE1902","MAI-02505","A",10,2.5,1,-1," ",0,0,0,0,0," ",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.127684142,2.5,"MAI-02505_10","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7512,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051903372,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7513,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"POSP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059397054,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7514,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055890697,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7515,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.095428559,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7516,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"PLOB",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.139665206,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7517,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"PLOB",0,0,0,0,70,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.18351959,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7518,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"POSP",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.054267209,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7519,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"PLOB",0,0,0,0,90,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.203569006,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7520,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"MPAT",0,0,0,0,65,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.263513281,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7521,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"POSP",0,0,0,0,90,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.073789769,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7522,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"PLOB",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.111040983,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7523,"AH",2019,"SE1902","MOL-02194","A",15,2.5,1,0,"POSP",0,0,0,0,95,"MD","PRED",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.221877917,2.5,"MOL-02194_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
7694,"FL",2019,"SE1902","MOL-02242","A",15,2.5,1,-1," ",0,0,0,0,0," ",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.114999999,2.5,"MOL-02242_15","MSL",NA,NA,NA,NA,NA,NA,NA,NA
8285,"RS",2019,"SE1902","MOL-02263","A",0,2.5,1,0,"PLUT",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.102575681,2.5,"MOL-02263_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
8286,"RS",2019,"SE1902","MOL-02263","A",0,2.5,1,0,"PLOB",0,0,0,0,50,"MD","UNKN",10,NA,0,NA,0,"BLE",5,2,NA,0,0,NA,0,0,0.192918222,2.5,"MOL-02263_0","MSL",NA,NA,NA,NA,NA,NA,NA,NA
