"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","REVIEW_ANALYST"
3067,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,75,"BR",NA,0,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.347881273,"HAW-4300 10",2.5,"MSL"
3068,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,85,"BR",NA,0,NA,0,NA,0,"BLE",10,4,NA,0,0,NA,0,0,1.416291672,"HAW-4300 10",2.5,"MSL"
3069,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.32068851,"HAW-4300 10",2.5,"MSL"
3070,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.172622159,"HAW-4300 10",2.5,"MSL"
3071,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,70,"BR","DZGN",2,NA,0,NA,0,"BLE",20,1,NA,0,0,NA,0,0,0.528621272,"HAW-4300 10",2.5,"MSL"
3072,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.226916064,"HAW-4300 10",2.5,"MSL"
3073,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.654233048,"HAW-4300 10",2.5,"MSL"
3074,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059962072,"HAW-4300 10",2.5,"MSL"
3075,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.182436236,"HAW-4300 10",2.5,"MSL"
3076,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PLUT",0,0,0,0,1,"MD",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.092086916,"HAW-4300 10",2.5,"MSL"
3077,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PLUT",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.250661067,"HAW-4300 10",2.5,"MSL"
3078,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PLUT",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.515414444,"HAW-4300 10",2.5,"MSL"
3079,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"MCAP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,"BLE",20,1,NA,0,0,NA,0,0,0.109249531,"HAW-4300 10",2.5,"MSL"
3080,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"MCAP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,"BLE",20,1,NA,0,0,NA,0,0,0.128071387,"HAW-4300 10",2.5,"MSL"
3081,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,80,"BR","TLS",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.346628217,"HAW-4300 10",2.5,"MSL"
3082,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,50,"BR",NA,0,NA,0,NA,0,"BLE",40,1,NA,0,0,NA,0,0,0.258860967,"HAW-4300 10",2.5,"MSL"
3083,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.127684142,"HAW-4300 10",2.5,"MSL"
3084,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PLUT",0,0,0,0,45,"MD",NA,0,NA,0,NA,0,"SGA",5,0,NA,0,0,NA,0,0,0.515145271,"HAW-4300 10",2.5,"MSL"
3085,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.225275943,"HAW-4300 10",2.5,"MSL"
3086,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PLUT",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,"PTR",10,0,NA,0,0,NA,0,0,0.217891831,"HAW-4300 10",2.5,"MSL"
3087,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.177372433,"HAW-4300 10",2.5,"MSL"
3088,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.167925847,"HAW-4300 10",2.5,"MSL"
3089,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PLUT",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,"BLE",5,3,NA,0,0,NA,0,0,0.440856496,"HAW-4300 10",2.5,"MSL"
3090,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.251079787,"HAW-4300 10",2.5,"MSL"
3091,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064458514,"HAW-4300 10",2.5,"MSL"
3092,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053519529,"HAW-4300 10",2.5,"MSL"
3093,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,15,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.2992587,"HAW-4300 10",2.5,"MSL"
3094,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"MCAP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.065012768,"HAW-4300 10",2.5,"MSL"
3095,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.070718103,"HAW-4300 10",2.5,"MSL"
3096,"AH",2019,"SE1902","HAW-04300","A",10,1,1,0,"POSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.037522526,"HAW-4300 10",1,"MSL"
3097,"AH",2019,"SE1902","HAW-04300","A",10,1,1,0,"POSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.031041262,"HAW-4300 10",1,"MSL"
3098,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,-1,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039719013,"HAW-4300 10",2.5,"MSL"
3099,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056985964,"HAW-4300 10",2.5,"MSL"
3100,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053160606,"HAW-4300 10",2.5,"MSL"
3101,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"PCOM",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07620794,"HAW-4300 10",2.5,"MSL"
3102,"AH",2019,"SE1902","HAW-04300","A",10,1,1,0,"MOSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.00979847,"HAW-4300 10",1,"MSL"
3103,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.288084188,"HAW-4300 10",2.5,"MSL"
3104,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.153979382,"HAW-4300 10",2.5,"MSL"
3105,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.146970065,"HAW-4300 10",2.5,"MSL"
3106,"AH",2019,"SE1902","HAW-04300","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,"BLE",40,2,NA,0,0,NA,0,0,0.16907173,"HAW-4300 10",2.5,"MSL"
4067,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.060484711,"KAU-2115 15",2.5,"MSL"
4068,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053922909,"KAU-2115 15",2.5,"MSL"
4069,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PLOB",0,0,0,0,55,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.084499467,"KAU-2115 15",2.5,"MSL"
4070,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"MPAT",0,0,0,0,75,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.095981509,"KAU-2115 15",2.5,"MSL"
4071,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"MPAT",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050276535,"KAU-2115 15",2.5,"MSL"
4072,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"MPAT",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.061473328,"KAU-2115 15",2.5,"MSL"
4073,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.076814713,"KAU-2115 15",2.5,"MSL"
4074,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PDAM",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09444178,"KAU-2115 15",2.5,"MSL"
4075,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PLOB",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.129988961,"KAU-2115 15",2.5,"MSL"
4076,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"MCAP",0,0,0,0,75,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.205656268,"KAU-2115 15",2.5,"MSL"
4077,"MA",2019,"SE1902","KAU-02115","A",15,2.5,1,0,"PDAM",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050458399,"KAU-2115 15",2.5,"MSL"
5207,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PLUT",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.177186034,"MAI-2466 0",2.5,"MSL"
5208,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.226509095,"MAI-2466 0",2.5,"MSL"
5209,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PLOB",0,0,0,0,2,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.122906875,"MAI-2466 0",2.5,"MSL"
5210,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PLOB",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.103805973,"MAI-2466 0",2.5,"MSL"
5211,"FL",2019,"SE1902","MAI-02466","A",0,1,1,0,"POSP",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.048435731,"MAI-2466 0",1,"MSL"
5212,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,1,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0982912,"MAI-2466 0",2.5,"MSL"
5213,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PCOM",0,0,0,0,30,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.323323863,"MAI-2466 0",2.5,"MSL"
5214,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PCOM",0,0,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.096706256,"MAI-2466 0",2.5,"MSL"
5215,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MPAT",0,0,0,0,20,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.748612442,"MAI-2466 0",2.5,"MSL"
5216,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"LM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.884033512,"MAI-2466 0",2.5,"MSL"
5217,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055810483,"MAI-2466 0",2.5,"MSL"
5218,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,40,"KN","MACA",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.435803683,"MAI-2466 0",2.5,"MSL"
5219,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.238549888,"MAI-2466 0",2.5,"MSL"
5220,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081567765,"MAI-2466 0",2.5,"MSL"
5221,"FL",2019,"SE1902","MAI-02466","A",0,1,1,0,"MCAP",0,-1,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.040820828,"MAI-2466 0",1,"MSL"
5222,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.174311216,"MAI-2466 0",2.5,"MSL"
5223,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PCOM",0,0,0,0,15,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.507440006,"MAI-2466 0",2.5,"MSL"
5224,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,5,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.225508426,"MAI-2466 0",2.5,"MSL"
5225,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,2,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.153631053,"MAI-2466 0",2.5,"MSL"
5226,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,2,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.178753378,"MAI-2466 0",2.5,"MSL"
5227,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,5,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.172437959,"MAI-2466 0",2.5,"MSL"
5228,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,35,"KN","MACA",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.368548626,"MAI-2466 0",2.5,"MSL"
5229,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,5,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.886809365,"MAI-2466 0",2.5,"MSL"
5230,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.330716464,"MAI-2466 0",2.5,"MSL"
5231,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,2,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.535999598,"MAI-2466 0",2.5,"MSL"
5232,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.116122781,"MAI-2466 0",2.5,"MSL"
5233,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.111873232,"MAI-2466 0",2.5,"MSL"
5234,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.286658351,"MAI-2466 0",2.5,"MSL"
5235,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,15,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.288507208,"MAI-2466 0",2.5,"MSL"
5236,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.093911928,"MAI-2466 0",2.5,"MSL"
5237,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.311980655,"MAI-2466 0",2.5,"MSL"
5299,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.257655273,"MAI-2466 0",2.5,"MSL"
5300,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.403028636,"MAI-2466 0",2.5,"MSL"
5301,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"LC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.918902242,"MAI-2466 0",2.5,"MSL"
5302,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MCAP",0,0,0,0,0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.213476111,"MAI-2466 0",2.5,"MSL"
5303,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"SGA",2,0,NA,0,0,NA,0,0,0.148146312,"MAI-2466 0",2.5,"MSL"
5304,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MPAT",-1,0,0,0,0,"EF","CIL",0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.170364678,"MAI-2466 0",2.5,"MSL"
5305,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.146097809,"MAI-2466 0",2.5,"MSL"
5306,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"POSP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.260833011,"MAI-2466 0",2.5,"MSL"
5307,"FL",2019,"SE1902","MAI-02466","A",0,2.5,1,0,"MPAT",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053041587,"MAI-2466 0",2.5,"MSL"
5308,"FL",2019,"SE1902","MAI-02466","A",0,1,1,0,"POSP",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.027303114,"MAI-2466 0",1,"MSL"
5309,"FL",2019,"SE1902","MAI-02466","A",0,1,1,0,"POSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.000282842,"MAI-2466 0",1,"MSL"
6215,"FL",2019,"SE1902","MAI-02530","A",0,1,1,-1," ",0,0,0,0,0," ",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0159,"MAI-2530 0",1,"MSL"
6216,"FL",2019,"SE1902","MAI-02530","A",0,2.5,1,-1," ",0,0,0,0,0," ",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0039,"MAI-2530 0",2.5,"MSL"
6504,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.128887587,"MAI-2541 10",2.5,"MSL"
6505,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.224677012,"MAI-2541 10",2.5,"MSL"
6506,"CA",2019,"SE1902","MAI-02541","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.024467529,"MAI-2541 10",1,"MSL"
6507,"CA",2019,"SE1902","MAI-02541","A",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039348951,"MAI-2541 10",1,"MSL"
6508,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MCAP",0,0,0,0,15,"KN","MACA",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.598736351,"MAI-2541 10",2.5,"MSL"
6509,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.174500716,"MAI-2541 10",2.5,"MSL"
6510,"CA",2019,"SE1902","MAI-02541","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.025229546,"MAI-2541 10",1,"MSL"
6511,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.145487902,"MAI-2541 10",2.5,"MSL"
6512,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072776369,"MAI-2541 10",2.5,"MSL"
6513,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"MD","MACA",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085030876,"MAI-2541 10",2.5,"MSL"
6514,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,75,"MD","MACA",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.539848017,"MAI-2541 10",2.5,"MSL"
6515,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.161895305,"MAI-2541 10",2.5,"MSL"
6516,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,45,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.144429533,"MAI-2541 10",2.5,"MSL"
6517,"CA",2019,"SE1902","MAI-02541","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022877937,"MAI-2541 10",1,"MSL"
6518,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MCAP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.304014949,"MAI-2541 10",2.5,"MSL"
6519,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.937591148,"MAI-2541 10",2.5,"MSL"
6520,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"EM","MACA",10,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.137255165,"MAI-2541 10",2.5,"MSL"
6521,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,3,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.104073291,"MAI-2541 10",2.5,"MSL"
6522,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.096301454,"MAI-2541 10",2.5,"MSL"
6523,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"UNKN",0,0,0,-1,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.107996343,"MAI-2541 10",2.5,"MSL"
6524,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MCAP",0,0,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.204616373,"MAI-2541 10",2.5,"MSL"
6525,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.091819661,"MAI-2541 10",2.5,"MSL"
