"","X.1","X","SITEVISITID","REGION","ISLAND","SITE","OLD_SITE","OCC_SITEID","REEF_ZONE","DEPTH_BIN","ROUNDID","MISSIONID","OBS_YEAR","DATE_","HABITAT_CODE","LATITUDE_SV","LONGITUDE_SV","LATITUDE_LOV","LONGITUDE_LOV","EXCLUDE_FLAG","CLIMATE_STATION_YN","PERM_SITE","TRANSECT_PHOTOS","PHOTOMOSAIC_YN","new_MIN_DEPTH_M","new_MAX_DEPTH_M","benth","fish","arms_d","arms_r","cau_d","cau_r","microb","ARMS","Benthic","CAU","Fish","Oceanography","HUMANS20","HUMANS200","TYPE","ANALYSIS_SCHEME","bANALYSIS_SCHEME","ANALYSIS_YEAR","TUT2012","OTHER_AREA_GROUPING","SPECIAL_PROJ_YN","SPECIAL_PROJ_DESCRIPTION","depth_bin","SEC_NAME"
"59",12526,NA,51444,"SAMOA","Tutuila","TUT-05902","TUT-5902",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/18/2023 09.32.57","AGR",-14.361659,-170.750929,-14.361659,-170.750929,0,0,0,-1,0,20.11581835,21.33495885,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_FAGALUA"
"60",12527,NA,51445,"SAMOA","Tutuila","TUT-05788","TUT-5788",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/18/2023 10.40.38","AGR",-14.361147,-170.748325,-14.361147,-170.748325,0,0,0,-1,0,11.58183481,13.10576044,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_FAGALUA"
"61",12528,NA,51446,"SAMOA","Tutuila","TUT-05789","TUT-5789",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/18/2023 12.38.50","AGR",-14.359775,-170.749356,-14.359775,-170.749356,0,0,0,-1,0,4.266991771,5.790917403,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_FAGALUA"
"62",12529,NA,51447,"SAMOA","Tutuila","TUT-05903","TUT-5903",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/18/2023 14.26.00","AGR",-14.361773,-170.752602,-14.361773,-170.752602,0,0,0,-1,0,3.352636391,5.486132277,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_FAGALUA"
"63",12530,NA,51460,"SAMOA","Tutuila","TUT-05858","TUT-5858",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 09.11.41","AGR",-14.34884,-170.723,-14.34884,-170.723,0,0,0,-1,0,15.84882658,16.76318196,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"64",12531,NA,51461,"SAMOA","Tutuila","TUT-05982","TUT-5982",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 10.36.17","AGR",-14.344802,-170.719239,-14.344802,-170.719239,0,0,0,-1,0,11.88661993,12.80097531,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"65",12532,NA,51462,"SAMOA","Tutuila","TUT-05990","TUT-5990",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 12.36.07","AGR",-14.338761,-170.717171,-14.338761,-170.717171,0,0,0,-1,0,10.97226455,13.71533069,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"66",12533,NA,51463,"SAMOA","Tutuila","TUT-05975","TUT-5975",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 14.04.47","AGR",-14.337026,-170.710782,-14.337026,-170.710782,0,0,0,-1,0,8.838768668,9.753124048,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"67",12534,NA,51464,"SAMOA","Tutuila","TUT-05935","TUT-5935",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 09.34.39","AGR",-14.364271,-170.738319,-14.364271,-170.738319,0,0,0,-1,0,14.02011582,15.23925632,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"68",12535,NA,51465,"SAMOA","Tutuila","TUT-05847","TUT-5847",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 10.59.13","AGR",-14.358896,-170.734191,-14.358896,-170.734191,0,0,0,-1,0,13.10576044,14.62968607,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"69",12536,NA,51466,"SAMOA","Tutuila","TUT-05840","TUT-5840",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 12.36.15","RRB",-14.353795,-170.730062,-14.353795,-170.730062,0,0,0,-1,0,13.41054557,15.23925632,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"70",12537,NA,51467,"SAMOA","Tutuila","TUT-05842","TUT-5842",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/19/2023 13.49.37","AGR",-14.348387,-170.72576,-14.348387,-170.72576,0,0,0,-1,0,9.753124048,11.27704968,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"71",12538,NA,51300,"SAMOA","Tutuila","TUT-05891","TUT-5891",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/10/2023 09.38.20","AGR",-14.272205,-170.723301,-14.272205,-170.723301,0,0,0,-1,-1,18.89667784,19.81103322,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_NW_OPEN"
"72",12539,NA,51301,"SAMOA","Tutuila","TUT-05775","TUT-5775",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/10/2023 10.59.41","AGR",-14.288163,-170.759358,-14.288163,-170.759358,0,0,0,-1,-1,12.49619019,13.71533069,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
