"ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","FRAGMENT","JUVENILE","REMNANT","OLD_DEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Length","site_seg","COLONYID"
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055358323,"MAU-1222 5",144
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,8,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181171588,"MAU-1222 5",145
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116720573,"MAU-1222 5",146
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,80,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153218896,"MAU-1222 5",147
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062791106,"MAU-1222 5",148
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066580039,"MAU-1222 5",149
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,1,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067786383,"MAU-1222 5",150
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,4,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064415604,"MAU-1222 5",151
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,1,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053044875,"MAU-1222 5",152
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317626451,"MAU-1222 5",153
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,8,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165473166,"MAU-1222 5",154
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097107673,"MAU-1222 5",155
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FMAT",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054364238,"MAU-1222 5",156
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091772565,"MAU-1222 5",157
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,30,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107873911,"MAU-1222 5",158
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"STYS",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204754312,"MAU-1222 5",159
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396869776,"MAU-1222 5",160
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,90,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109088426,"MAU-1222 5",161
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"FASP",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065592862,"MAU-1222 15",162
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06792202,"MAU-1222 15",163
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196477136,"MAU-1222 15",164
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,-1,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04884095,"MAU-1222 15",165
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,-1,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085490537,"MAU-1222 15",166
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103903726,"MAU-1222 15",167
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266492117,"MAU-1222 15",168
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050265304,"MAU-1222 15",169
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PDUE",0,0,0,0,5,"ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090198097,"MAU-1222 15",170
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092137681,"MAU-1222 15",171
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075445051,"MAU-1222 15",172
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082995279,"MAU-1222 15",173
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13149165,"MAU-1222 15",174
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04793697,"MAU-1222 15",175
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100368033,"MAU-1222 15",176
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484978532,"MAU-1222 15",177
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"LPUR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097791489,"MAU-1222 15",178
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126567854,"MAU-1222 15",179
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,8,"EM","PRED",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103448216,"MAU-1222 15",180
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221913069,"MAU-1222 15",181
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120568118,"MAU-1222 15",182
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29435752,"MAU-1222 15",183
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084935293,"MAU-1222 15",184
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"POSP",0,0,0,0,70,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119050835,"MAU-1222 15",185
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,80,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077444516,"MAU-1222 15",186
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075947363,"MAU-1222 15",187
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,35,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07320003,"MAU-1222 15",188
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085760732,"MAU-1222 15",189
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08532158,"MAU-1222 15",190
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252045807,"MAU-1222 15",191
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109868652,"MAU-1222 15",192
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162996027,"MAU-1222 15",193
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,25,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070579765,"MAU-1222 15",194
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,-1,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048642222,"MAU-1222 15",195
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"ACUR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085066556,"MAU-1222 15",196
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24402919,"MAU-1222 15",197
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PLUT",0,0,0,0,40,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220060444,"MAU-1222 15",198
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112986136,"MAU-1222 15",199
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214642653,"MAU-1222 15",200
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130494124,"MAU-1222 15",202
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"CYPS",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065737492,"MAU-1222 15",203
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998715055,"MAU-1222 15",204
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081455138,"MAU-1222 15",205
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"CYPS",0,0,0,0,60,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10374625,"MAU-1222 15",206
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GOSP",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065120504,"MAU-1222 15",207
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PPRO",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,"FUG",10,NA,NA,NA,NA,NA,NA,NA,0.09893133,"MAU-1222 15",208
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,50,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238669152,"MAU-1222 15",209
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053526447,"MAU-1222 15",210
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,10,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051458671,"MAU-1222 15",211
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348292468,"MAU-1222 15",212
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145324408,"MAU-1222 15",213
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GOSP",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103222741,"MAU-1222 15",214
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,8,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127524277,"MAU-1222 15",215
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107712384,"MAU-1222 15",216
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214368294,"MAU-1222 15",217
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PVAR",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134243017,"MAU-1222 15",218
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,-1,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046600492,"MAU-1222 15",219
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,-1,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049246539,"MAU-1222 15",220
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125508476,"MAU-1222 15",221
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082574623,"MAU-1222 15",222
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,40,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130807267,"MAU-1222 15",223
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05666355,"MAU-1222 15",224
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308360328,"MAU-1222 15",225
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,80,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27042405,"MAU-1222 15",226
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053779409,"MAU-1222 15",227
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074572613,"MAU-1222 15",228
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131382694,"MAU-1222 15",229
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135577094,"MAU-1222 15",230
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072032759,"MAU-1222 5",242
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054631125,"MAU-1222 5",247
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"TURS",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187533862,"MAU-1222 5",251
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,10,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063379155,"MAU-1222 5",252
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3864235,"MAU-1222 5",257
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059049985,"MAU-1222 5",258
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,-1,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046091888,"MAU-1222 15",259
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,-1,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046636795,"MAU-1222 15",260
"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,75,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12908665,"MAU-1222 15",261
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"TURS",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138422642,"MAU-1222 5",262
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103643858,"MAU-1222 5",263
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158982297,"MAU-1222 5",264
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071836087,"MAU-1222 5",265
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055234363,"MAU-1222 5",266
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"ACUR",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105809773,"MAU-1222 5",267
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1883817,"MAU-1222 5",268
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103471284,"MAU-1222 5",269
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,0,"KN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067935117,"MAU-1222 5",270
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131837574,"MAU-1222 5",271
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FASP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092209314,"MAU-1222 5",272
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159953338,"MAU-1222 5",273
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091781646,"MAU-1222 5",274
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212218808,"MAU-1222 5",275
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,10,"KN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110263809,"MAU-1222 5",276
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,10,"KN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170212541,"MAU-1222 5",277
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PVAR",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09027218,"MAU-1222 5",278
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FSTE",0,0,0,0,0,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078135127,"MAU-1222 5",279
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073295959,"MAU-1222 5",280
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088059722,"MAU-1222 5",281
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275445502,"MAU-1222 5",282
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,0,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0664779,"MAU-1222 5",283
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PVAR",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069227092,"MAU-1222 5",284
"MSL",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080683128,"MAU-1222 5",285
