OID_,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,FRAGMENT,JUVENILE,REMNANT,OLDDEAD,MORPH_CODE,JUV_SUBSTRATE,RDCAUSE_1,RD_1,RDCAUSE_2,RD_2,RDCAUSE_3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Mosaic_Issues,Shape_Length
1387,MSL,2023,RA2301,BAK-2059,A,5,1.0000000,1.0000000,0,POCS,0,0,-1,0,,KN,CCAH,,,,,,,,,,,,,,,,,0.039155203534274
1388,MSL,2023,RA2301,BAK-2059,A,5,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,CCAH,,,,,,,,,,,,,,,,,0.011606893433313
1389,MSL,2023,RA2301,BAK-2059,A,5,1.0000000,1.0000000,0,POSP,0,0,-1,0,,EM,PESP,,,,,,,,,,,,,,,,,0.013213629294172
1390,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,10,BR,,,,,,,,,,,,,,,,,,0.122921641412139
1391,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,,BR,,,,,,,,,,,,,,,,,,0.122023768013237
1392,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,POSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.218425388091202
1393,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,POSP,0,0,0,0,,PL,,GAST,3,,,,,,,,,,,,,,,0.223944747608862
1394,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,POSP,0,0,0,0,7,PL,,,,,,,,,,,,,,,,,,0.152664501748537
1395,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,POSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.207990433039698
1396,MSL,2023,RA2301,BAK-2059,A,15,2.5000000,1.0000000,0,POSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.154298929788441
1397,MSL,2023,RA2301,BAK-2059,A,15,2.5000000,1.0000000,0,POSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.070973373540571
1398,MSL,2023,RA2301,BAK-2059,A,10,1.0000000,1.0000000,-1,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,0.002100000157952
1399,MSL,2023,RA2301,BAK-2059,A,15,2.5000000,1.0000000,0,POSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.372665386146952
1400,MSL,2023,RA2301,BAK-2059,A,10,2.5000000,1.0000000,0,AINT,-1,0,0,0,35,AB,,,,,,,,,,,,,,,,,,9.049371550047212
1401,MSL,2023,RA2301,BAK-2059,A,0,1.0000000,1.0000000,-1,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,0.003299999982119
1402,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,5,MD,,,,,,,,,,,,,,,,,,0.175786717095210
1403,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,10,MD,,,,,,,,,,,,,,,,,,0.223771066032249
1404,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,PGRC,,,,,1,BR,,FISH,1,,,,,,,,,,,,,,,0.454066438350772
1405,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,8,MD,,,,,,,,,,,,,,,,,,0.268008246454409
1406,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,3,MD,,,,,,,,,,,,,,,,,,0.160641370591184
1407,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,6,MD,,,,,,,,,,,,,,,,,,1.243278246867614
1408,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,AINT,,,,,34,AB,,,,,,,,,,,,,,,,,,0.222649613998726
1409,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,15,MD,,,,,,,,,,,,,,,,,,0.307691419469553
1410,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,5,EM,,,,,,,,,,,,,,,,,,0.080281816037225
1411,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,8,MD,,,,,,,,,,,,,,,,,,0.584030418772750
1412,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,3,EM,,,,,,,,,,,,,,,,,,0.516820559287849
1413,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,10,MD,,,,,,,,,,,,,,,,,,0.218792321757252
1414,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,5,MD,,,,,,,,,,,,,,,,,,0.414128831890074
1415,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,5,MD,,,,,,,,,,,,,,,,,,0.352885732144840
1416,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,8,MD,,,,,,,,,,,,,,,,,,0.489961670773829
1417,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,7,MD,,,,,,,,,,,,,,,,,,0.293499386784414
1418,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,4,EM,,,,,,,,,,,,,,,,,,0.160632282785608
1419,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,10,EM,,,,,,,,,,,,,,,,,,0.239190343064423
1420,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,20,EM,,,,,,,,,,,,,,,,,,0.167168926915559
1421,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,4,MD,,,,,,,,,,,,,,,,,,0.469783237470413
1422,CA,2023,RA2301,BAK-2067,A,0,2.5000000,1.0000000,,FASP,,,,,20,MD,,,,,,,,,,,,,,,,,,0.821732122023770
1423,CA,2023,RA2301,BAK-2067,A,0,1.0000000,1.0000000,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,0.021168372606753
1424,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PMVC,,,,,3,BR,,PRED,1,,,,,,,,,,,,,,,0.164240099032744
1425,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,8,MD,,,,,,,,,,,,,,,,,,0.411210759529014
1426,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,5,EM,,,,,,,,,,,,,,,,,,0.368969117472121
1427,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PMRC,,,,,1,BR,,,,,,,,,,,,,,,,,,0.292873111781214
1428,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,5,MD,,,,,,,,,,,,,,,,,,0.391200472668471
1429,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,7,MD,,,,,,,,,,,,,,,,,,0.371948517324903
1430,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,4,EM,,,,,,,,,,,,,,,,,,0.093200052681557
1431,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,7,MD,,,,,,,,,,,,,,,,,,0.256057355761656
1432,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,15,MD,,,,,,,,,,,,,,,,,,0.417313179955985
1433,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,POSP,,,,,3,PL,,,,,,,,,,,,,,,,,,0.170080833385179
1434,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,POSP,,,,,2,PL,,PRED,2,,,,,,,,,,,,,,,0.107464458321992
1435,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,3,LC,,,,,,,,,,,,,,,,,,0.144294317524908
1436,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,1,EM,,,,,,,,,,,,,,,,,,0.056340481155581
1437,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,6,EM,,,,,,,,,,,,,,,,,,0.179345950107250
1438,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,4,MD,,,,,,,,,,,,,,,,,,0.263705157960695
1439,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,5,MD,,FISH,2,,,,,,,,,,,,,,,0.272879113157490
1440,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,7,MD,,FISH,3,,,,,,,,,,,,,,,0.148178405527358
1441,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,4,EM,,,,,,,,,,,,,,,,,,0.062329446317486
1442,CA,2023,RA2301,BAK-2067,A,5,1.0000000,1.0000000,,PDUE,,,-1,,,MD,PESP,,,,,,,,,,,,,,,,,0.026897212139520
1443,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,POSP,,,,,2,PL,,,,,,,,,,,,,,,,,,0.099547475767366
1444,CA,2023,RA2301,BAK-2067,A,5,1.0000000,1.0000000,,POSP,,,-1,,,MD,PESP,,,,,,,,,,,,,,,,,0.043701029072547
1445,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,15,MD,,,,,,,,,,,,,,,,,,0.776676123183911
1446,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,25,ML,,FISH,1,,,,,,,,,,,,,,,0.293714589237065
1447,CA,2023,RA2301,BAK-2067,A,5,1.0000000,1.0000000,,PDUE,,,-1,,,EM,CCAH,,,,,,,,,,,,,,,,,0.019773214339433
1448,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,8,ML,,,,,,,,,,,,,,,,,,0.146940055016764
1449,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,6,MD,,,,,,,,,,,,,,,,,,0.115599739830283
1450,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,FASP,,,,,9,MD,,,,,,,,,,,,,,,,,,0.203814277538063
1451,CA,2023,RA2301,BAK-2067,A,5,2.5000000,1.0000000,,PDUE,,,,,2,ML,,,,,,,,,,,,,,,,,,0.101857205291095
1452,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PLUT,,,,,20,PL,,FISH,1,,,,,,,,,,,,,,,0.820058514849869
1453,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,FASP,,,,,8,MD,,,,,,,,,,,,,,,,,,0.197342772742935
1454,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PMVC,,,,,1,BR,,,,,,,,,,,,,,,,,,0.058789966634770
1455,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PGRC,,,,,20,BR,,FISH,1,,,,,,,,,,,,,,,0.285181082815224
1456,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PMVC,,,,,0,BR,,,,,,,,,,,,,,,,,,0.086679697121694
1457,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,FASP,,,,,7,EM,,,,,,,,,,,,,,,,,,0.062823960352009
1458,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,FASP,,,,,30,MD,,,,,,,,,,,,,,,,,,0.577518917469142
1459,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PDUE,,,,,5,ML,,,,,,,,,,,,,,,,,,0.152011381164457
1460,CA,2023,RA2301,BAK-2067,A,10,1.0000000,1.0000000,,FASP,,,-1,,,MD,CCAH,,,,,,,,,,,,,,,,,0.040109474855506
1461,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PDUE,,,,,4,MD,,,,,,,,,,,,,,,,,,0.081855054922020
1462,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,FUSP,,,,,0,FR,,,,,,,,,,,,,,,,,,0.052912191023652
1463,CA,2023,RA2301,BAK-2067,A,10,1.0000000,1.0000000,,FASP,,,-1,,,EM,CCAH,,,,,,,,,,,,,,,,,0.041245605876489
1464,CA,2023,RA2301,BAK-2067,A,10,1.0000000,1.0000000,,FASP,,,-1,,,EM,CCAR,,,,,,,,,,,,,,,,,0.024020824514188
1465,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PMVC,,,,,1,BR,,,,,,,,,,,,,,,,,,0.090861763169961
1466,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,POSP,,,,,2,MD,,,,,,,,,,,,,,,,,,0.096875280058211
1467,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,FASP,,,,,4,MD,,,,,,,,,,,,,,,,,,0.288096718758573
1468,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PDUE,,,,,4,MD,,,,,,,,,,,,,,,,,,0.077641548090177
1469,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PMVC,,,,,1,BR,,,,,,,,,,,,,,,,,,0.112047311997802
1470,CA,2023,RA2301,BAK-2067,A,10,2.5000000,1.0000000,,PMVC,,,,,0,BR,,,,,,,,,,,,,,,,,,0.062988014474187
1471,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PGRC,0,0,0,0,5,BR,,,,,,,,,,,,,,,,,,0.344602524936368
1472,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FASP,0,0,0,0,15,MD,,,,,,,,,,,,,,,,,,0.140450489589730
1473,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,POSP,0,0,0,0,5,EM,,FISH,15,,,,,,,,,,,,,,,0.213244132407479
1474,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,POSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.083285112468036
1475,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.082305284367672
1476,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,POSP,0,0,0,0,6,EM,,,,,,,,,,,,,,,,,,0.362237545743848
1477,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,10,MD,,,,,,,,,,,,,,,,,,0.104477749275987
1478,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,POSP,0,0,0,0,7,EM,,,,,,,,,,,,,,,,,,0.172754739036351
1479,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.143818914458756
1480,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.107350873922626
1481,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PGRC,0,0,0,0,5,BR,,,,,,,,,,,,,,,,,,0.155579207943320
1482,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,LMYC,0,0,0,0,0,EM,,,,,,,,,,,,,,,,,,0.054494037099861
1483,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,3,MD,,,,,,,,,,,,,,,,,,0.098745936695184
1484,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,20,MD,,,,,,,,,,,,,,,,,,0.163589149941423
1485,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,EM,,DAMG,3,FISH,2,,,,,,,,,,,,,0.652626692498826
1486,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,3,BR,,,,,,,,BLE,20,2,,,,,,,,0.084481003888177
1487,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PGRC,0,0,0,0,0,BR,,FISH,2,,,,,,,,,,,,,,,0.205644011788553
1488,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,3,BR,,,,,,,,,,,,,,,,,,0.172871802848607
1489,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,FISH,5,,,,,,,,,,,,,,,0.159922637405777
1490,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,30,BR,,,,,,,,,,,,,,,,,,0.069200650628563
1491,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,10,MD,,,,,,,,,,,,,,,,,,0.071034216994889
1492,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,35,MD,,,,,,,,,,,,,,,,,,0.584831094763669
1493,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.180731236467040
1494,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.157342938296280
1495,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,15,MD,,FISH,2,,,,,,,,,,,,,,,0.522086966173298
1496,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,POSP,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.127855309354084
1497,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,POSP,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.055278386431997
1498,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,10,MD,,,,,,,,,,,,,,,,,,0.076823564918974
1499,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.049883864890896
1500,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,2,MD,,,,,,,,,,,,,,,,,,0.073212362511592
1501,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.083939025006476
1502,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,20,EM,,,,,,,,,,,,,,,,,,0.067738910174989
1503,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,PPRO,0,0,0,0,5,KN,,,,,,,,,,,,,,,,,,0.069292495552833
1504,IGB,2023,RA2301,BAK-2070,A,0,2.5000000,1.0000000,0,FSTE,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.127381984805631
1505,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.119654920133552
1506,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PSTE,0,0,0,0,8,KN,,,,,,,,,,,,,,,,,,0.111204766272542
1507,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.070061260272810
1508,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.049555220575805
1509,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.081456552715843
1510,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.054186714423952
1511,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.206088185497458
1512,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FAVS,0,0,0,0,20,MD,,,,,,,,,,,,,,,,,,0.132451084216948
1513,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FUSP,0,0,0,0,15,FR,,,,,,,,,,,,,,,,,,0.132506641505980
1514,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PSTE,0,0,0,0,8,EM,,,,,,,,,,,,,,,,,,0.050644743564754
1515,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.085301934636509
1516,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PAVS,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.055104719019732
1517,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,GRET,0,0,0,0,20,MD,,,,,,,,,,,,,,,,,,0.142088880004131
1518,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PAVS,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.070601133122660
1519,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,30,MD,,,,,,,,,,,,,,,,,,0.117036105480058
1520,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PVAR,0,0,0,0,3,MD,,,,,,,,,,,,,,,,,,0.123952652630125
1521,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,8,KN,,FISH,2,,,,,,,,,,,,,,,0.070982252027118
1522,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,3,BR,,,,,,,,,,,,,,,,,,0.149688008581504
1523,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,POSP,0,0,0,0,30,EM,,GAST,2,,,,,,,,,,,,,,,0.133686686773972
1524,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PSTE,0,0,0,0,5,KN,,DAMG,2,,,,,,,,,,,,,,,0.067019772974170
1525,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,DAMG,2,,,,,,,,,,,,,,,0.312348043034826
1526,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.177583585788866
1527,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,FISH,3,,,,,,,,,,,,,,,0.223352479418658
1528,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FSTE,0,0,0,0,15,MD,,,,,,,,,,,,,,,,,,0.417677926130000
1529,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,5,BR,,,,,,,,,,,,,,,,,,0.163939288251719
1530,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,3,BR,,,,,,,,,,,,,,,,,,0.069985427173209
1531,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,5,BR,,,,,,,,,,,,,,,,,,0.176630829587972
1532,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FASP,0,0,0,0,10,MD,,,,,,,,,,,,,,,,,,0.154644172827683
1533,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PGRC,0,0,0,0,0,BR,,FISH,2,,,,,,,,,,,,,,,0.347423805236415
1534,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FSTE,0,0,0,0,10,MD,,,,,,,,,,,,,,,,,,0.107569745791380
1535,IGB,2023,RA2301,BAK-2070,A,5,1.0000000,1.0000000,0,PSTE,0,0,-1,0,0,KN,CCAR,,,,,,,,,,,,,,,,,0.042656416972417
1536,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.103426108730412
1537,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PCHI,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.059302023336857
1538,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PCHI,0,0,0,0,0,EM,,,,,,,,,,,,,,,,,,0.050314312332559
1539,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PCHI,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.059778676092724
1540,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.104035089929656
1541,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,0,EM,,,,,,,,,,,,,,,,,,0.065723130788247
1542,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,PSTE,0,0,0,0,10,KN,,,,,,,,,,,,,,,,,,0.050584285777270
1543,IGB,2023,RA2301,BAK-2070,A,5,2.5000000,1.0000000,0,FSTE,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.055500810596138
1544,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,POSP,0,0,0,0,0,EM,,,,,,,,,,,,,,,,,,0.073095349639668
1545,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,PSTE,0,0,0,0,40,KN,,,,,,,,,,,,,,,,,,0.050002499042435
1546,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,FISH,5,,,,,,,,,,,,,,,0.224183674617550
1547,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,GRET,0,0,0,0,7,MD,,,,,,,,,,,,,,,,,,0.284637945718143
1548,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,POSP,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.103786030298607
1549,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,PSTE,0,0,0,0,10,KN,,,,,,,,,,,,,,,,,,0.064630951871084
1550,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,GRET,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.156191164519191
1551,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,10,BR,,,,,,,,,,,,,,,,,,0.167636809825621
1552,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,PPRO,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.083702449464342
1553,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,FSTE,0,0,0,0,5,MD,,FISH,10,,,,,,,,,,,,,,,0.140414137471350
1554,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,PCHI,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.071273347093597
1555,IGB,2023,RA2301,BAK-2070,A,10,2.5000000,1.0000000,0,LMYC,0,0,0,0,0,EM,,,,,,,,,,,,,,,,,,0.064985075362085
