"METHOD","SITE","SITEVISITID","TRANSECTAREA_ad","GENUS_CODE","AdColCount","AdColDen","TRANSECTAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","AcuteDZ","ChronicDZ","BLE","AcuteDZ_prev","BLE_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","DB_RZ","STRATANAME","ANALYSIS_SCHEMA","DOMAIN_SCHEMA","ANALYSIS_YEAR"
"SfM","HAW-04278",12940,10,"POSP",21,2.1,2,26,13,14.809837747619,30.5714285714286,0,0,0,0,0,0,0,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","SCR",20.044184,-155.837756,9.753124048,10.05790917,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04278",12940,10,"PSSP",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","SCR",20.044184,-155.837756,9.753124048,10.05790917,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04278",12940,10,"UNKN",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","SCR",20.044184,-155.837756,9.753124048,10.05790917,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04278",12940,10,"SSSS",26,2.6,2,28,14,15.5283752153846,28.8076923076923,0,0,0,0.3,0,11.5384615384615,0,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","SCR",20.044184,-155.837756,9.753124048,10.05790917,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"MOSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"PAVS",0,0,3,2,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"POCS",2,0.2,3,2,0.666666666666667,14.49068985,32.5,0,0,0,0,0,0,0,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"POSP",83,8.3,3,14,4.66666666666667,11.3287428301205,17.3132530120482,0,0,0.3,0,0,0,3.6144578313253,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"PSSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04283",12941,10,"SSSS",85,8.5,3,18,6,11.4031415835294,17.6705882352941,0,0,0.3,0,0,0,3.52941176470588,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","AGR",20.056914,-155.844993,2.133495885,3.962206644,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"CYPS",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"CYSP",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"FUSP",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"LEPT",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"LESP",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"MOSP",2,0.266666666666667,2,0,0,6.99169435,15,0,0,0,0,0,0,0,1,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"PAVS",2,0.266666666666667,2,0,0,16.7100889,47.5,0,0,0,0,0,0,0,1,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"POCS",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"POSP",22,2.93333333333333,2,2,1,13.8909545590909,12.5454545454545,0.409090909090909,0,0,0,0,0,0,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"PSSP",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"UNKN",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04287",13023,7.5,"SSSS",26,3.46666666666667,2,2,1,13.5770987230769,15.4230769230769,0.346153846153846,0,0,0,0,0,0,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Shallow","PAV",19.59316,-155.97189,2.743066138,3.352636391,1817.863584,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",7271,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA_Shallow_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"MOSP",0,0,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"PAVS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"POCS",1,0.1,3,10,3.33333333333333,5.8895925,0,0,0,0,0,0,0,0,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"POSP",86,8.6,3,50,16.6666666666667,15.4164115302326,30.0697674418605,0.418604651162791,0.3,0.1,0,3.48837209302326,0,1.16279069767442,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"PSSP",1,0.1,3,0,0,5.4392831,3,0,0,0,0,0,0,0,1,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04292",13063,10,"SSSS",88,8.8,3,66,22,15.1947757636364,29.4204545454545,0.409090909090909,0.3,0.1,0,3.40909090909091,0,1.13636363636364,1,1,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.391824,-155.908866,12.49619019,13.41054557,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04294",13027,7.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.561026,-155.967373,13.10576044,15.23925632,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04294",13027,7.5,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.561026,-155.967373,13.10576044,15.23925632,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04294",13027,7.5,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.561026,-155.967373,13.10576044,15.23925632,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
"SfM","HAW-04294",13027,7.5,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Hawaii","HAW_KONA","Forereef","Mid","AGR",19.561026,-155.967373,13.10576044,15.23925632,2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA",2019
