"SITE","SITEVISITID","GENUS_CODE","TRANSECTAREA_ad","TRANSECTAREA_j","AdColCount","AdColDen","Ave.od","Ave.rd","Ave.size","JuvColDen","BLE","AcuteDZ","ChronicDZ","BLE_prev","AcuteDZ_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","MISSIONID","DATE_","ANALYSIS_YEAR","OBS_YEAR","REGION","REGION_NAME","ISLAND","ISLANDCODE","SEC_NAME","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","HABITAT_CODE","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","METHOD","DB_RZ","STRATANAME","ANALYSIS_SCHEMA","DOMAIN_SCHEMA"
"HAW-04252",12934,"PSSP",7.5,2.5,1,0.133333333333333,60,0,8,0,0,0,0,0,0,0,1,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.89144,-155.9099,20.42060347,21.03017,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04252",12934,"SSSS",7.5,2.5,73,9.73333333333333,32.7397260273973,0.301369863013699,17.2054794520548,8.4,0.266666666666667,0.133333333333333,0,2.73972602739726,1.36986301369863,0,1,1,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.89144,-155.9099,20.42060347,21.03017,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04252",12934,"CYSP",NA,2.5,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.89144,-155.9099,20.42060347,21.03017,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04252",12934,"UNKN",NA,2.5,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.89144,-155.9099,20.42060347,21.03017,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04257",12936,"BASP",10,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"CYPS",10,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"FUSP",10,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"LEPT",10,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"LESP",10,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"MOSP",10,3,42,4.2,6.42857142857143,0,8.80952380952381,3,1.9,0,0,45.2380952380952,0,0,1,1,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"PAVS",10,3,3,0.3,26.6666666666667,0,7.66666666666667,0,0,0,0,0,0,0,1,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"POCS",10,3,0,0,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,0,1,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"POSP",10,3,125,12.5,28.84,0.424,19.32,5.66666666666667,0.2,0.2,0.4,1.6,1.6,3.2,1,1,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"PSSP",10,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"SSSS",10,3,170,17,23.2647058823529,0.311764705882353,16.5176470588235,9,2.1,0.2,0.4,12.3529411764706,1.17647058823529,2.35294117647059,1,1,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"CYSP",NA,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04257",12936,"UNKN",NA,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-12,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Mid",19.92087,-155.8932,9.753124048,10.66748,"AGR",2362.718917,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",9451,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA_Mid_Forereef","HAW_KONA"
"HAW-04259",13062,"BASP",2.5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"BASP",7.5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"CYPS",2.5,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"CYPS",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"FUSP",2.5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"FUSP",7.5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"LEPT",2.5,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"LEPT",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"LESP",2.5,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"LESP",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"MOSP",2.5,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"MOSP",7.5,3,2,0.266666666666667,0,0,6,0,0.133333333333333,0,0,50,0,0,1,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"PAVS",2.5,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"PAVS",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"POCS",2.5,1,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,1,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"POCS",7.5,3,0,0,NA,NA,NA,1.66666666666667,NA,NA,NA,NA,NA,NA,0,1,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"POSP",2.5,1,24,9.6,44.5833333333333,5.875,30.4583333333333,1,0,0.4,1.6,0,4.16666666666667,16.6666666666667,1,1,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"POSP",7.5,3,63,8.4,44.3333333333333,0.73015873015873,25.1587301587302,0.333333333333333,0,0.266666666666667,0.4,0,3.17460317460317,4.76190476190476,1,1,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"PSSP",2.5,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"PSSP",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"SSSS",2.5,1,24,9.6,44.5833333333333,5.875,30.4583333333333,3,0,0.4,1.6,0,4.16666666666667,16.6666666666667,1,1,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"SSSS",7.5,3,65,8.66666666666667,42.9692307692308,0.707692307692308,24.5692307692308,2,0.133333333333333,0.266666666666667,0.4,1.53846153846154,3.07692307692308,4.61538461538462,1,1,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"CYSP",NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
"HAW-04259",13062,"CYSP",NA,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG2",2019-07-19,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_KONA","Forereef","Deep",19.34035,-155.8879,21.63974398,22.24931,"AGR",1546.877064,"Hawaii","HAW_KONA","HAW_KONA","NOT","NOT","NOT","NOT","HAW_CR","HAW_KO","CR","OPEN",6188,"HAW_CRKO_CR_OPEN","NOT","HAW_KONA","","Diver","Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA_Deep_Forereef","HAW_KONA"
